,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.141526909979351,0,0.0739626635577371,0,0,0,0.0806472050823141,0.0275830628107979,0,0,0,0,0.215398789129103,0,0,0,0,0
ETH,0.182678864246596,0,-0.179875381728178,0,0.0145934211539029,0,0,0.0588532101418377,0.260864288283302,0.0719696498158556,0.0936990469869813,-0.0237680735390818,0.233141445485649,0,0.0279712039782277,0,0.524387541039948,0,0,0.075354634785172
BCH,0.608883583165054,-1.88170609317021,0,0,0.311373774596258,0,0,-0.145378566294184,0.734316840669402,0,0,0,0.661071137159296,0,0.188628131288267,0,0,0,0,0
XRP,0,0,0,0,0.228430982715696,-0.0321141623124168,0,0,-0.151283231467133,-0.274133890197649,0,0,0.598809570805291,0,0,0,0,0,0,-0.187705656874561
LTC,-0.628010337966423,0.5209391475341,0.253333740827182,0.12624139542913,0,-0.555144764371001,0.170981226659609,0,0,0.640388996177805,-0.0478595331608325,0.353281816416617,-0.348678916863016,0.0572107820088432,0.156434490620377,0,0,0,0,-0.143116148227227
DASH,0,0,0,0.0954132049055827,-0.302962778240882,0,0,-0.0638214251603002,0.105275002632975,0.17872868520657,0.0123263584550553,0.927014117600469,-0.278968538524502,0,0,0,0,0,0,-0.0336879296799647
XEM,0,0,0.171595513700159,0,0,0,0,-0.0862333618319389,0.233698554860024,-0.201085348837687,-0.129743246471283,-0.0300555104021078,0.220370955108053,0,0.397957543730563,0,0,0,0,-0.109091212349722
XMR,0,-0.506631168203865,0.121796403320053,0.481147873594504,0,0.872378850812149,0,0,-0.0221137260904243,0,0.0593783181035162,0,0,0.0785956178432685,0,0,0,0,0,-0.00103410688811
MIOTA,0,0.457782585563653,0.250906948551342,-0.152239464796796,0.213864370248036,0.29945414411332,0.402462171009181,0.268911185028228,0,0,-0.00464477282159655,0.109410582080307,-0.0884226770587154,2.77555756156289e-17,-0.277079848513035,0,0,0,0,0.649053624228096
ETC,0.441024847642896,0,-0.245459500164127,0,0.73628504475184,0.34927863435079,-1.73472347597681e-18,0,-0.0441233474276363,0,0.0457522284014551,-0.283113927283002,0.393195940607356,-0.175277846029227,-0.0262819846934736,0,0,0,0,0
NEO,0,0,0.318722593806767,0.139292107171888,0.0679214504821452,0,0,0.118327398273342,0,0,0,0,0,0.474531582839964,0,0,0,0,0,-0.358987533700924
ZEC,-0.21876172880379,0,-0.150651693134214,-0.200991772555939,0.381749901695763,0.787442386462032,0,0,0.101624899879677,-0.0907128137012761,-0.131745462056241,0,0.461342273482202,0.261655833922838,0,0,-0.221058149866461,0,0,-0.0147254869532885
XLM,0,0,0,0.466340469001402,0,0,0.0579061032736626,0.157097448791873,-0.232587909141204,0.210040466134764,0.0915210245007681,0.398240783037359,0,0,0,0,0,0,0,0.443171840457111
EOS,0,0.481793188427839,0,0,0.0416566623091951,0,0.180258542531106,0.162224979348057,0,0.057923156945055,0.279950734898804,0,0.0285041375582045,0,0.490000790660523,0,-0.587313442651121,0,0,0
BAT,1.34617264471282,0,-0.0997089245108764,-0.0536058483226091,0.348866884095012,0,0.190072034095111,-8.67361737988404e-19,-0.193279187988157,-0.140662426256292,0,0.243856552647238,-0.0122565094332502,0.0585419879831914,0,0,1.07571570877446,0,0,-0.0472007319402969
BV010082.Index,0,0,-0.0344983654415982,0,0,0,0,0.0172794609382899,0,0,0.0269726406886209,0.0229781270656433,0,0,0.0492985313608884,0,0,0,0,-0.0661086021510991
CVIX.Index,0,0,0,0.0361600817697973,0,0,0.0385167073817972,-0.0490563724461385,0,0,0,0,0,0,0.0601840930386834,0,0,0,0,0.0210407618694416
DXY.Curncy,0,-0.0184623146716373,-0.0105778154531261,0,-0.00271956755105787,-0.0426463352604021,0,-0.00442466564693244,0.02706486930386,0,0.0106254981468082,0.0109738911031393,0.0133809744660343,0,0,0,-0.0333973930272756,0,0,-0.021315427271989
SPX.Index,0,-0.0139945979089722,-0.00738921824240054,0.000702766482005364,0,-0.00665490320074072,-0.0115672828339262,-0.00785831240098996,0,0.0111849750980341,0.00162418098081387,0,0.0116410109147607,0.00251707638172853,0.00664846314567867,0,0.0333366903662731,0,0,-0.0372250646257017
VIX.Index,0,0,-0.178470752631343,-0.468696406651577,-0.429037194531808,-0.148997980816612,0,-0.0605439371373084,0.27165039290198,0,0,-0.255266698814893,0.771988304801537,-0.182411390671575,0.315084863898923,-1.56980874930321,0,0,0,0
