,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0361207652277138,-0.145283769215208,0.788573190854529,0,0,0.159720500864354,-0.0119965552407333,0.371816687011909,-0.127685258114027,0.0980663713850306,-0.0494062985556418,0,0.237827998849927,0,0,0
ETH,0,0,0.249059873439796,0,0,0,0,0,0.135884241361757,-0.0366854319613599,-0.141633107624741,0,0,0.175646323985303,0.299143064097471,0,0,0.0825741923009478
DASH,-1.47141432341549,-0.688517121768512,0,-1.22156961598593,0,1.34759316576908,1.19997158410574,1.61187849352222,0.0700997951757975,1.08553442171681,-0.0155996471773297,0.504720236541897,0.122892101307161,0,3.03006372453508,0,0,0
XRP,-0.157515770859613,0.216167205411425,-0.0625378519279462,0,0,-0.0808915385135088,-0.252129657396431,0.285583362981555,-0.268184166487571,0.999387132672117,-0.401806080017975,-0.0567527460750307,-0.00750669269611539,0.961113563858551,0,0,0,-0.222543800767401
LTC,0.326743182107054,0.0295346844257996,-0.0100932511852387,0.0689568313047452,0,0,0,0.0382245916367532,-0.0270553436935107,0,-0.0119831323062163,-0.0302767385339907,-0.000289780000181304,0,0,0,0,0
XMR,-0.3849962974104,0.558808859025047,0,0,-1.25663003038259,0,0,0.0933824623292516,0,0,0,-0.225764768007456,0.0814170012678412,1.20226910991377,0,0,0,0
ETC,0.791198695761061,0.425365405404105,0.215129500728982,0,-1.10863111267176,0.0868375722378163,0,-3.46944695195361e-18,-0.204273069244228,0.317535919813964,0,0.36964884015142,0.0291196012415141,0,-0.682104916500426,0,0,-0.41480090521912
XEM,2.30822498039544,0,0.220851892883452,0.589637861318071,0,0.300211511334578,-0.398145587406195,0,0.164763005495645,-1.36396099607228,0,-0.267052642624207,0.319771344604828,0.214549450008708,-1.84329487647937,0,0,0.220516456171436
ZEC,0,0.268900057143259,0.0815247686916113,-0.457518601701812,-0.751565513142783,-0.385624717770288,0.300193470170285,0.459853656809455,0,1.28167039362735,0,0,-0.150499299992334,0,-0.45191244286612,0,0,0
DOGE,0.84930889438071,-0.181994406115482,0.0325664985834418,0.487890031412755,0,0.193369067709293,0,-0.33227811842968,0.21194778758498,0,-8.67361737988404e-19,-0.161525349868565,-0.00154223587703927,0,-0.605507433576147,0,0,0.275479433857165
XLM,-0.252165522550005,0,-0.00100506143592901,0.237577065951322,0,0,0,0,-0.141625310122074,0,0,-0.11324871660247,0.0105516584996896,0,0,0,0,0
NEO,0,-0.213869217178028,0.0201212762367769,0,0,-0.325429996253455,0.997598866852601,-0.038453927480406,0.123278090273669,0,-0.260636954011342,0,-0.355325388029403,0,-0.413307871554586,0,0,0.398672784801046
DGB,-1.84122709423924,0.215745511461177,-0.0278397903171845,1.33047323766492,0,0,0,0.510796264432564,0.10931976202905,-0.109142549091995,-0.533365064876155,0.450740579453859,0,-2.32963867680021,0.918189902907884,0,0,0
BV010082.Index,0,0.0709609858849496,0.0124279271268367,0.574321469674474,-0.401456513563171,0,-0.0934025740612097,0.124106599179161,0.0524135434987117,-0.247761663511163,0.0839318654091502,0.238975947273833,-0.181207639823616,0,0.192094300495988,0.238606601945986,0,0
CVIX.Index,0.868337530912795,0.0642510119623813,0.11089924179812,0.114689425473032,-0.153891092849333,0.155395422665469,-0.197148229621178,-0.392569999498169,-0.018618604457422,-0.403957063065028,-0.215299955003843,-0.206071416603846,0.124770153436897,0.341780233048062,0,0,0,0.117071907155497
DXY.Curncy,0,0.0228383507904354,0.000305816163994992,0,0,-0.0312296379627633,0,-0.0235296346384443,0.00521918768822191,-0.0322513954161432,0.00868735278372448,-0.0076789898696327,0.00455971595395181,0.174543562011537,0.0687105720033835,0,0,-0.0219526260993687
SPX.Index,0,0.0674186849236741,-0.0110693801860945,0,0.134737124640703,-0.0139396822013901,-0.0843807921424019,0.0157781950710187,-0.0135030909971258,-0.0428863462735803,0,0.0145820948729134,-0.00517969200306787,0.0286145602381151,0,0,0,0
VIX.Index,0,0.240101844625741,-0.0112045006149116,-0.585311617252563,0,-0.137484695292602,-1.02458228106918,0.548860705062164,-0.196482831002329,1.20252271407252,0.314384523705503,0.840304458672377,0,0,0.792468823889348,0,0,0
