,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,BNB,EOS,XTZ,TAGZ5,XLM,LINK,ADA,XMR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00285276350124078,0,0,0,0,0,0.099396965483182,0,0,0.00222491745504471,0,0.0426683975378084,0.272460992979014,0.289769071744666,0,0,0,0,0
INNBCL,0,0,0,0,0,0,0,0,0,0,0,0,-4.79413982370684,0,0,0,0,0,0,0
ETH,0,0,0,0,0.318658367184574,0.0363126002853107,0,0.127605709228708,0.32203286320081,0.0736522360982547,0.00683698786438125,-0.0759937044276426,0,1.38777878078145e-17,0.145497402496065,0,0,0,0,0
XRP,0,0.000986688780289592,0.0205828294413429,0,0,0.229653879817482,0,0.0505332869658927,0,0.076019913780022,-0.0123534886895224,0,0,0.196132947480851,0,0,0,0,0,0
BCH,0,0.00213629375993122,0.266894916102425,0,0,0.211438700856843,0,-0.0572795640926029,0,0.160402893599938,0.0159447491785394,0,0,0.230269386584885,0,0,0.0425403428089251,0,0,0.098758587608433
BSV,0,-0.00840949236706808,0,0,0.585922884244618,0,0,0.441573031675828,0,0.120681181942073,0,0,0,0,0.00531898600958388,0,0,0,0,0.0264299551304233
LTC,0,0.00117997463681677,0,0,0,0.0669272994640972,0,0.139475649744503,0.399083599037669,0.112176849220621,0.00420513993977255,0,0,0.134072309754786,0.0513109565680091,0,0,0,0.186678331332621,0.024344131899322
BNB,0.968904159070944,-0.00585852084047817,0.145349642552735,0.335606543133333,-0.137367933361536,0,0,0,0,-0.0986444659806989,0,-0.0143472624175342,0.120974724873243,0,0,0.114317331124346,0,0,0,0.134272606116155
EOS,0,0,0.332343289320131,0,0,0,0.703481975184685,0.0318952589277762,0,-0.155197565893823,0.00242813873850678,0.0763311990105113,0,0.0321582106621783,0,-0.301922672463931,-0.104881929395464,0,-0.277993117329107,-0.034185728146111
XTZ,0,0.000768759246362999,1.38460763964396,0,0,0.425033214710679,0.0624426063532712,0,-0.481121085303724,0,-0.00563315403902926,0.173857629376397,-6.93889390390723e-18,-0.523680982528129,0,0,0.161365129855509,0,0,-0.109696909000639
TAGZ5,0,-0.0196947276149316,0,0,3.37145035948485,0,0,-3.9541503564055,0,0.694516351197091,0,0,0,0.815001949995854,0,0,0,0,0,0
XLM,0,0.00318245966957563,0,0,0,0.303311510949762,0,0.11243959058183,0,0.0298601958507029,0,0,0,0.236692121305749,0,0,0,0,0,0
LINK,0,-0.010252540794936,0,0,0,0.860196533334088,0,-0.094534111451138,0,0.41814720136901,-0.022173769796703,0.0443034830816791,0,0,-0.447449642748248,0,0,0,0.440590450502159,0.161645987227152
ADA,0.46956604594741,-0.00056979236144539,0.0945404772791152,0,0,0,0.176722793521332,0.0378527542515173,0,0.104530363486238,-0.00625244319499876,0.0735103822619814,0,0,0.100170143613459,0,0.0230160082409453,0,0,0
XMR,0,-0.00022229557931894,0,0,0,0.0782077839348764,0,0.126228363729296,0.484830646301164,0,0,0.0387312768268624,-0.0309088787221146,0.125346505491619,0,0,0,0,-0.0999793308882881,0
BV010082.Index,0.0578203937790226,-0.00196267900978711,0,0,0,-0.085385193388474,0.421415746627068,0.171504412310297,-0.730397101523655,0.0535394268180285,0.0150022557292555,0.00693704056911894,0.0683235135372582,0,0,0,-0.109964393085273,0,-0.146865006823695,-0.0167778254528888
CVIX.Index,0,-0.00940197805404248,0.42285206263081,0,0,-0.144843461137113,0,0.0475264299480247,0,0,-0.0374772308197562,0.0305404718332845,-0.183058818430462,0,0,0,0,0,0,-0.0309857846549041
DXY.Curncy,0,-0.000748819302105766,0,0,0,-0.00590539511943569,0,0,0,0,0,0.0107082102709318,-0.010757584903527,0,0,0,0.0686298583779688,0,0,0.0268105177458564
SPX.Index,0,-0.00256378355293174,-0.17232440078021,0,0,-0.121578280298347,0.475817300692554,-0.0483641541974746,0,-0.166304152367213,-0.0147462973304665,0.0297219105637791,0.126729150508863,0.0189424708831592,0,0,-0.277328764380697,0,0,-0.224796263535522
VIX.Index,0,0.016480054081691,-1.72857431460345,0,0.446444130869626,-0.120033312863209,1.27934502086782,0,0,-0.556747706793566,-0.0255568492342041,0,0.490032152400899,0,0.444575621381841,0,0,0,-3.17868225643131,0
