,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.165089451850838,0,0.00719389478543504,0.279718949826876,0,0.182350278480499,0.0597542318825327,0,0,0.310077349580714,-0.350299803214842,0.380561096661648,0,0.204504366839523,0,0,0.0761918436959914
ETH,0,0,-1.38777878078145e-17,0,0.840687465030317,1.44979988232774,0.540601562572254,0,-0.413670819501796,0.0777528658924619,0,-0.130146848304955,-0.54375147149084,0.0449899789037795,-0.981278093942681,0,0,0.356891069838221
DASH,-0.443781778929103,-0.114296215453255,0,0,0,-0.134579018270738,0,0.248591481615731,0.13554696967037,0,0,0.0203096673751432,6.93889390390723e-18,0,0,0,0,0.167076982089975
XRP,0.0784124536814004,0,0,0,0,0.717817319394064,0.123514751967806,0.0636578270477539,0.133716691811607,-0.754818476542356,0,0,0.160802207157516,0,0.249903034246948,0,0,0
XMR,0.464162921107766,0.391107458930414,0.0213865051768535,0,0,0,-0.15237855723269,0.0678217301528683,0.25716859704574,-0.18039823358757,0,0,0,0,0,0,0,0
LTC,0.139085134622999,0.0613476847965614,0,0.0424865288145782,0,0,0.0767640364342607,-0.12818657346557,0.108221387513498,0.0504536812998717,0,0,0,0,0.0241059616805774,0,0,0
ETC,0.173468801932399,0.470166255103562,0,-0.0335308025376391,0,0.399125579179917,0,-0.0577878756840845,0.379396513155556,0.111300145560993,0,0,0.0850389664258814,-0.800902077828512,0,0,0,0.241317477146421
XEM,0,0.250788289110512,0.235013536707487,0.170810636592555,0.278565076699795,-2.27672066209782,0.0903983497297989,0,0,0,-0.31738550652297,0,0.347644171456552,0,0,0,0,0
ZEC,-0.523069720696445,0,0.24696571508487,0.0579996134911481,0.54150925184519,0.447774037740453,0.0984255310588707,0.158343182363471,0,0,0,0.241083580563278,0,0,0.160216403604785,0,0,0
DOGE,0.210898371586891,0.186209924068826,0,0,0,0,0,-0.223052551898315,0.467693095750541,0,0,0.0690922501783142,0.191658580902439,0.654523436722109,0,0,0,0.177414503705598
XLM,0.445945088026294,6.11081882781095e-05,0.0304969385997711,0,-0.236044622947284,0,0.53153012128052,-0.0282196878728058,0.19054485441117,0,0,0,0,0,0,0,0,-0.262200497635814
NEO,0,0,0.091687752361821,-0.0591336704788037,0,0,-0.367109524952787,0.010206540809201,0.317904413656627,0,-0.0860858265708918,0,0,0,0.107307475233497,0,0,0
DGB,0.289765459984839,-0.279407377101171,0.0982302529773546,0.0244285372810969,0,0,0.428012285253538,0.406507158637967,-0.323098759837281,0.217968669431489,0,0,0,0,0,0,0,-0.313783775921822
BV010082.Index,0.0430829082552841,0.0668562395762147,0.0437110300892265,-0.0243199175778103,-0.151808298476601,0.248160125037189,-0.246904416366399,0.0654110247737743,-0.00424993869133931,0.0428931336917445,0.128003597611609,-0.0328822556471605,0.0781393115880958,0,-0.239888090161292,1.54302838917726,0,0.0816314099987071
CVIX.Index,0,-0.103162522046476,-0.196389150159619,0.220455175667088,0,0,0,0,0.0911217042474262,0.251688550304353,0,0.0417768516472757,0,0,0,0,0,0.207161607731777
DXY.Curncy,0.0173179600373022,-0.00573809545930283,-0.00891397288096876,0.00655560227837375,0,0.031002240425177,0.0141447007790772,0.00603957389935221,-0.0127838640216554,-0.00234096781062224,-0.00769583332648735,-0.00681344165396276,0,0.118592487657653,0,0,0,0
SPX.Index,0.0196109413231081,0.0186600036151772,0,0.00695451309160309,0,0,0,-0.0117737616185127,-0.00924279726610372,0,0.00899101763311768,0,-0.00699449726315932,0,0,0,0,-0.0797555811637624
VIX.Index,0.133968626539773,0.244279615069079,0.0443664831083417,0,-0.679413076498419,0,0.0237540439768961,0,0,-0.116615367151624,0.205791928954614,0.120829018638022,-0.277966636591088,0,0.206352946402361,0,0,0
