,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,NEO,ETC,ZEC,BAT,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.123785745856316,0,-0.486334990957721,0,0.00272495448434231,0.299548736976616,0,-0.118993810610933,-0.0464946117873605,0,-0.11947826985487,0.20125401944694,0.111394880625005,0.4746522265438,0,0,0,0,0.167193131027818
ETH,0.393257396363986,0,-0.270812939291769,0.0355618602410467,0.15217989281892,0.2655283995115,0.0216515068578854,0.171093048636251,0.226698884234665,0.157902699369339,0,0.107938462769391,-0.129965150863787,-0.0792238639136057,0,0,0,0,0,0.105572339443323
BCH,0,0,0,0,0.33096251143272,0.253125555147728,0.123734961928343,0,0.108385341420278,0.290647423632272,0,0,-0.276979847983601,-0.184313017970652,0.228323848145603,0,0,0,0,0
XRP,0,0,0,0,0,0,0.197939435337659,0.237128150683646,0.0446617436932495,0,-0.0610065667271261,-0.135687207672543,0.0688582867182811,0,0.247392999669927,0,0,0,0,0.158046460542848
LTC,0,0,0.142762811113934,0.0820789615931622,0,-0.0217863889592988,0.0891740022542682,0,0,0,0.554209199029407,0,0.103607377441104,-0.0117562931572703,0.185924064922285,0,0.291800126419917,0,0,-0.0695534578838478
DASH,0.389139235771563,0.0572477887350449,0.232228529565117,0,0,0,0,-0.0267495557741005,6.93889390390723e-18,-0.0432537739072292,0,0.0916298466821909,0.165288109900706,0.0791779150652055,0,0,0,0,0,0
XEM,0.965423252442671,0.0999830601083161,0,0.24494491904932,0,0.343985650994587,0,0.133314363985667,0,-0.0190412293370413,-0.134120249874924,0,-0.0150724639858005,0,0,0,0,0,0,0
XMR,0,0,0.13100821768227,0.76067984098466,0,0,0,0,0,0.0974704858834351,0.0995061572425277,0,-0.0456845887752256,0,0,0,0,0,0,0
MIOTA,0,0,0.491443496101821,-0.0501400280152227,0,0,3.46944695195361e-18,0.0590861589790125,0,-0.270984423323991,0,0,0.164545661611739,0.508887007045463,0,0,-0.976311709956853,0,0,0.678924838408616
NEO,0,0.889928459451053,1.86150033831582,0,1.81570614687346,-0.82196775936956,-1.11822548583178,0.447415610153426,-0.388962097924026,0,-1.34402801708871,0,0.647675525471014,0.383915684517822,-1.51385065341477,0,-1.19291509115087,0,0,-0.489882114072723
ETC,0,0,-0.11487808759505,-0.172239348110314,1.33730561286701,0.25618251949496,-0.246264250058872,0,-0.112129467800174,-0.0209394594581415,0,0,-0.0540388406377353,-8.67361737988404e-19,0,0,-0.588651136340988,0,0,0.284138999883586
ZEC,0,0,0,0,-0.821672978385365,0.156624936571752,0.289789167878248,0,0,-0.0171850830910264,0.295088541795819,0,0.138472470446572,0.419940513455457,0.714092478975184,0,0.414674615714699,0,0,0.21165514639463
BAT,0,0,-0.193034694922044,0,0.463247577751287,0.196174948202141,0,0.535892134555636,0,-0.0186024031202809,0,0.148948787276242,0,0.169684694149283,-2.77555756156289e-17,0,0,0,0,-0.0301586678089745
EOS,0,0,-0.518386069883584,0,1.38777878078145e-17,0,-0.242293907211108,0,0.302807841488822,0.395917624209222,0,1.21858197355423,0.130315301867383,0,0,0,0,0,0,0
XLM,0,0,0.31109098942372,0.456653876961855,0,0,0,0,0.09040310253507,-0.0230093254481603,0.175640438917219,0.0725710374456209,0,0,0,0,0,0,0,0
BV010082.Index,0.20744306869274,0,0.070706935454275,0.112273916057135,0.0181570354433578,-0.123996478068113,0,-0.0747517003200752,0.0797333237232902,0.0198076684768168,0,0.0490789742656821,0.00742427356789301,-0.00220671573660986,-0.25525013440395,0,0,0,0,-0.195143466675819
CVIX.Index,-0.301660292884052,0.0456860881908421,0.0395503230635061,-0.0954577332095499,0.367982436124002,0,2.16840434497101e-19,-0.0307832399924327,-0.0649201897004051,0.00772494851922417,-0.24223652604816,0.106214930401395,0.0704731186133847,-0.0464835943867451,0,-0.405679237428085,0,0,0,0.0287754584869834
DXY.Curncy,0,0,0,0.0177187163332075,0,-0.0168349085283875,0,-0.019999227007962,0.0237117892303036,0.0141424846794273,0.00149018788911353,0.0104056441620628,-0.0231248884766646,0.00130590818395192,0,0,0,0,0,-0.0344225451225212
SPX.Index,-0.00550630460389618,-0.017117738815199,0.000574425032830512,0,0,0,0,-0.00276017669594108,-0.00133675941448342,0,0.00648208646333863,0.00914411220196479,-1.0842021724855e-19,0.00250928625134915,0.00304871535362418,0,0,0,0,-0.043461946435634
VIX.Index,0,0.433488986444565,0.220029790967199,0.0638031942194917,0,-0.160602165053716,0,0,0.0330744307491437,0,-0.154342672947893,0,0,-0.286634552002313,0.0430871574466689,-1.33277455895229,0.110748560567232,0,0,0
