,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.390139684297084,-0.0289805433447538,0,0.146408877897773,-0.268688883218702,0,-0.178653308195864,0.145379466449415,-0.117566242335247,0.644188055666979,0.259140723573433,0.0149901278824799,0.274560665223113,0.053353408786555,0,0,0,0,0
ETH,0,0,0.0938871635996686,-0.147712289696825,0.16857090591725,0.0638698809143772,0,0.119366734063448,0.101172935049476,0.0438658413803927,0,0,0,0,-0.0440165691469197,0,0,0,0,0
XRP,-0.0488724664228965,0.195367703123223,0,-0.564803665281977,-0.132971794657913,0,-0.97349925900546,0.405873287621828,0.958775844390345,0,0,3.46944695195361e-18,0.0831881081130715,0,0.380883672928306,0,0,0,0,0
BCH,0,0,-0.158850530842662,0,-0.11869186372816,-0.156632558934879,-0.262309273139222,0.356086265492293,0.132773829367109,0,0.992897232929474,-0.0305428859872973,0.0290443533368952,0,0,0,0.740331057981734,0,0,0
LTC,0,0,0.0386435357317217,-0.324736478950525,0,0.00498936049316857,0,0.184648679973862,0.422702276360276,-0.461269502406488,0.647125005743179,0,0.0241274168417296,-0.160436637764153,0.289966531519876,0,0,0,0,0.478501982372632
DASH,0,0.0925260165476173,-0.00462838794205772,0.167615191688801,0.0826115346168771,0,0,-0.060429977051297,0.161603124334339,0.223745824459215,0,0.0812059993268013,-0.0239823864111541,0.155535797213549,0.26914533230929,0,0,0,0,0
XEM,0,0,-0.378779486709769,-0.33224710394306,0.0368818469568961,0,0,0,0,0.279288975665197,0,0.0482677930099986,0.071372752814047,0.0694757559224349,0.327971632698629,0,0,0,0,0
NEO,-1.22969651532786,0.0577589695863421,-0.120462909256283,0.566630301482696,0.173643276402109,0,0,0,0,-0.295884202941898,0,0.307647554846113,0.104110154914628,0.431172424633697,0.189913276549158,0,0,0,0,0
XMR,0.497930694639518,0.290050714818965,0.0457051670444744,-0.00951762753273175,-0.01010557035151,0.300069328313193,0.0679789313367002,-0.0528824047461696,0,0.216112714521899,0,0,-0.0226019899561486,0.28334947977045,0,0,0,0,0,0
MIOTA,-0.3973303354466,0,0.00369842815397377,0,-0.321470391001165,0,0.0870783353549671,0.100588000027941,0,0,0,0.161702795449141,0.0938054528834478,0,0.408491287125041,0,0,0,0,0.659629744150033
ETC,0,0,0.0600060181014223,0.130222960037907,0.141227333761115,0,0,0,0.199502676466328,0,0,0.0345785999568113,0.00880117788915675,0.0105138246327493,0.0720328835432812,0,0,0,0,0
ADA,2.78944896590426,0,-0.210323552543754,0.109418686507727,0,0.903722362934824,0,0.447730078115537,0,0,-2.31559871160443,0,-0.0784333472875089,-0.126124642892749,0,0,1.52675256023412,0,0,0.292389568436217
XLM,0,0,0.596909714133926,0.904778635147714,0,0,0.0730884864937946,1.10244276832922,0,0.00171353636487892,2.30098399222224,-0.48329071062656,0,0,0,0,0,0,0,-0.219024965676401
ZEC,0,0.459874144517695,-0.14859022042469,0.16575704710212,-0.0371221796339281,0.210323591250608,0,0,0.466242067013716,-0.0635873721837656,0,-0.101243975128929,-0.00911794613394306,0,0.249369897406352,0,0,0,0,0.382424502087496
EOS,0.818386749144697,0,0.308437525450045,0,0,0.222122516618229,0.130518659952762,-0.0215885357073199,-0.0644274487936771,0.216610715859262,0,-0.174781665648837,0.0135400948847945,0.0085085649560372,0,0,0,0,0,0
BV010082.Index,0,0.0466613129481858,-0.0197221751807712,0,-0.137473210176551,0,-0.0328169773131275,0.0127029496586649,-0.123065750053917,0,0.163357463753067,-0.00699796914784578,-0.00015801714848348,0.0403181885694774,0.069245888824466,0,-0.131952520796696,0,0,0.0277012549964847
CVIX.Index,0,-0.0304340854125351,0.0492996613389436,0.0601676886912771,-0.0162084154538273,-0.321764845244143,0.0233678738202187,0.0317589633496408,0,-0.0435428935166745,0,0.0825788377105243,0,0.0872763259579368,0.124829079922347,0,0,0,0,0
DXY.Curncy,0.0229150781741834,0.0241066312003465,-0.00328058885542704,0.00112222144195774,-0.0184536644812238,-0.000505716081321641,-0.00518356717140684,0,1.35525271560688e-20,0,0.0107591754358466,-0.0228214090106597,0,-0.0133293239406754,-0.0175604354343324,0,-0.0453914434558451,0,0,-2.16840434497101e-19
SPX.Index,0,0.00132141472904872,-0.0115922205664603,-0.0213604012638225,-0.00893782262584508,0,-0.0134841244999756,0.00435520861906583,1.0842021724855e-19,-0.000423390026115314,0.0590273865808122,-0.00926984137528887,-0.00055406934478233,0,0,0.0202415341396129,0,0,0,-0.0135021243846988
VIX.Index,0,-0.170893517613912,0.148230507762112,0,-0.0473764591768488,0,0,0,0,0.0235011778490238,-0.137267516793013,0.141417290873714,0.0327814768044152,0,-0.137571486590538,0,0,0,0,0
