,BTC,ETH,XRP,LTC,DASH,XEM,ETC,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0128636413026109,-0.183495673108634,0.114988919867243,0,-0.0886462416325105,-0.0494000684849061,0,0,-0.191914206448683,0.0853532262696283,-0.0317818152753469,0.062751453727788,0.0932800825204088,-0.236430714581002,0,0,-0.153704074965011
ETH,0.132831340418523,0,-0.16087371047551,0,0.350002242095996,-0.17015152327773,0.198291549387213,1.08147581769302,0.0180157736260024,0,0.1082868873476,-0.232566211417893,-0.0380688978732136,0,-0.409321285355645,0,0,0
XRP,0,0,0,0.118297373881763,0.391906286919123,0,-0.333606180648411,0,0.124607218952944,0.106625929431323,0,-0.575182613423824,-0.0593750712555034,0.305922387476501,-0.316658047464824,0,0,-0.26371026353108
LTC,0,0,0.13487715791316,0,0,0,0.0739532044867443,0,0,0.438014345921427,0,0,0.13935691848175,0,0,0,0,-0.108427355932383
DASH,0,0.927867366038601,0.482965181802625,0.0668754835540084,0,0.110820148832363,-0.0677172941003591,-1.27884777848084,-0.131558438415415,-0.0869245876383265,0.316412900951828,0.391935800038011,0,0,0.331124362002217,0,0,0.131336371723976
XEM,0,0,0,0,0,0,0,0,1.01538976758631,0,0.112075313872326,0,0.269393487504029,0,0,0,0,-0.42670375916015
ETC,0,0.427744596340804,-0.447421298732108,0.195340936704015,0.137907755948564,0,0,0,0,0,-0.0419749443731005,-0.0232003767043811,-0.0160615932982145,0,-0.645732363610002,0,0,-0.188949361382059
XMR,0,0.413605540196557,0.35878162732112,0.0235573514427935,-0.407671366642705,0.139913369144989,-1.0842021724855e-19,0,-0.18240200443781,0.0324199016241103,0.05605892603794,0.39613280489831,0.0283341387840627,0,0.273484556885093,0,0,0.140677683456296
ZEC,0,0.180947860825373,0.155872961497271,0.0242930511029229,-0.236481729466442,0.188374426132448,0.0988858444353076,0.278168355760886,0,-0.0948740250574076,0.20541742168227,0.240502720695856,0,0,0.0795654770136845,0,0,0
DOGE,-0.372615691659954,0.244531459441045,-0.282700242093663,0.650004175189146,0,0,-0.212203883201574,0,0,0,0,0,0.248440381261365,0,-0.532547377104316,0,0,-0.405450473367
XLM,0,0,0,0.232525100897677,0.233022945351687,0.179186357821701,0.27419919432884,0.396209227797602,0.605914569141352,0,0,-0.130897188027659,-0.0893988123052276,0,0.288802107862253,0,0,0.0783770582337265
NEO,0.378578975051404,-0.46551468817706,-0.370979497406199,1.73472347597681e-18,0.766908160703546,0.0618085800829066,6.93889390390723e-18,0,0.195644164499737,0.0530488638222789,-0.288623252992438,0,-0.0370418807757943,0.717590031484544,0,0,0,-0.0752579074874844
DGB,0,0,0,-0.721019743986727,-0.67678795228423,-0.212451567245025,0,0.84410165112554,0,0.0335295033043742,1.51980043729187,0.60855869799137,0,0,-0.154729735458452,0,0,0
BV010082.Index,0,0,0.116474297182418,0,-0.0796773751298389,-0.066180769679418,0,0,0,0,0,0,0.0151931460987066,0,0,0,0,-0.103456459528094
CVIX.Index,0,-0.39128880809053,-0.233983834047441,0.0111530084987517,0.821526298944889,-0.347719681144578,-0.760496773751045,0.580086736369206,0.34526256393951,-0.118233086959739,-0.139750656034105,0,0,0,0,0,0,-0.286749022451645
DXY.Curncy,0,0,0.0394904946660258,0,-0.0342703095079796,-0.00300833098732407,0,0.0242736409759256,0.00597407512843049,0,0,0,0,0,0,0,0,0.024470305560104
SPX.Index,0,0.0269873051890478,0.0268996772871324,0,-0.0202504789462302,0.0125650468774182,0,0.0179670685777986,-0.0413390109034474,0,0.011944045973359,0,0,0,-0.013232524042868,0,0,-0.0392002860572429
VIX.Index,0,0,0,0.125019289971289,0.394470657581917,-0.499404692050592,-0.414342923324303,0,0.462288499646072,-0.326619102487156,0,0,0.168996622875067,-4.03789260505539,-1.24778988967859,0,0,0
