,BTC,ETH,XRP,BCH,ADA,XLM,NEO,LTC,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0837682846624264,0,0.269878320736143,0,0,0.100065819645218,0,0.0875490992412614,6.93889390390723e-18,-0.0239361282023097,0.155447110067841,-6.93889390390723e-18,0,0,0,0,0,0,-0.0251180548104733
ETH,0,0,0,0.194836886754572,0.198310634377616,0,-0.0600196079416964,0,0.0390219319173003,0,0,0.0809382913254294,-0.147265584846974,-0.137366076445365,0.472061161415556,0,0,0,0,0
XRP,0,0,0,0.104318852940186,0,0.169256590538253,0,0,-0.0655907122222191,0.140448840241318,0,0,-0.0952898572635041,0.272149966525496,0.375619490447789,0,-0.360291434035213,0,0,0.143386911361921
BCH,0.351790125325121,0,0,0,0,0.122361622583789,-0.0337578735765654,0,-0.0673671561584595,0,0.303440627155296,0.106160611526638,0.109689854079887,0,0.18026638048319,0,-0.104212358617822,0,0,-0.152382848440011
ADA,0,0,0.224258855297413,0.361349216300833,0,0.261177803182825,0.208242311975376,0.54252665821076,0.0672540475279976,0.0398052891351082,0,0,0.10837884024768,0,-0.633866268376937,0,0,0,0,0
XLM,0,0,0,0,0.524433832893623,0,-6.93889390390723e-18,0,0.000636821064179891,-0.0653936940314106,0,0,0.17507976266617,0.278087094751221,0.151643335668544,0,0,0,0,0.0211731418937629
NEO,0,0.381933909929188,3.46944695195361e-18,0.132715325778457,0.34817085770132,0,0,0,-0.0422852906565671,0,0.0923045335385299,0,0,0,0.0702154825547165,0,0,0,0,0
LTC,0.0149164240622502,0,0.203120586091526,0.361542801047378,0.0172334907678646,-0.144433197605555,-0.00603868736196297,0,0.168486640816158,0.143000994176231,-0.0984469177642014,0,0.00956217095148633,0,0,0,0,0,0,0.0503563563259375
EOS,0,0.335204397421847,0,0,0.451311943972961,0.259582096752771,-0.395075022890388,0,0,0.0486060891101145,0,0,0.484667317963244,0,0,0,0.443255619673428,0,0,0
XEM,0.395825265770162,-1.86284522241519,0.0875758081485261,0,0.412877946394752,0,0.289491888737403,0,0.476611195901615,0,-0.481210403400571,1.19461368394274,0,-0.392046532166206,0.628045816452835,0,-1.45532940128001,0,0,0.188312181576883
MIOTA,-0.248348767622694,0,0,0.507519698074462,0,-0.358163205608471,0.276551880841086,0,0.0774968812042846,0.106761045089646,0,0.320137813647405,-0.0455453998532561,0.245863434849594,0.0792360076744148,0,0.434097864995342,0,0,0
DASH,0,0.294762947444392,0,0.381640496465611,0,0,-0.0332446535420603,0,0.0448967850132862,-0.0800280532159753,0.0581522048252155,0,0.0818310483712389,0.122039695749709,0,0,0,0,0,-0.015001154229184
XMR,0,0,0,0.0869221903500394,0.128817008688833,0,0,0,0,0.0280203471213282,0.275225734014529,0,0,0,0.246828149403325,0,0,0,0,0
TRX,0.44367652985574,-0.670007719410057,0.422251075815373,0,-0.274377429504342,0.472094841866049,-0.119824915489148,-0.001377509364761,0.308539863066215,0,0,0.283835007937989,0,0,0,0,0,0,0,0
ETC,0,0.569705887353206,0.135029810394283,0,-0.0755944635095117,0,0.122174182991962,0,0.0270099717931177,-0.0018014439342069,0.268632874875319,0,0.244375768303424,0.0530568845552661,0,0,0,0,0,0.110495412830985
BV010082.Index,0,0,0,0,0,-0.111425859135547,-0.0303881496444799,0,0.0162065101075706,0.0563373809994071,0,0,-0.0627067078171247,0.0449233351670033,0.080231376391525,0,0,0,0,0.025513507752731
CVIX.Index,-0.208131010006054,0,0,-0.294953154279815,0.0168300987409922,-0.0174867975670836,0.0885117309196833,0.187400352591007,0.0849694264753825,0.155869181591597,0.00868590070484762,0.247420977663607,-0.158700515444188,-0.120086215473367,0,0,0,0,0,0.0679176071736865
DXY.Curncy,0.126712925357798,0.0104043919130001,0.0557781419650602,0,0,-0.0118175555460138,-0.0119826424756814,-0.0541438689349368,0.00615916092407649,-0.0204506149306133,0.0145847370306953,-0.11950251727759,-0.00413609489206103,-0.00282201776059208,0,0,0,0,0,0
SPX.Index,-0.0312504092803363,-0.0133127022764726,0,0,0.0617394159545547,-0.0303331477265754,-4.33680868994202e-19,0,-0.0201275357991025,0.0201108755017121,-0.0119998440469304,0,0,0.0335685693322075,8.67361737988404e-19,0,0.0778135212757038,0,0,-0.0960313674615668
VIX.Index,0,-0.61647862391481,0.123630573600414,0,0,0.319134995584665,0.129229053360855,0,-0.0982017102527445,0,0.046384043278125,0,0.0644474543430429,0,0,0,0.705597252324417,0,0,0
