,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.061284945151562,0.419028286520371,0,-8.67361737988404e-19,1.73472347597681e-18,-0.104736086044601,0.0192900187367823,0.0115361267094891,0,-0.128157324829835,0,0,0,0.110009309764124
ETH,1.25642677001703,0,-1.98683546176261,2.14436091049489,-0.0464490034145909,-2.75537639436514,0,-0.317998991744225,1.81295627976902,0,0.930796679051826,-2.12950229016567,0,0,-0.933093020856032
LTC,0.494667074859412,-0.15305797392969,0,0,-0.0252955531524009,-0.318878152915881,0,0.0578671098983145,0,-0.0283997793480297,-0.269945462868307,0.0718865555094468,2.009083061573,0,-0.261970035803862
XRP,0,-0.0393437671731859,0,0,0.0819652796878868,0,0.0393838648909016,0.0559851583351782,0,-0.0538873687399697,0,0,0,0,0.192437688414479
DASH,0,-0.145075619124087,0.239011276127624,-0.519491028122551,0,0,0.0596695534100594,0,1.40106044787692,0.217916067697248,0,-0.966870233006859,0,0,0.28318032524278
DOGE,0.615042342122034,0,-0.301886263768772,0.194305047679356,-0.0102991648731151,0,-0.173691223263427,-0.131505757458582,0,0.060906302263786,-0.172891746429118,-0.419236642940453,1.28883094998779,0,0.19947179330522
XEM,1.64056424448729,0.115377648475019,-0.937848345677962,0,0.131316955856081,-2.1422531158369,0,0,0.198391507970729,0.13414542476964,-1.63810275224618,0,7.41179090196436,0,0.600544919549686
XMR,1.6682729398551,0.500420137911827,0,1.72868663566194,-0.024211364453446,-2.22426157664529,-0.465807556798433,0,-0.981777276733341,0.170464859344163,0,-0.225503796387993,0,0,0.334591105339712
XLM,0.792065356344908,0.167571355493299,-0.192854856402057,0.335944570743087,0.0647162799791231,-0.468049674291912,-0.0483695332864981,-0.292246873364136,0,0.130837504512629,0,0.434962117487182,0,-4.45448541297702,-0.384191587332444
DGB,-1.2194935205966,0.168740658930952,0.0334842876678165,0,0.485806935745624,0,0,0.692968314391025,0,0,-0.506000550580892,0,0,0,-0.250644028629108
BV010082.Index,-0.04943039735607,0.198871885597558,0,0,0,-0.14860154875632,-0.123173488006575,-0.0567071891766805,0,0,0,-0.172757664079069,3.36665245268081,0,0
CVIX.Index,0.0665035761571831,-0.21435481863604,-0.322408125861318,0,-0.228304778731832,-0.510461683149262,-0.0892392501987876,-0.0193231518604268,1.00722956072308,-0.0179324689554477,0.401154012674798,0,0,0,0
DXY.Curncy,-0.18426735390321,0.00338598710890898,0.125782323349746,-0.0626447395776084,0.00577508987593785,0.254918141159552,0.0573853673543216,0,0.0772657214044582,-0.0190666228783147,0.142222569334511,0.0368391194771538,0,0.501284257711245,0
SPX.Index,0.0778422472907916,0,-0.0322273842430902,-0.0356095871625154,0,0.0373131954468853,0.0240468357963213,-0.0159027019140411,-0.134295106395053,0.0230856373579457,0.0319902091350087,0.092801241929648,0,0,-0.0971133141231349
VIX.Index,0,-0.207018315494499,-0.535184601382388,0.879382429319256,0.0368750773369012,0,0.418881810838965,0,-0.790745715399384,-0.120173670670108,0,0.866507949452338,-0.134512700593007,-1.57300099893896,0
