,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,NEO,ETC,ZEC,BAT,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.0040848791911918,0.413993087258249,0,0,0.0185419739443469,0,0,0.0772985549169749,0.067678843581963,0.157275367533113,0,0,0,0,0
ETH,0,0,0.0959605563554844,0,0,0,0.202178789156494,0.0846590924306729,0,-0.0947337648521883,0,0.192389641116116,0.0836313905793958,-0.0500090022162182,0.319033647583792,0,0,0,0,-0.122872626303928
BCH,0,0.756007640815481,0,0,0,-0.23350047758616,0.326367106719801,0,0.340480525118142,0.337041978969793,0.291363694738534,-0.340081666206618,-0.444249002040205,0.197986903494694,-0.395059588372629,0,0,0,0,0.350068382403315
XRP,0,0,0,0,0.189571026328017,0.144067583329614,0.132650474690875,0,0.0716897366727228,0.00427289573271352,0,0.0561103904866525,0,0,0,0,0,0,0,0.0830297824910732
LTC,0,0,0,0,0,0.165160400078884,0.101553423365754,0.158891186810363,0,0.183930353832503,0.58168667771022,0,0.029980187113836,-0.0468839161254856,-0.108470676703284,0,-0.233160653029355,0,0,0.150231174500289
DASH,0,0,0.306150849736161,0.533609545436681,0.871938060040412,0,0,0,0.494941333671191,-0.225583290120829,-1.02889400620499,0,0,0.365436559828525,-0.0611936935709865,0,0,0,0,-0.0940970482684134
XEM,1.13691794057158,0,0.0635439806875504,0,0,0.137358965139728,0,-0.163089167515476,0.328647768195239,-0.0997827726217097,0,0.0682015926582755,0,-1.73472347597681e-18,0,0,0,0,0,0
MIOTA,0.44078447710577,0.237496801226789,0.427197130030545,-2.55423360698996,0.386484267273077,-0.160902497763994,0,0,-0.0554225594903075,-0.572554677187753,-6.93889390390723e-18,0.689149738555241,0.48073405747889,0.13999658131306,0.608484171068594,0,0,0,0,0
XMR,0,0,0,0,0.531345817062507,-0.0473908699042584,0.339010192069999,-0.243393093387496,0,0,0.0439229536814335,0.105051599314664,0,0.0473225568215156,-0.136648656567742,-1.80343674814491,0,0,0,-0.205677046195077
NEO,0,0,0.900045507006963,-0.188805341096296,1.41763428451813,-0.584062701919274,-0.246376195065276,-0.993793223333198,-0.519065373259963,0,-1.30636595838192,0.787933417146361,0.63470355804249,0.372901845823438,0.733674235207854,0,0.153535872818478,0,0,-0.608295404749773
ETC,0,0,0,0,0.91446068037359,0,-0.0204884274319523,0,0,-0.10788413924346,0,0,-0.0825659671440313,0,0.352608417589352,0,0,0,0,0
ZEC,0,0.68213356624009,-0.360982671844185,0,0,0.12641615082424,0.247825828281779,0.280627745448234,-0.04345482564077,0.425140235002496,0.121187761546811,0,-0.324582863010238,0.00873557194590915,-0.475790066663385,0,-1.20691028253445,0,0,0.567562697862196
BAT,1.809430542441,1.19869349903921,-0.990112584043711,-0.776806370396723,0.597820354920573,0.181512803918373,-1.02299483025489,0,0.965726300445981,0.395860530135897,0.0920411094372628,-0.899334120893604,0,0.318752637166558,-0.611340478624744,1.86711533186252,0,0,0,1.09520614322119
EOS,1.16103852551402,0,0.0354506426444147,0,0,0,0,0,-0.277160415575158,0,-0.0337680562471508,0.372247182581124,0.00615909150288641,0,-0.142832447225028,0,0,0,0,0
XLM,0,0,-0.153239805762099,1.46194232047568,0,-0.617757538763022,0.0541205012922232,0.0596581658354342,0,0.0800601931356423,0.199438675004752,0,0.273334561955959,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0.0180668483053878,-0.125282672119982,0.015240370768947,0,0,0.0500779008020221,0.014968114338305,0.0132173575823374,0,0,0,0,-0.110260759681939
CVIX.Index,-2.77555756156289e-17,0.475711972971521,0,-0.392660949014603,0,0.0879465008251076,0,-0.116608937531549,-0.0781050421960628,0.057940763043709,0,-0.319043338469831,-0.024341382685974,-0.00797674880888691,0.0564128021693714,0,0,0,0,0.229714724373887
DXY.Curncy,0,0,0.00839915084504878,0,0,-0.0207053808715315,0,0.00600238210182918,-0.0148377953084548,0,0,0,-0.0163895178389581,0.0232176437984495,0,0.18141111189142,0.017815433854202,0,0,0
SPX.Index,0,0,0,0,0,-0.0123539553652442,0.0139343549601458,0.00164601397166526,-0.00607384463371718,0.00745585226526582,0.00307452816078945,-0.0241800076135281,0.0021972688805106,0,0,0,0,0,0,-0.0276861367480105
VIX.Index,0,0,0,0.180780039047264,0,0.0689765401686864,0,0,0,0,0,0.335928004283544,0.0128522093285374,-0.406905648050365,0,-0.73809091808206,0.33724044913264,0,0,0
