,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0957734770150895,0.241138038382752,0,0,0.238754770179668,0.15413226464994,0.325595080383382,0.03078297389748,-0.163457222047406,-0.0944500342970089,0,0,0,-0.0881247582716602
LTC,0,0,0.201348282260399,0,0.585545612846892,0,0,-0.340590077994529,0.00861132978728898,0.35759310758928,0,0.106501380153549,0,0,0
XRP,0.372511754393393,0.294211342111799,0,-0.0514631183700381,0,0,0.359731629875469,0,0.0471244006277248,-0.350178897015625,0,0,0,0,0.0520296455340643
ETH,-1.58339746481433,-1.09693599074482,0,0,0.826187249194956,0.591941032765136,1.42777702912224,1.89771339237431,-0.067809152291697,-0.189352435998042,0,3.83037316334007,0,-6.29768919339205,0.138881814427187
DOGE,0.109609798643021,0.679461189059734,0,-0.0263423245118406,0,0.0512168360889907,0.137327013688253,0.36295507292177,0.00979486250453021,-0.0768738322534834,-0.122234772155292,0,0,0,0.0721800764735502
DASH,1.41822136790082,0.415601113469728,0.172742115067618,0.0928547758141863,0.220904557483129,0,-0.902097962010018,-0.656149441442053,-0.0245569122437703,0.214385682825757,0,-0.553742305758749,-2.54730532200971,-2.22044604925031e-16,-0.311730681302407
XLM,1.40386065756297,0.370528937473707,0.22932662908727,0.0878463604027734,0.0372956161344276,-0.897462871188963,0,-0.521567923470844,-0.0114611306963749,0.123684470857436,0.95358913702287,-1.18115699602034,0,0,-0.371614371856535
XMR,0.847508168066369,-0.384479211436838,-0.436607650423823,0.00637523362328921,1.23740985522977,-0.396538248075259,0,0,0,-0.00882036708985168,-0.730811093252208,0,0,2.15733424117439,0.239543199043645
DGB,-0.718220300551538,-2.27253745919763,0.866363436234091,0.543806253308534,2.69145654117377,0,1.49089257422274,-0.815981052697156,0,1.41970654444785,0,5.29818178870752,-30.7194513625077,0,-0.710070688307202
XEM,0,0.0658725228877673,-0.847671939315639,0.0886307570828895,0,0.538399466436462,1.0165859473225,0,0.17025985917913,0,0.380138383298807,0,0,0,-0.350183945710652
BV010082.Index,0,0,0,0,0,0,0,0,-0.00815785180468964,0,0,0,0,0,0.0327800368971674
CVIX.Index,-0.0855298854899722,0.46838504348111,-0.17186406562435,0.0546341746631438,-0.345760388810421,-0.141578307453349,-0.263679161565739,-0.0227178103846401,0.0266749476096519,0,0,0,0,0,-0.221891572371171
DXY.Curncy,0.0628691376833418,-0.0241073621730334,0,0.0104380312153301,0,0,-0.0234557878031585,0.00553962995225399,-0.0139780942124866,0.014976768502377,0.167146167372256,0.0735451687132444,0,0,-0.0227216027416541
SPX.Index,0.0769569855460487,0.0417099896344531,0.0284685504915114,-0.0163572080144661,-0.0889801545313707,0,0.0517654375539323,0.0664746552399559,-0.00218319629465172,-0.00256865386850176,0.0566512330668701,0.192499048200627,0,0,-0.0372621483453492
VIX.Index,0,0.0768657040917025,-0.12420128480521,0.0700595484959183,-0.101455092046679,6.93889390390723e-18,-0.658865982198886,-0.0348217697251126,0.020006670384826,3.46944695195361e-18,0.630894765687589,-0.15184412864668,0,-6.79621430434919,0
