,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0225234285659772,0.0700805367151449,0.192212185223625,0.128814602092024,-0.171923205266811,0.405876606739292,0,0.530413740332035,0.0264808763574472,0,0.0801008290613724,0.096962595922951,0,0,0,0,0.120396735954508
ETH,-0.0319934906222687,0,0.132719529297731,0,0.10760801232972,0.160901344609624,0,-0.344621882203199,0,0.507466586265861,0.0841807261968127,-0.191059365549703,0.0815713267280487,0,0,0,0,0
XRP,0.0336086124975051,0,0,0,0,0,0.187832946790844,0.0688735661214019,0,0,0,0,-0.0366420259499086,0,0,0,0,0.0924662691374082
LTC,0,0.460302613705222,-0.23376535415661,0,-3.46944695195361e-18,-0.0346644919788303,0,0.0292305917694272,0.170708938037131,0.515764391736417,0.0203444728565422,0.571776415852946,-0.295300642167262,0,-1.55847945841448,0,0,0.547914741858676
XMR,1.2073938707065,0.715347732198378,-0.869253685816955,-0.466927423831617,0,0.120619320381137,-0.390917240469188,-0.00902641729236864,0,0.370475971512394,-0.212906959211869,0.445621646004525,-0.522273303515491,0,0,0,0,0
ETC,0,0.421512262997214,0.0961522434241081,0,0,0,0,0,0.225829704218932,0.678936624932807,0.0619922253605206,0,0,0,0,0,0,-0.215037956652785
DASH,1.70006730058188,0.577020468202496,0,-0.37662260112365,-0.131269218248122,0.525249489182914,0,0.0683506443579788,-0.695072504480368,-0.693195415537834,-0.301606218083607,-0.054878245769447,-0.324110538708909,0,0,0,0,0
XEM,-0.580241564023782,-2.77555756156289e-17,0.283998620795568,-0.264779733558448,-0.247012425031976,0.310469813033766,0.420044593785868,0,0,0,0.327074288997117,0.76457262330996,-0.0767172365745415,4.17901828881825,-1.00889708545127,0,0,0.857450669857389
DOGE,0.541346917195549,-0.0840751986092721,0,0,-0.0441281664865816,0.210936826852108,0,-0.0261659738862979,0,-0.337751357333176,0.151858451250028,-0.00751474052720054,0.0537693797570292,0,-0.164370630795147,0,0,-0.129724926957016
ZEC,0,0,0,0.232150520046642,0.165160385481962,0.294930716701435,0.0706038133098746,0.152637282032379,0,0,0.295523324503219,0,0,0,0,0,0,0.00280301863787976
XLM,0,0.227364065826268,0.0313584054200705,0,0.038255562636232,0.141271961919211,0,0,0.343798262549546,0.0502431674714866,0,0.138499863599428,-0.101047640728102,0,0,0,0,0
NEO,-0.509572453651273,-0.57932568546536,0.790706222467622,0.791034108563544,0.398855851718422,0,0.0189971925983384,0,-0.53644289479136,-0.510145076382355,0.612212315445545,0,0.521457426413237,0,0.808278362989887,0,0,-0.576815674605339
DGB,0.591520767362057,1.45055955905645,-1.65456263470454,-0.893170217416268,-0.845907660457761,0.0318675981594053,-0.272658028413527,-0.308478567901314,0,1.34553457227046,-0.551432885026583,1.44440428401027,0,0,-2.59911644767862,0,0,0.854652290380847
BV010082.Index,0.236015243473871,-0.0201223866461987,-0.0771356407993275,-0.0420620089912034,0.0048610137132284,-0.0269531181123095,-0.033641872963807,0.111018392124866,-0.202250699235779,0.0552039544047641,-0.0581631507092769,-0.0640130393387804,-0.0111127506081057,0,-0.0388667263218894,0,0,-0.152132562737708
CVIX.Index,0,0.350327647125033,-0.314287443505131,-0.145122030845296,-0.200752139605758,-0.0465072435579465,0.0408779722239269,-0.167748525976126,-0.0319211530095516,0.324861279634301,-0.0450199552472914,0.34470502635745,-0.221100683045481,0,0,0,0,0.276394437164269
DXY.Curncy,0.0311374832461591,0.0114506629568032,-0.0527492653330999,0.0658147017211622,-0.0192330683277863,0.0242552022438144,0.0131727596694513,0,-0.0946672558531229,-0.02777849731923,0.00913986604408839,-0.0357180439520727,0,0,0,0,0,-0.0198090179511303
SPX.Index,0,0,-0.012030931104564,0,0.00222582807622017,-0.00599402457817025,0.00301479205201954,0.00466197036795005,0,0.00894018467684776,0,-0.000814964125666412,0,0,0,0,0,-0.0871203380211402
VIX.Index,0.899713746605302,-0.127219253883978,0,0.204661948480519,0.125032591621732,-0.116152263152494,-0.380097773059402,0.274737820482783,-0.885439981470768,-0.270773170516178,-0.0719714096967742,-0.244599361843414,0.115910442615885,-0.62194914552607,1.33934194200847,0,0,0
