,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,XEM,XMR,DASH,MIOTA,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.368547238716887,-0.114548806227344,0,0.0609127530030796,0.0486142732446066,0.226213447239258,0.0433441871336245,0,0,0.254371711327802,0.0538887398511184,-0.0871855934779722,0,0.061230474545865,0,0,0
ETH,0,0,0.0783599176766201,0.154469355553796,0,0.148659304124412,0.0934627429295057,0,0,0,0.0288757879545964,0,0.240999424485336,0,0.0366356727692602,0,0,0,0,0.0326473905544043
XRP,0,0,0,0.307733400692729,0.0806605020997168,0.0896704087995457,0.127120351865047,0.463955034590091,-0.199699467875503,-0.0354197858538308,-0.0917153792063499,-0.412314663094881,0,0.319592798355062,0.124176259536656,0,0,0,0,0
BCH,0.144229948557612,0.387722712825916,0.0299480200478459,0,0.282624450351207,-0.221459810437749,0,0.117677726092327,0.133011931520694,-0.0750380062749536,-0.206976157014526,0.653740821473623,-0.0129980181467585,0.155272649506437,-0.0812273321775747,0,0,0,0,0.0662171925304728
LTC,0,0,0.263400280679979,0.352294455633096,0,0,-0.11470300406983,0,0,0.0899764760780542,0,0.127847923111423,0.214372505328777,0,0,0,0,0,0,-0.0514261318748622
ADA,0,1.40643713672957,0,-0.155561927296205,-0.311835097067437,0,-0.349059779816369,0,0,0,0.105205359547526,0.709626321121421,0.112229477087484,-0.303482395439094,-0.000406398009144229,0,-0.837214921515273,0,0,0
NEO,0,0.448425020555182,0,0,0,0,0,0,0,-0.025670221995476,0.133068079820904,0,0,0.0612259498259549,0.121379434559055,0,-0.480759157035404,0,0,-0.0883356197787817
XLM,0,0,0.28955748400213,0.235827760030189,0,0,0,0,0,0.178827404255285,0.260978404695698,0.368266344871432,-0.0109041442826232,-0.463931491581064,0,0,0,0,0,0
EOS,0.294187194220949,0,0,0,-0.100200772316263,-0.164315089385434,0,0.28879352364193,0,0.102926717724479,0,0.18476741813031,0.465245402953683,-0.12591950938097,0.201251239483379,0,-0.258099128767998,0,0,0.06196104724049
XEM,0,0,-0.48091951423164,0,0,0.35975669493243,0,0.321417515356563,0.303675111544352,0,-0.219481396421544,0,0,0.232844949514766,0.17221163283384,0,0,0,0,0.193389125217308
XMR,0,-0.119461749941377,0.510406460803136,-0.23321622501743,0.280849520642722,2.77555756156289e-17,0.0393556313293087,0.950749449608493,-0.125482622368187,-0.243494726710356,0,0,0,1.00223664855815,-0.66634577283908,0,-0.366099763192599,0,0,0.0175092813816495
DASH,0.239460427051325,0,0,0.553081106159532,0,0.195211879808014,0,0,0,0.0578569160664084,0,0,0,0.0293509889525729,-0.102717776657246,0,0.461877859511446,0,0,-0.0391128178010269
MIOTA,0.198943660530675,-0.708557583778159,0,-0.0745812774105692,0.346335587977596,0.573397666236229,0.297005311955585,-0.25593630456049,0.763690117845977,-0.108689193674175,0,-0.295278074268862,0,0,0.117456147773317,-0.601681974564733,0.194237497399659,0,0,0
TRX,0,0.567011753138247,-0.272511069582963,0.567885416315138,0.0648858781017965,-0.137781797254481,0,-0.424636501919608,0,0.140976904091556,0.307914282794016,-0.0603551429761074,0,0,0.29497179324805,0,0.473398358149232,0,0,0.202710608725797
ETC,-0.092190652146898,0,0.809828786437818,0,0,-0.0366192981788539,0.190706447972463,0,0,0.188459750916188,-0.185551864433523,6.93889390390723e-18,0,0.186822493654286,0,0,0,0,0,-0.134924362470807
BV010082.Index,-0.194662662841506,-0.129463084965865,-0.0565643201512221,0,-0.0750022486638244,-0.00573484333955668,0,0.186145263617358,0.0632525199242369,0.0574438215084503,0.083233106096688,0.102856895747284,0,0,0,0,0.00693463213585326,0,0,-0.0736669038052522
CVIX.Index,0,0,0,0,0.00890738867155464,0,-0.0535399149010319,0,-0.149688815288847,-0.254872332095613,-0.105944370636377,0.46176749240677,0,0,0,0,0,0,0,-0.0134238661521356
DXY.Curncy,-0.0816114319520927,0.0553398972844751,-0.0231352506537752,-0.00999277255038892,-0.0513162571209283,0,0,-0.0036012159009245,0.0425210336785393,-0.00603297033406454,0,0.0625647459338083,0.00127997736970743,0,0.00576975775619877,0,0.0284956646762878,0,0,0.0216945344019023
SPX.Index,0,0,0,0,0,0.0432280405091768,0,0,0,0.0201136378116831,0.0105323922378894,0,0,-0.0297712728979972,0,0,-0.0382285763838931,0,0,-0.0505217763568815
VIX.Index,-0.0136160163908394,-0.709664172828537,0.618079283519543,0.642928938917369,-0.795327344952697,0.0484851386387568,0,-0.692297970183852,-0.0338042346023694,0.323492574973545,0.63417091487264,-0.560360261101008,0,0.110446285937058,0,0,-0.486478871987457,0,-4.82837996231954,0
