,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0119048360207656,-0.0255800318155917,0,0.0365836639097274,0,-0.00135048047655526,0,-0.0694773476675584,0,0,0,0
ETH,0,0,0,0,0,0.0498627528237507,0,0.0494463533679497,0,0.0815881718599666,0,0.517907096179944,0,0,0,-0.0475494976842928
XRP,0,0,0,0,0,0.0359784192606279,0.256959904032024,0,0,0.320755555760751,-0.171004494230794,-0.702155784454432,0,0,0,0.149264038364557
LTC,0.153509564442546,0,0,0,0,-0.0189213118025397,0,0.0178690589093089,0.0699460314119866,-0.0223213007538293,-0.0337196691491643,-0.0107577529831715,0.0224074606602356,0,0,-0.05349884900291
ETC,-2.99668719044276,-0.633726576843049,-0.812712725136895,0,0,-0.0055984194369757,1.27207513894574,0.0682270752905646,1.74392135877121,0.656980880621839,0.300233958188335,0,0,0,0,0
XMR,-1.47536753503994,0.40203329006545,0.428283941912095,0,0,0,0.927827319299299,0.413059455520734,-3.25104413189219,0,-0.319506710746252,-1.91734011733749,1.58900794370089,0,0,-0.28422338410758
DASH,0,0,0.192711619732689,0,-0.0114268995210744,0,0,0.0634345622783376,0,0,0,0,0,0,0,0.0260076762212164
XEM,5.92471771485725,0.305397270572825,0.0755781268119445,2.05504834572314,-0.00389225544893732,0.576253400285975,-0.995749210985928,0,0,8.67361737988404e-19,0.00941957863667535,0.45206479172145,-1.28964130365771,0,0,0.267053095903367
DOGE,0,0,0.0989782312764544,0,0.0114533084199562,-0.235996899490374,0,0.154472447239292,0,0.0557288541674498,6.93889390390723e-18,-0.586264898606406,0.532007148949991,0,0,-0.0277257788545475
XLM,0,-0.344553916491221,0.516275939299586,0,0.173691673564791,-0.242234887972685,-0.687093337015845,-0.278062556381749,0,0,0.122166148506618,0,0,0,0,0.0900811492495272
DGB,0,-0.547697954282425,-0.845568274861518,0,-0.177524014891698,0,1.02623101499262,0.25486096910039,0,0.605731426886058,0,0,0,0,0,0.125078223982539
BV010082.Index,0,0.0904960006331904,0,0,-0.0527311958478812,0,0,-0.00802847906339181,0,0,0.0461040679465997,0,0.226226652250457,0,0,-0.136838211029316
CVIX.Index,0.671531430598193,-0.138584453596807,-0.0768380472448016,0.233042796666107,-0.0265963978652704,0,-0.254034638727788,-0.23046621667778,0.706783176281527,0.113129472591989,-0.168279277995837,0.417512001774259,0,3.81712311565153,0,0.220242161563106
DXY.Curncy,0,-0.0231654261601396,0.00353625429251494,0,0.00747152255107186,0,0.00900321638269235,0.0247830521965332,0,-0.0010168582436958,0.0184437979304679,0,0.119270721828782,0,0,-0.0139424063305158
SPX.Index,0.284763960888527,0.0192319474753758,0,0.17854879194029,-0.00381237912861531,0.0160836180203539,0,-0.0321788650264955,-0.041690499824729,0.0105831576059496,-0.00298437846474635,0,-0.0386387480570513,0,0,-0.0635876739574023
VIX.Index,0.408454495890607,-0.0167098585342424,1.38777878078145e-17,0,-0.0552404560829024,0.0912135835910475,0.19937109856654,0.00647687049963261,0,-0.123744376408462,0,-1.78697687632151,0.44025456843749,0,-7.92179190080279,0
