,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,MIOTA,XEM,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0361076702717401,0,0.115530003750314,0.0831489502431327,0.0958227896871696,0.114628489970417,-0.0552203249340358,0.150172806267457,0,0.116766060674491,0,0.0999587637611418,0,0,0,0,0,0,-0.017184017871028
ETH,0,0,0,0,0,0,0,0.375753457819957,0,0.27741707020725,0,0,0,0,0.255574328899618,0,0,0,0,0
XRP,0,0,0,0,0.338442533935314,0,0,0,0,0.0505134276328775,0.181129275479551,0,0,0,0.134053556590494,0,0,0,0,0.0474693632265563
BCH,0,0.0332366584148917,0,0,0,0.14735458954124,0.062658566162583,-0.129591326204665,0,0.0634811126990279,0,0.648113237621962,0,0.0853971732132455,0.309652168412045,0,0,0,0,-0.127014356162353
ADA,0,0,0.00635864459726429,0,0,0.503297900900087,0,0,0.13689380408298,0.314597224208003,0.0428360885762591,0,0,0,0,0,0,0,0,0.0341886391754024
LTC,0,0.378779717032914,0,0.128298638600025,0.406505001432809,0,-0.136241657064913,-0.268985336677452,0.0152674730055458,0.0607573622969372,-0.0147066939378235,0.147813656753028,0,0.127035680059596,0,0,0.407182953533899,0,0,0.0361391169056953
NEO,0.89553913185435,0.394096347747032,0,0.0673448504465651,-0.0707867989476111,0,0,0,-0.142097597913934,0,0,0,0,0,0.114864308438971,0,0,0,0,0
XLM,0,0.0779818624836021,0,-0.039307355579593,1.08216225474069,-0.326965942566179,0,0,0.0130214185322086,-0.541829144294885,-0.122181240501436,0,0,0.778643738613691,0,0,0,0,0,-0.0595505930214503
EOS,0,0,0,0,0,-0.122029167550619,0.0320481019031198,0.277406723346066,0,0,0.0744710619694159,0,0,0,0.701803577687976,0,0,0,0,0
MIOTA,0,0,0,0.26731974720799,0,0.446431124115001,0,-0.0861564000212072,0,0,0.21169996963094,0.169011266558945,0.0102677206701347,0,0,0,0,0,0,-0.019176752075666
XEM,0,-0.658507642052269,0.401690534374412,-0.187367066413856,0.23620817988962,0.633053994629478,0,-0.480565053347791,0.503986620761216,0,0,0,0,0.334878918817301,0,0,0,0,0,0
DASH,0,0.331336118104443,0,0.124624126355387,0.0472278864557036,0,-0.109130072657238,0.0589762290276242,0.0444935098277876,0.236440260702979,-0.0598568830803231,0,0.220389917257817,0.140679072863343,0,0,-0.469209004332406,0,0,0.0761909382585012
XMR,0,0,0,0,0.120837116338485,0,0.157488800898584,0.00581694691679124,-0.0526298968125977,0.0363090180516348,0.0654093244785768,0.60819076569898,0,0,0,0,0,0,0,0
TRX,0.550298151984014,0,-0.143316741328872,0.292044849827975,-0.222366429943433,0,0,0.426662261418108,0,0,0.19523639675134,0,-0.0170058385375452,0,0,0,0,0,0,0.131262230136474
ETC,0,0.11827735513595,0.0449900331312205,0.190429092682003,-0.0670058280180122,0,0.104984708468819,0,0.109874914338474,-0.00736871928841551,0,0,0.282948060108664,0.248982203826821,0,0,-0.102109539760027,0,0,0
BV010082.Index,0,0,0,0.0225231010648616,-0.0534076401335022,0,-0.0333786935410987,-0.0677420551715388,0,-0.027566491611706,-0.0376803575610054,0.188974029416904,-0.0465380483513277,0.0520457059386774,0,0,0.171184290623347,0,0,-0.0503183790273512
CVIX.Index,0,-0.0955225188925616,0,-0.0949575217999363,0,0,0,0,0.0539830742019084,0,0.138104816168166,0,0,0,0,0,0,0,0,0.0141144103051383
DXY.Curncy,0,0.0157388200099096,0.0270041994639781,0,0,0.00955715281396222,-0.0443069778160787,-0.0529316729096542,0,0.0250788160477699,-0.0352028812124359,-0.0632017969294935,0.016230959175508,0.0734710118787839,0.0324006345165446,0,-0.0344387206791336,0,0,0.0137958194113945
SPX.Index,0,0,0,0.00993741419709499,0.0159816531015976,0,0.0388811002848839,-0.0163585754759512,0.0152703124908667,-0.0458769299602335,0.0102334181019374,-0.0418211119045154,0,0,0,0,0.120266430400398,0,0,-0.0618557948146262
VIX.Index,-0.644452398248272,0,0.066960975082209,-0.0140330732917462,0.0227017457931266,0.255387502561906,0,0,-0.0864999720745642,0,0.384062095307303,0,0,0.0275046794563746,0,-2.4465214492704,0,0,-6.91982361744508,0
