,BTC,ETH,XRP,BCH,LTC,DASH,XEM,MIOTA,NEO,XMR,ETC,ZEC,EOS,BAT,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.106945704240915,-0.0614069903870907,0,0,0.463425177662867,0.0892905370204858,0.0613267800200662,-0.0764311697776407,0,0,0.0237951750479516,0.055243629564549,0.116812096665636,0,0,0,0,0
ETH,0,0,0.0424845801092513,0.220609175264857,0,0.221011133350234,0.241656270583242,0.133210928839257,-0.114131105067873,0.180200076627779,-0.319069330126799,0.0452113851622319,-0.0174101496632876,-0.0658222677562422,0.421180219454254,0,0,0,0,0
XRP,0.0494227112371868,0.351206632875411,0,0,0,0.0947042717760724,0,-0.110033150475732,0.0852043097969907,0.0498466461430025,0.115252992240118,0.0147652947216727,0.00497415216704522,0,0,0,0,0,0,0
BCH,0,0,0,0,0.31852882343378,-0.595189052171666,0.691643624145863,0.230326679295552,0.0367156897144475,0.351802981374808,0,0,0,0,-0.310135138341047,0,0,0,0,0.122429239748625
LTC,-0.323060703449711,0,0,0,0,0.165789263708415,0.290802666704905,0.168957806784708,0.225237983598486,0,0.54331840101906,-0.0244064232371074,-0.088951135795773,-0.00117469085676895,-0.0434004931514084,0,-0.355079982503436,0,0,0.12202494841475
DASH,0,0.10673072687084,0.445678067016153,0,0.17049375070406,0,0.291837168558365,-0.0698400012393624,0.00371152327411651,0,-0.0725067120898769,-0.0910678083240289,0,0.423251590850811,-0.290631231627341,0,0,0,0,0
XEM,0.477579800531188,0,0,0.124528218004031,0,0.23197592450341,0,-0.166951585149215,-0.0863406305545895,0.589587244840546,-1.38777878078145e-17,0,0,0.112417864533992,0.0100450116234657,0,0,0,0,-0.167385766844689
MIOTA,0.934146121418186,0.341609736619708,-1.68402702487687,0.197946348068058,0.458117710271973,-0.0838454174996158,-0.374994741007468,0,0.015610698655132,0,0,0,0.203679711559538,0.0818094570711364,0.419798398293781,0,0,0,0,-0.391914960716218
NEO,0,0,0.596974466781829,0.202305026317822,0,-0.0111525836651287,-0.145008009879809,-0.159685688621357,0,0.743161795214601,-0.69172541743782,0.267271987578751,0,0,0.534087757351429,0,0,0,0,0
XMR,0,0,0,0,0,0,0,-0.0142989096690109,0.172181258962238,0,0.533504301235909,0.0751920217167417,0,-0.0998176589203583,0,0,0,0,0,0
ETC,0,-0.373033651842351,0,0.207447519727059,0.840856560398242,-0.0441275726964158,0,-0.107945720642181,-0.176419168622983,0,0,0,0.155605740523868,0,0.558983978252793,0.048077154829509,0,0,0,-0.159728820058628
ZEC,0,0,0,0.157871835013673,0,0,0.38013294053279,-0.060294409358329,-0.165977719959734,0,0,0,0.405154360344836,0,0,0,0,0,0,0.35480955275182
EOS,0,0,0,0.0379342338123443,0,0,0,0.55951431186532,-0.268619470214414,-0.0985206773020917,0,1.23232309391318,0,0.30291076237427,-0.576633740985894,0,-0.0267291584748943,0,0,0
BAT,0,0,0,-0.969530876790613,0.744624019951939,0.171127667851135,0.0441905514762065,0,0.215934163281507,0.734481982191806,0.142595627653174,-0.329100260220821,0.502765059711192,0,-0.236367056244823,0,2.66286039607788,0,0,0
XLM,0,0,1.58333244596609,-0.250690642020109,0,-0.460995345969959,0.0759700768277137,0.396683818249471,0.0594245030533034,0.109255916883311,0,3.46944695195361e-18,0.0482410924389725,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,-0.00832696546541368,0,0,0.0283419410616934,0,-0.025688658336958,-0.0892634902417993,0.0823626889015047,0.0146007333992068,0,0,0,0,0,-0.0472775958747264
CVIX.Index,0,0.156903062753323,0,0.113381143426001,-0.221568218764778,-0.062295485645496,0,0,-0.114494462461096,-0.0369325782217507,-0.0750585438193965,0.00701506375711074,-0.112678088992064,0.154038369716892,0.127373359435548,0,0,0,0,0.119747862485586
DXY.Curncy,0,0,0,0,0,-0.015973215826571,-0.00211582259096037,1.0842021724855e-19,0.00216095608244193,0,-0.00254449226919653,-0.00317202344810145,0.0222173023124786,-0.0140447659511888,0,0.112174239916177,0.0568314104632199,0,0,0.00948879452527551
SPX.Index,0,0,0,0.00905006739725596,0,-0.033519164025418,0.00788372182124881,-0.00774779186933865,0.0089023268053943,0,0.00790978451381736,-0.0289476269823525,0.0195004068876281,0.00461368261714229,0,0.0346979077533009,0,0,0,-0.0478455595194603
VIX.Index,0,0,0,0.00750882790349014,0.378346623650511,0,-0.375459411300589,-0.23842361107036,-0.00590418567454233,0,0,0.29870060919533,-0.0671702406828247,0,0.035983152966444,-0.885580614979895,1.2739657332517,0,0,0
