,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0264734569154045,0,0.171957717143487,0.236248955124854,-0.0438387971340103,-0.0355044844752767,0,0,0,-0.320097737645001,0,0,0.0853396398161592
XRP,1.08933303127577,0,-0.0434419100058568,0,0.386528030231019,0.223449681690493,-0.340206493373548,0.0817181558159213,0,1.2480697995261,0,0,0,0.12019028819871
LTC,0,0.307555835158211,0,0.48270434253647,0.301074049668616,-0.745099801067292,0,0,0.390830594226922,-0.736253161655862,-0.175540495169355,0,0,-0.157113451729012
DOGE,2.07574377859898,-0.162120180159855,0.239305194040723,0,0,0.33596582547436,-0.0646707147018516,0.112404272693497,0.269829546310995,-1.33114545047014,1.10454414266332,2.47827210573486,0.185835211540058,-0.266535833350284
DASH,0.841145600190955,-0.00478998925429584,0,-0.274294874834213,0,0.304004461731372,0.291067303082566,0,0,-0.358333317417386,0.446067345894179,0,0,0.0524542086018972
XLM,0,0.353953476382863,-1.20091711201922,0.708329821979458,0.394433241335132,0,0.181349168091777,-0.205003384782583,0.442881554457975,-0.715876508156659,-0.196117749458955,-0.227373521426364,0,-0.112358327465708
XMR,-1.6097406735006,0.0836077875012515,0,-0.00691838224637494,0.844910367261695,0,0,0.633537022899564,0.338707624498688,0,-0.883688503972621,0,0,0
XEM,0.474674197192147,-0.170006854633138,0,0.59870509317096,0,-0.519538352216427,0.60938909657594,0,-0.792009101021854,2.22044604925031e-16,-0.554384524165584,0,9.59618249464744,1.30690240058387
DGB,1.69657664291664,-0.402861987191382,0.572220135815839,-0.153589630945584,-0.340995357312121,0.140515892693053,0.0639178229812551,-0.487351258761382,0,0,1.38777878078145e-17,0,2.86609789287765,0.558364619586561
BV010082.Index,0,-0.0136951821878793,-0.0123338415066601,0,0,0,0.00737118315644843,0.0226736830974265,0.000720916562371598,0,0.156131316773997,0,0,-0.0855617031703013
CVIX.Index,0,-0.0542852012718113,0.00858799563935123,0,0.0998565436816496,0.119122962049095,-0.256790715785478,0.107067981661195,-0.223097668909701,2.11807524681194,0,-0.908589818364508,3.65742956987988,0.752423584220706
DXY.Curncy,0,0,0,0.0448211653862593,0,0.0652880459340298,0,0,-0.0521432608662252,0,0.0864389630835205,0,0,0.00277410714819988
SPX.Index,-0.026086907548861,0.0134296022741904,-0.0412656499796716,0.0310634665738643,0.0407910618255542,0,-0.00697218959653344,0.0137282781230559,0.0268712130086954,-0.0847640142467702,-0.0157805580584629,0,0,-0.0851423491914929
VIX.Index,-0.581780171525848,1.38777878078145e-17,0,0.161610000575257,0.256311048042588,-0.0806378702109949,0,-0.00184489180230264,0.201458408090115,-2.14220276442178,0.318038154032382,0,-6.77885362380753,0
