,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.0121986304147685,-0.198981536929275,0.362029099418312,0.464522619536831,-0.0988830010625949,-0.0414937426135016,0.0587181944898613,0,0.0525656620647168,-0.0161777342740447,0,0,0,0,0
ETH,0,0,0,0,0.0251767964492063,0.0287628526194472,0,0,0,0,0.156207924061508,0,0.0855529773256401,0,0,0,0,0
XRP,0,-0.187860744535923,0,0,-0.104525796313251,0,0,0.156862108725531,0.500056300181286,0,0,0.131034729340673,0,0,0,0,0,0
XEM,0,0,0.245249414719688,0,-0.0942509553051815,0.222306757981151,0,0,0,0.39850808478305,0,-0.0580664511010949,0.0910028319640618,0,0,0,0,0
ETC,-1.38816097841415,0.3042558729158,-0.506255825677429,-0.227853508448986,0,0.569447775852731,0.399116265307413,0,0.256746019826077,0,0.146067205583109,0.111633998285102,0.290740791559017,0,0,0,0,0.399897898987449
LTC,0.314959566391317,0,0,0.14222736902804,0.25586593698835,0,-0.429857537956878,0.644142700983078,-0.317429341953429,0.0138415125845858,-0.0301895769560504,0.058955881905968,0.221993205177762,0,0,0,0,0.0386770858700344
DASH,0.42243773498343,0.218981589056305,0,0.0621251612874364,0.105741480934982,0.171052241679691,0,0.0535805324749439,0.147844498839601,-0.128592909611384,0.379075992019058,0.00295438986185105,0,0,-0.341088660615227,0,0,0.156150316879374
XMR,-0.187184370303528,0.152021186348894,-0.125565152582012,0.143138289566655,-0.311407711148841,0.181930226994741,0.653407457656676,0,0.123494604106349,0,0,0.0455248924940404,-0.100814119523368,0,0,0,0,0
XLM,0,0,0.066152398550667,0,0,-1.0199513710633,0.281535886952897,0.847570716453744,0,0,-0.390036810845806,0.147054704853916,0.34961850043238,0,0,0,0,0.144260676858757
DOGE,0,0,0,0.26972962499103,0.26537347148723,0,0,0,0.116782417177988,0,0.3638375048349,0.0460027400842712,0.00853546558534311,0,0,0,0,0
ZEC,0,0.436856460825396,0.122236361071909,-0.00495264453882858,0,-0.0485338600440461,0,0.264840996215154,-0.0715913953937388,0.116869258569223,0,0.0170149599921856,0.114070634506751,0,0,0,0,0
DGB,0,0.350247476238633,0.345066272520581,-0.545903444340991,0,0,0,0.42753678043037,-0.221013509096382,1.0103173195533,-0.478668771389665,0,0,0,0,0,0,0
NEO,0,0,0.446516537939566,0,0.957961532964089,0.27919235078325,1.15537399798956,-0.203372318498543,-0.194387687600316,-0.229954696858885,0,0.0911757718227835,0,0,0,0,0,-0.0407842658633928
BV010082.Index,0.00477755056213746,-0.0471989366181646,0,-0.0150736537279523,0.0793010664283682,-0.0773847495799224,0,0.0263209300235906,0.0246870696155157,-0.014727840413805,0.0210706257136477,0,0.00415425211860526,0,0.359023205402405,0,0,-0.107460865902152
CVIX.Index,0,0,0.0141660200269775,0.0236230385006947,0,-0.0776844433373023,0,0,0.0342815760322585,0,0.0439193886231722,0.0228067846133391,0.0580585023005682,0,0,0,0,0.0398549655036647
DXY.Curncy,0,0.00464789845208233,0,-0.00405793251514679,0.0223545999448846,-0.00685515473246577,0,-0.00469743316963069,0.00813917982914186,-0.00991985123570097,0.00667416124528246,-0.00263683263955402,-0.00607131381192846,0,0,0,0,-0.0034088208990129
SPX.Index,0,-0.000801948208693506,0,-0.00246373503170473,0.0107301942923873,-0.00208247381376099,0,0,0.00419295136745376,-0.00768180460335061,0.00635759372349256,0.00429066397808433,-0.00231143400648651,0.0129194478183774,0,0,0,-0.037981305409962
VIX.Index,0,-3.46944695195361e-18,0.210990303572352,0.192377928578421,0.396946369922708,-0.195528646243812,0,0,-0.0992626023967565,0,0.0155361392478863,-0.171188862552052,-0.179881987851974,0,0,0,0,0
