,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.155236028568738,0.0703308539817604,0.0191010959911177,-0.0955413144695723,0.188528170812091,0.237155583646119,0,0.0804607802494381,0,0.276495756881317,-0.465682039808285,0.451581608886109,0,0,0,0,0.0651223462844567
ETH,0,0,0,0,0,0.958636209214494,0.286121205140683,-0.124578402223923,-0.472676197326816,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.708051472692016,0,0.136946187366578,0.218798620128011,0,-0.653022404754815,0,0,0,0,0.245478601616009,0,0,0
DASH,0,0,0,0,0,0,0,0,0.197281885426848,0,0,0,0,0,0,0,0,0
LTC,0,0.0765657788370111,-0.0516116219264804,0,0,0,0.0995089712962224,-0.149539660635215,0.0411068176240997,0,0,0,0,0,0.270682457104951,0,0,0
XMR,0.38570897659115,0.380556601086506,0,0,0.140752562448579,0,-0.24899033235266,0.176726174263757,0.200915650041462,-0.107378352112453,0.0778753906244654,0,0,0,0,0,0,0
ETC,0.108776300687987,0.379976490384964,0,-0.189555973528463,0.406270902415136,0,0,-0.0567522032439325,0.395151258311674,0,-0.115980186550631,-0.248300271843069,0.263807884232521,-1.16644277109902,-0.0338973149529196,0,0,0
XEM,0,0,0.0370676641834492,0.416164318258954,0,0.336875830828607,0,0,0,0,-0.142627287116481,0.506795692792413,0,0,0,0,0,0
ZEC,-0.207670964639834,-0.366536144770492,0.0138769423340999,0.155066462590248,-0.0928235610133904,0.655359555015665,0.440311165458085,0,0,0.399420615078906,-0.206749453204459,0,-0.533540715314364,0,0,0,0,-2.77555756156289e-17
DOGE,0.283423914523328,0,0.256011442370932,0,0.242226101576611,0.417849922609346,0,-0.0719906348126557,0.491080125637891,0,0,0.0884741020944145,0.231050733339647,0.972789610490533,-0.477520595042252,0,0,0.451206114786043
XLM,0.623690324554644,0,0.0979092238996692,0.132468124293763,0.107297155469305,-0.194741954038517,0.537515663315467,-0.106785760088428,0.194827611357853,0.0226314209739965,0,0,0,0,0,0,0,-0.254440531056575
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,-0.144760215276162,0.154390952860842,0,-0.0555299858847217,0,0.319220897831572,-0.280168528677639,0,0.11644088994149,-0.0422290589329494,0,0,0,0,0,0
BV010082.Index,0.197892497036336,0,0,0.0553538254044539,0.0187246525821331,-0.123700202684712,-0.115317860072291,0,0,0,0,-0.0903252205775248,0.0395010634140237,0,0,0,0,0
CVIX.Index,0,-0.0651404217634361,0,-0.166718052929548,0.0288998073851807,0,0,0,0.150249450387738,0.121559156017841,0,0,0.0695403605043144,0,0,0,0,0.192978401228878
DXY.Curncy,0.00847445481151731,-0.0111991241319682,0.00470517690349568,-0.0136622566392567,0.00400152286056515,0,0.0168918681767269,0.00663043599669619,-0.0032875518180843,0.00117715021739614,0,-0.0186872403867973,0,0.110748885534568,0,0,0,0
SPX.Index,0.0159960001446839,0.0133122588863323,0.0104007534996283,-0.00926698384210907,-0.00437103648767944,0,0,-0.00803762096656864,-0.00528740876628378,0,0.0034262302421356,-0.00513199963385554,-0.0047485207652061,0,0,0,0,-0.0893282950332616
VIX.Index,0.0328479895567577,0.0926665196708078,0,0,-0.123075227912006,-0.490922226973538,0,-0.024924955097584,0,0,0.327527115792423,0,-0.189996102296563,-0.21986193870799,0,0,0,0
