,BTC,XRP,ETH,XLM,BCH,EOS,LTC,BSV,ADA,TRX,XMR,MIOTA,BNB,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.177309390905456,0,0.218923485694744,-0.193064362038828,0.186027035839049,0.109597521108511,0.0231970047542709,0.323822569325044,0.136210257402218,0.0696622024836996,0.0502632289206332,0.170450183281082,-0.229852764689564,0.14456894124178,-0.202563204308323,0,0,0,-0.0191797227242575
XRP,0,0,0.273960253578179,0,0.0149537913867992,0.096084953466986,0,-0.060019710398436,0.18614034253055,0,-0.101691525253208,0,0.135464477815424,0.0370153334966192,0.0985189946566377,0,0,0,0,-0.0515826365289802
ETH,0,0.273721540799404,0,0,0.00748272129976206,0.142528741088219,0.322038746540312,-0.00335103140120464,0.0955522597162315,3.46944695195361e-18,0.138066793243513,0,0.170059204819079,0.0349532158353862,0,0,0.120123675990212,0,0,0
XLM,0.547646524050499,0.0924721227749725,0,0,0.103210215401468,0,0,-0.0994888450668953,0,0.120302880426244,-0.0771755630689547,0.42611920408572,0,0,0,-0.660471778241396,0,0,0,0.00925748887289674
BCH,-2.5007271265487,0.463387003850997,0.478367606614512,0.184234420062007,0,0,0,0.145736398649782,1.39838566958517,0,0,1.02787939541844,0.298009234316387,-1.08318620797945,0.248469274253505,0,0,0,0,0
EOS,0,1.18909098889848,0,0.0306158332331714,-0.114803521881281,0,0.297895835298019,0.0990526519268689,0,-0.196613494430976,6.93889390390723e-18,0,-0.111403444884521,0,0,0,0,0,0,0.257398018424034
LTC,0,0,0.345775335743939,0,0,0.204924199358103,0,-0.0181479063344477,0,0.119059667209226,0.172153350622277,0.0328121961062661,0,0.124309385768011,0,0,0,0,0,0.0265565588947559
BSV,1.51370333646979,0,-3.17952844937571,-4.1239463615972,1.07649462912723,1.15301823212488,-1.39181470625718,0,0,0,0,4.14150857705242,-1.02760338067599,5.84968553620949,-3.20562201951646,0,0,0,0,-2.61073833231392
ADA,0,0,0,0,0.220628522079013,0,-0.00212537581233003,-0.0276108999719686,0,0.358941091618569,0.126174930781503,0.209327361527043,-0.260912067579171,0.318475616098666,0.05194138235218,0,-0.113220894593191,0,0,0
TRX,0,0,0,0,-0.176329926018417,-0.12967120777675,0,0.00854594556224431,0.524519158884044,0,0,0.530077061784738,0.0826088548050268,0.0292746279310421,0.100962181893912,0,0,0,0,-0.0878223760023236
XMR,0.360054740950847,0,0.682308705351362,0,-0.236149143233597,0,-0.317628676441596,0.0162669643040802,0,0.0945006834545333,0,0,0.0950060866827236,0,0.466411644586531,0,0,0,0,-0.00255543731952092
MIOTA,0.301831514565544,0,0,0.151341622970641,0.0576420425242257,0.1427787524145,0,0.0272739088952916,0.186719738794631,0.0178248687153646,0,0,0.187195267370692,0,0.00770078366177849,0,0,0,0,0
BNB,0.462133353072687,0.125485480361828,1.07684249116622,-0.148001907510243,0,-0.741248865262544,-0.260068142951068,0.022569886601674,0,-0.127726641128041,0,0.468221560491247,0,0,0,0,0,0,0,0.182417870672922
DASH,0,0.393064306078796,-1.38777878078145e-17,0,-0.382915571376981,0,0.208164759388729,0.0408940488656877,0.465897704102823,0,0.102801919593502,0.0854710582667366,0.183531869645901,0,0,0,0,0,0,0.18536631982452
XEM,0.810536057628404,0,0,0.171406994042856,0,-0.253452151345268,0,-0.0304933185634096,0,-0.382276919451656,0.17622935212763,0,0.0337448743307119,0.412411734667864,0,0.597108920018313,0,0,0,-0.0965162776572245
BV010082.Index,0,-0.257750996526316,0.280316636413156,-0.156335322154847,0.00876649893051675,0,0,-0.00926762936919208,-0.0494447170121237,0,0,0,0.114618553816301,0,0.0827789068264402,0,0.028363937835478,0,0,-0.0114987274940429
CVIX.Index,0.0788769632672941,-0.489646173122268,0.473979811823317,0,-0.00149675220669865,0,0.0641223144229913,-0.0332332468965629,0.214738238439437,-0.0812045300455011,-0.371321180599078,0,-0.0415478816035934,0.108344886646011,-0.121999806284925,-0.252736682282869,0,0,0,0
DXY.Curncy,0,0,0.0563991371479731,-0.037030728898799,-0.00351813311572004,0,0,0.00349299798337481,0.0236264870721309,-0.0153044269411175,1.0842021724855e-19,0,-0.0187937811552367,0,0,0.0996151471713147,0.0226402879773708,0,0,0
SPX.Index,0.118474114436221,0,0,0,0,-0.0810127871362968,0.0577394807423523,0.00083721797720145,0,0.0230944948302848,0,-0.0609814892879537,0,-0.0228787554842849,-0.00486659604108495,0,0.190270213269521,0,0,-0.118142557785145
VIX.Index,0,-1.29933407728252,0,0.241471655288183,0.0608579495069097,0.270523149738331,0,-0.0539924602035249,0,0,-0.227680348736497,0.0450136257884119,0,0.942867248726846,-0.240366905392135,0,0,0,-3.9795197541562,0
