,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.192031068113017,0,0.159610552722808,0,0,0,0.0285059758198082,0,0,0,0.0788259086525873,0.143024756710021,0.126486359530242,0,0,-0.166166104015688,0,0,0.0116991751382954
ETH,0.325778505704097,0,0,0.176059546346615,0.058137768007556,0,0,0,0.0527580227623069,0,0.333121271952939,-0.121022709851207,0,0.0324905373353225,0.0782779122521117,0,0,0,0,0
XRP,0,-0.0952144350439922,0,0,0.287430653737366,0.0747738313101271,-3.46944695195361e-18,0,0.00870648890982907,0,0.323406702218281,0,0,-0.0211099710659993,0,0,-0.0464364849294282,0,0,0
BCH,0.407175794928599,0,0,0,0.03724089052803,0.107680305311327,0.110882822973508,0,0.00475611231780073,0.0526203632822748,0.301460376381601,0.0477720229956885,0,0.0343439784538934,0,0,0,0,0,-0.044344143653484
EOS,0,-1.38777878078145e-17,0.131503252427525,0,0,0.883046494537326,0,0,0.184833041259698,0.0619559069180741,0,0,-0.371754125502733,0.0711289345602724,0.194381202983397,0,0,0,0,-0.037766355500456
LTC,0,-0.351245531978238,0.13937450693693,0.446266761275249,0.487253253414794,0,0.361051712114394,0,-0.176135502949127,-6.93889390390723e-18,0,0.0506918780783876,0,0.0610587462606628,-0.054048182241984,0,0,0,0,0.0449041013428664
XLM,0,-0.125210974381016,0,0,6.93889390390723e-18,0.277832829792731,0,0.113546987141298,0.318293726761626,-0.0178561374995232,0.125209086363009,-0.0468471707224244,0.0746655096928333,0,0.14026108855992,0,0,0,0,0.0394372730526825
ADA,0,0,0,0.384668337960646,0.185151952115335,0.0440209670236329,0,0,0,0.0366957005374338,0,-0.0817781870423738,0,-0.0596738558604947,0.440305469345063,0,0,0,0,0
MIOTA,-0.653916506806545,0,0,-0.239206628797442,0.820161761437975,0,0.849775263145911,0,0,0.400055230717782,0.177690418169797,0.302469853837422,0.454109466014907,0,-0.707889621802431,-1.11302851740697,0,0,0,0.228543799033781
NEO,0,0,0.0738229339286593,0.199121025132964,0,0,0,-0.281465976715298,0.465971959504707,0,0.247236987069444,0,0.404977467705045,-0.296972204396348,0.518370784079248,0,0,0,0,0.136641272193072
TRX,0,0.0600125219722092,0.573931524172289,0,0,-0.124037585559045,-0.106994480386702,0,0.158195762098932,0.026780913943636,0,0,0.21349749603928,-6.93889390390723e-18,0,0,0.112598262115666,0,0,-0.188201278159716
XMR,0,0,0,0.87975885841342,0,0.281559066859298,-0.127820258705529,-0.266086365898396,0.482375271055319,-0.181881935927976,-0.105490019065005,0,0,0,0,0,0,0,0,-0.148436348930673
DASH,-0.232254208888748,0,0,0.692822259649971,-0.595898601778382,0,0,0,0.117028330912374,0.235803794589241,-0.272836541041976,0.0359149182867254,0,0.404966741054676,0.0584750745029115,0,-0.276675780595794,0,0,-0.0480299661765844
ETC,0.7318435353108,0.857141166808082,0,0,0.225441936502297,0,0,-0.13893170042751,0.111241352586125,-0.197013352297575,0,-0.112092336020373,0,0,0,0,0,0,0,0.0240602190707643
XEM,0,1.01572367039541,0,-0.296838511994073,0,0,0.853501670172189,0.602271638557986,0,-0.137499159760465,-0.40672500363668,-0.0774792849128583,0.0518089080636926,-0.0627093918816521,0,-0.357677348398468,0,0,0,0.163961946137463
BV010082.Index,0,-0.127114572053685,0,0.104592676857144,-0.10999579826917,0,0,0,-0.0209739075603939,0.124730809817841,0,0.0198321844073592,-0.101451870932399,0.0600390785165046,0,0,0,0,0,-0.08110701836293
CVIX.Index,-0.0578104013926998,0,0,0,0.0887291732667432,0,0,0,-0.0877041828663183,0.199161947656061,0.0655704481145437,-0.0251975605182574,-0.219592816360786,0,-0.0420241222104266,-1.90173377467374,0,0.569357457386036,0,-8.67361737988404e-19
DXY.Curncy,0,0,0,0,0.059369595429448,0.00942714591177473,0,-0.106719918036488,0,-0.0109710474720356,0.0222923761890408,0,0,0.0085032047519993,0,0,0.0639299138174626,0,0,0
SPX.Index,0,-0.00852525956541774,0,0.0161747041020891,-0.0325449641620436,0,0.0273407967358425,-0.0269778226013701,-0.0384314211831228,0,0,0.0129619508837862,-0.00775767141375614,0.00557851071798022,0.0391044445220351,0.131320185771978,0.0433946003621217,0,0,-0.0660510142889776
VIX.Index,0,0,1.73472347597681e-18,0,-0.978809983697466,0,-0.771699260968351,0.562958246878647,-0.0644951905359021,0,0.0359180797458585,0,6.93889390390723e-18,-1.38777878078145e-17,0.593607789952086,-1.26453218185262,1.98493861266151,0,0,0
