,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,-0.0816728831158691,0.0237779646634663,0,-0.037471685905647,0.00798578262355308,-9.03013884396569e-05,-3.46944695195361e-18,0,0,0,0,0
ETH,0.202321702957564,0,-0.0511209546875044,0.27680678891495,0,0.409131387225461,0.0143361163882659,0.132002666228582,0,0.278671664437758,0.0107491933990628,-0.0289441334817888,-0.208945064251564,0.111670965091084,0,1.64027879041173,-3.01595253698181,0
XRP,0,0,0,0,-0.0502885455724219,0,0,-0.069721167031661,0,0.289524880366627,-0.130341150792834,-0.0672212777031538,-0.360775881856592,0,0,0,0,0
LTC,0.675077212984137,0,-0.00653429818111494,0,0.0538502456136632,3.46944695195361e-18,0.111404458295999,0,0,-0.119195639120579,0,0.00205718876708952,0.00967352574424517,0,0.0253505793438286,0,0,-0.0198809470796082
ETC,0.636792940056702,-0.460843973480004,0.237971558059963,-0.553936036675771,0,0.203273540859878,0,0.504483217896734,0,0.0752758796350967,0,0.0085192870634007,0.659935632485211,0,0,0,0,0.0734982338828592
XMR,-1.43814729368179,-0.119997386434509,0.578970632442859,0,0.030413309083166,0,0.110328001605796,0,0,-0.262747309843731,-0.0243362175397376,-0.066152356180643,-0.0590727865370549,0.277250731072019,0.401244790792995,0,-9.30025658433545,-0.712758064251399
DASH,0,0,0,0,0,0,0,0.0772555310414739,0,0,-0.0912022354369131,-0.0492050099493538,0,0,0,0,0,0
XEM,0.270080540816185,0,0.742538819871415,0,0.210136772163212,0,0.227325190021113,0,0,-0.230972193943936,0.103322701729443,-0.0264302509408885,0.0935964554860172,0,-0.0950794991617947,0,0,-0.323684176999434
DOGE,0,0,0.0261935481600028,0,0,-0.115953327182705,0,0.0414324540857456,0,0,0,-0.0154559470809778,-0.0316592691583464,0,0,0,0,-0.0225201895693992
XLM,-0.158559893347984,0.346689400664246,0.250975252341228,-0.763373597739095,0.178143794580856,0,-0.0365278445158738,0,0.102359591332081,0,0.0206919552564298,-0.00156567049177294,0.219956219658807,-2.20590462885112,1.29669034775841,0,0,-0.243094961866124
NEO,0,5.64949848045307,-1.72076341985967,1.11022302462516e-16,-0.164360208343566,-2.33905756351912,0,0,0,0,0,0.256609943407998,-1.14104831032433,0,-2.56724509326077,0,0,1.27804444200961
ZEC,0,0,0,0,0,0,-6.00169084050858,-0.364035773470753,0,-1.1242324645039,-0.358779823733079,0,-1.69089883150953,0,0,0,0,-2.41288986034018
DGB,0,-0.442354045035441,-0.266818903814839,0,-0.170854717152772,0,0.352840636515584,0,0,0.488945303448852,-0.131358950203943,0,0,0,0,0,0,0.436018607797122
BV010082.Index,0,0,-0.0240066986091591,0,0.0277874349896054,0.0216179353244395,0.0463975150811371,-0.00884944335110111,-0.378677047085779,-0.0958120670390448,0.0117116725085371,0,0.0391667433067254,0,0.34459891153662,0,0,-0.0505839755824966
CVIX.Index,0,0,-0.212504848486963,0.501012965711304,0.0176843142815471,0,0,0.06122877917736,0,0.219932313931932,0.0125568053147787,-0.00312450634141986,-0.0431619817519653,0.601450410787212,0,0,0,0.092346035269032
DXY.Curncy,-0.0213112806950561,0.0117579348644449,-0.00210696126594504,0,0.000360057081600403,0,-0.00517630271051623,0.00111100739899868,-0.00981125932917984,0,-0.00130327236170992,0.000288700983433189,0,0.16366512339037,0,0,0,-0.0171999570386672
SPX.Index,-0.0561807096303045,0,0.00505320109594944,0,0.000840760436598727,-0.051681106244692,0,0.0248368147677785,0,0.00365814900830064,0,-0.00262184267027161,-0.00614260555826616,0,0,0,0,-0.0549195732972034
VIX.Index,0,0,0,0,0,2.77555756156289e-17,0,-0.0830157762765947,-0.771103225293584,-0.0989160757907764,0.0192946636562888,-0.0267985129869672,-0.0274556705863075,0,2.42334001967937,0,0,0
