,BTC,ETH,XRP,BCH,ADA,LTC,XLM,NEO,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.224499653251894,0,0.037042902668344,0,0.0361589739216509,0,0.0619872695924146,0,0.0721943424129515,0,0,0.276724929888592,0.0803591868844969,0,0,0.165847032802244,0,0,-0.0242716288364742
ETH,0,0,0,0.0449885243738214,0.0777808036570826,0,0.55101634205038,0.0679992961073187,-0.350027251392604,0,0.123890121806671,0,0,5.55111512312578e-17,0.384937620764466,0,0,0,0,0
XRP,0,0,0,6.93889390390723e-18,0.455823679386036,0,-0.110007485921183,1.38777878078145e-17,0,0.139459374219185,0,0,0,0,0.271429060987296,0,0,0,0,0.0372044210579378
BCH,0,0,0,0,0,0.160440567451115,-0.11191070162547,0.200064119040192,0,0,0,0.556896026903171,0.199039940110572,-0.135264682335472,0.2662889454467,0,0,0,0,-0.104966420603628
ADA,0,0,0.567857497469445,-0.0353312604995698,0,0.526806336233182,0.251359219219112,0.183537232260222,-0.376156992875546,0.0558672576435781,0,0,0,-0.0209187998175553,-0.0321323381343155,0,-0.0532663039381144,0,0,0.00443287445767276
LTC,0,0.298990137112692,-0.082647665103753,0.169466915603296,0.361985936573379,0,-0.221431939024311,-0.0750244427213784,0,0,0,0,-6.93889390390723e-18,0,0.307639542067295,0,0.495217930070789,0,0,0.0526630637023367
XLM,0,0.154446106881662,0,0,0.60190053492831,0,0,0,0,-0.0923361341781111,0,0,0,0.286772412897187,-6.93889390390723e-18,0,0,0,0,-0.0794572822618445
NEO,1.69568175243934,0,-0.1828587494373,0,0,0,-0.0500988316599081,0,0.156160663722759,-0.00375196750988377,-0.211870866193778,0,0,0,0,0,0,0,0,0.0194995452454794
EOS,0,0,-0.0328624407465697,0,0,-0.254223080921214,0.368563489906894,0.0109305376522539,0,0.0725671933200384,0,0,0.161788347136254,0.00396648843369761,0.635593482701021,0,0.204229379606066,0,0,0.0379006728039035
XEM,0.832635271556719,-0.934926495047902,0.374681441360709,0,0.130066386146709,0.530061088705523,0,0.0918226131837953,0.103414629361841,0,0,0.488390294369746,-0.714106071822258,0.110689604184855,0,0,0,0,0,0
MIOTA,0,0,0.0406114107079057,0.236623761011922,0.0304830200937187,0.401416611205828,-0.139930100319498,0,0,0.174032157426196,0,0.282489545148577,0,0,0,0,0.277134094394888,0,0,-0.0345355818775789
DASH,0,0.299573492167367,0.0840535347222733,0,0,0,0,0.0639294049358992,0,0,0,0,0.495801154298871,0,0,0,0,0,0,0.040891359128028
XMR,0,0,-0.069200828882279,0.311287598969071,0.170320977427302,0,0,0.110239027257197,0,0.0124169528677586,0.0451459771824134,0.311349147347153,0,0.081540120972786,0,0,0,0,0,0.00917798511055782
TRX,0,0,0,0.11829520575683,-0.225929641756196,0,0.588286244190448,0,-0.31302789920986,0.379155681968248,0.0563244544937462,0,0.416910737013295,0,0,0,-0.0698214720257926,0,0,0.0788869735883563
ETC,0,0.34018919415759,0.0872465718115098,0.125677766533564,-0.220369486208955,0.107003128902483,-0.168570642245679,0.000271530607529761,0.52749348753206,-0.0555127813399119,0.210967088833399,0,0,0.164653616827541,0,0,-0.121826080776887,0,0,0
BV010082.Index,0,0,-0.0880916272887217,0,-0.0997064491845663,0.0351447498128036,-0.0741466532427335,-0.0412337898805104,0.0639434341648188,0.0335496896084078,0.0121519719202532,0.151917352752982,0,0.0399724886194172,0,0,0.0722680716295049,0,0,-0.0732933825773479
CVIX.Index,0,-0.00220231188314832,0,-0.0671816990830074,0.116235998743061,0.0999741929022031,-0.119693621436849,0,0.177664454667858,0.0685885385945587,0,-0.257569986530949,0,0,0,0,0,0,0,0.0214150596582823
DXY.Curncy,0,0,0.0637294422537977,0,-0.0452510030657629,0,-0.00282658860582365,0,-0.0584954244985875,-0.00350485915859419,0.0124731400564003,0,0,0,0.0171543018233382,0,0,0,0,0.00563680070065067
SPX.Index,0,0,0,0.0273399101913514,0,0,0.0220932526497497,0.0591389671796658,-0.0123234658965465,5.42101086242752e-20,0,0,0,-0.0807791010808264,-0.0330791901922227,0,0,0,0,-0.0420537270206742
VIX.Index,-1.84422379607336,0,-0.504359168880387,-0.0965872513641087,0,0.605525246021989,-0.271341740436164,0,0.637489051905188,0.41839201838695,0.254774077136788,0.796918066749162,0,-0.0993662503644876,0,-4.06191773122894,-0.448381652808972,0,-3.99559295570846,0
