,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ZEC,ADA,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.055347442811152,0,0,0,0,0,0,0,-0.540585133906519,0.0323852168451328,0.0593263485946668,0.186814699246121,0.0483575967694504,0,0,0,0,0.129146747423647
ETH,0,0,-0.0788502575409207,0.0566749874663091,0.395180231275443,0,0.0965930931327032,-0.130212309643873,0.208553245368069,0.116751642209868,0.0868993384724308,0.167005973264725,0.0154826614067885,0.01272263391902,0.00557602343122324,0,-0.18998834343517,0,0,0
BCH,0,-5.16580735875595,0,0.490600110329589,2.62781890477125,-0.422941956327217,1.1098080151177,-1.22499598932214,0,0.896265896779616,0.330163449342581,0.300151236713635,0.212382659758108,0.379913896907557,0.105294953506541,0,-0.621440715440724,10.7807269035918,0,-0.667504849595072
XRP,0,0.641349078329109,0,0,0,0,-0.221949746274873,-0.271274671437969,0.376576726254668,0,0,0,0.0788325962188986,0.0531753794387478,0.053932574371345,0,0,0,0,-0.185157969873247
LTC,0,0.696042554393697,-0.00180775503125054,0.0290921959137678,0,0,-0.178078231705312,0.0692727781264287,0.174761584339203,0,0.0119647119743018,0,0,-0.00564283560538572,-0.0485165987511161,0,0,0,0,0.0732945055129928
DASH,0,0,-0.0779017294534675,-0.0552439669516214,0,0,0.0309320083636097,0.0982176032301909,0.187913760910501,0.136633565285445,0.182365984601168,0,0,0.090628168880288,-0.0409365061483543,0,0,0,0,-0.0817674230727873
NEO,-0.667571732654016,0.15343275681692,0.10553471189047,-0.442972965338722,-0.562299444669571,0,0,0,0,0.413876534069622,0,0.159470595117128,0.298358535458105,0.248040934059865,0.0808241393707807,0,0.448324390406164,0,0,0.298232571196997
XEM,-0.109831517813867,-0.589499427661312,0,0,1.22494044060634,-0.375583999050968,0.382198508892818,0,0,-0.0605633301674392,0.321240063038028,0,0.125151008436174,-0.0407808507809591,0.103124484082857,0.119563955707792,0,0,0,-0.462492394064621
XMR,0,0.295192498646379,-0.0831875620585739,0,0,0.0932218917996463,0,0,0,0.121449557482047,0,0.0267383071494578,0.0401836659690629,0.113477311090973,0.00129396328031822,0,0,0,0,-0.130330797766462
ETC,0,0,0.149154459654846,0,0,0,0,0.157416007085301,0,0,0.0813052512517011,0,0.10770104590519,0.10920906796928,0.0113862993527738,0,0.572767556892204,0,0,0.0876323861354494
MIOTA,-0.747815241150091,0,0.110816466336483,0,0.544449972017806,0.652983163191475,0.525126739421254,0.206036511854654,0,-0.398662203409588,0,-0.261946530574342,0.0304212204347511,0.14493870440394,0.0568432410309534,0,0,0,0,0.281202962736012
ZEC,0.310721138224145,0,-0.056392956614582,-0.0982954656705265,0,0.106510178270401,0.117419562734072,0.20738657819852,0,0,0.438786446536348,0,-0.063643313093159,0,-0.0545717720334381,0,0,0,0,0
ADA,0.728878944447975,1.6330720469087,0,0.0346083193168598,0.461715794860914,0,0.406670149991042,0,0.370069579864951,-0.270267726855523,0,0.111549190669255,0,-0.520962028704603,-0.0409622714040542,0,0.0812763231148194,0,0,0.39554649669759
EOS,0,0,0.288344872544298,0.609557423001278,0,0,0,-0.158892938703706,0,0.0356665290153718,0,0,-0.0648075191680071,0,0,0,0.0567676268533389,0,0,0.415794104209294
XLM,0,0,0.227790831189231,1.84052913962291,0,0,0.329498244062387,0,0,0,0,0,0,0.282943372935982,0,0,0,0,0,0
BV010082.Index,0,0,0.0244912691791347,0,0,0,-0.0225050862461339,-8.67361737988404e-19,-0.0946620383176788,0.00116115966943756,0.0123519756115876,0.0597055518532546,-0.0328110542416789,0.0105082852289878,0.00268696250491968,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0.0686976635143327,0.0110606342506142,0,0.0271133756706881,0,0.026070212025493,0,0,0,0,0.0820057805035681
DXY.Curncy,-0.0436290801492554,0,0.0127006874352216,0,0,0,-0.00441231000326738,0.00555908509873936,0,-0.00345144920938254,0,0,-0.00173726483198445,-0.00212647452682227,0.000400195735585978,0,0,0,0,-0.00422598152272671
SPX.Index,0,0,0.00255353132919297,0,0,0,0,0.0065952640576905,0,0,0.0154759879754435,-0.0404977769446226,0.00264008729862097,0,-0.000605200612005876,0,0,0,0,-0.0473201727042848
VIX.Index,0.392887791299117,-0.561683242273697,-0.417033558069615,-0.539514800116177,0,-1.15617245445816,-0.244844582115226,-0.506078977991261,3.46944695195361e-18,0,1.68810525934484,0,0.102710451549217,0.154973907080099,-0.0562780012207266,0,0.143435198776187,0,0,0
