,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.291442007704308,0.0448521385769511,0.402567542170409,0.444643855241658,0.0895053861209013,0,0.159997335042865,0.18892257380356,0,-0.17725606318952,0,0.249319389196919,0,-0.232525359252102,0,0,0.288080831957969
ETH,0,0,0.0562792701347719,0.41067732736164,0,0,0.328532467929821,0.170915860891273,0.0911522625549374,0,0.0217679023524769,0,0.26992401153833,0,0,0,0,0.356788199234291
DASH,1.72899662211543,0.0545464946185891,0,0.226389977484626,0,-1.07612144994098,0.595499247477233,-0.349882049192463,0,-0.781193146627461,0.305690963290851,0.454496022922135,0,1.93278734194046,0,0,0,0.634461897136613
XMR,0,0.454441072307879,0.0548043234880591,0,-2.03985923824395,0,-0.48913998831189,0.413123206098445,-0.178856847876862,2.09938444120969,0,0,0.0301266671685579,3.4676650466023,0.548822256508118,0,0,-1.119524814309
XRP,0.272107530632553,-0.059434666859286,0.00663106587723934,0,0,0,0.204578505155777,0,0.0413718320803014,0,0,-0.295656999179371,0.0290843225359047,0.531081988284289,0.171479982178831,0,0,-0.204633386810515
LTC,0.252685273168596,0,-0.0197737194436944,0.0326457473579185,0,0,0.188509002341289,0,0,0,0.0796147986621289,0,-0.0762348436672279,-0.363320690102328,0.0839534855758342,0,0,0
ETC,0,0.066253952609696,0.187099172874471,0.0393914153096674,0,0,0,0,0.0414926029379402,0,0,0.0491790252312262,0,0,0,0,0,0
XEM,0,0.787841371462879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0.238956372534155,0.111843540405145,-0.409119444091646,0,0,0.812086345201023,0,0,0.969803710336625,-0.0249917120069712,0,-0.2887640388116,0,0,0,0,-0.100861003015638
DOGE,0,0,-0.0959578840995821,0.243726268519126,0.375062979231975,0,0,0,0.253061992952881,0,0.185041042498228,0.196640068638906,0.0632998993924151,0,0.129011056248579,0,0,0
XLM,0,0.247983167953526,-0.055659539350321,0.20653029257554,0.249624003861207,0,0,0,-0.176678807084111,0,0,-0.00502224251177807,0.179198563554601,0,0,0,0,-0.188873147449276
NEO,0.914841627572941,-0.129717003514957,0.10132019128121,-0.163823282522651,-2.29722079026184,0,0.862667690036868,0.0406840831281021,-0.262866510399918,0,0.0191377300324106,0,0,2.5208329586778,1.50076853402049,0,0,-0.764704361972907
DGB,0,0.138131176764221,0.315646582644182,0.124915410817039,0.333034497188652,0,0,-0.0606454171817757,0,0,0,-0.202504349039511,0,-1.60045121652958,1.54872342718793,0,0,-0.0708069716843042
BV010082.Index,0,0,0.0212831376208981,0.104243144862629,0.576999257958279,-0.249920479073929,0,-0.00420719284484748,0,0,0.058563906706309,0.0655724248860343,-0.154113188937519,0,-0.183854907113523,0,0,0.186037663389573
CVIX.Index,0,0.1337647552084,-0.157969579651937,-1.73472347597681e-18,0.746106772095121,0,-0.233160447779303,-0.0813942255105469,0,0,0.0257257262112476,0.103472477780142,0.0550434739187207,-0.753757411360673,0,0,0,0.904110583401226
DXY.Curncy,0.125547633831745,-3.36958996072092e-05,-0.0198299637599023,0.0115094971323699,0,0,0.0400596831524274,-0.0297244519096932,-0.0143947515119929,-0.0669077779512461,0.00869250045888626,-0.0142992664301258,-0.0193910692076396,0.0783015982245903,0.0830694040098195,0,0,0.010546504707325
SPX.Index,0,0.00679922736038329,-0.00373166952787208,0,-0.0465834767780068,0,-0.0144785346670144,0.00140029922851351,0,0,0,-5.42101086242752e-20,0.0160291312065818,0,0,0,0,0
VIX.Index,0.259022125763146,0.0757379546870156,-0.0722359546963721,-0.325295659400116,-1.32082137993215,0.356170888547091,0,0.0594573168102345,0,0,0.0848155418458714,-0.199938914789005,0.0898535725832089,1.55777286538753,0.979534427573348,0,0,0
