,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.267564236760876,0,0,-0.0210729316900102,0.052159692211076,0.214010620914832,0.0318986094414832,0,0,-0.0675712711902411,-0.11109754728552,0.0410295551746833,0.131949589562934,0,0,0,0,-0.0390661259549167
ETH,0.0577805180280381,0,6.93889390390723e-18,-0.122605127565868,0.62959943899181,0,0.164300660879888,-0.0676173929062076,0.000201602534238725,0.114905340634042,0,0,-0.114487263299114,0.134056683423987,0.0677469007141613,0,-0.161740409533236,0,0,-0.121344729164371
XRP,-0.719690042640202,0,0,0,0,0,0,0.244387024142788,0.137903924890594,0.444234681202481,0,-0.110163407022062,0,0,0,0,0,0,0,0
BCH,0,0,-0.15644900979259,0,0,0,0,0.230523722286742,0.125895512197543,0,0.105938124263143,-0.197861623892493,0.0898081661032305,0.066474005944421,0.130656404529313,0,1.06664458269147,0,0,0.46373052782206
LTC,0.0721358082059518,0,0.0427213228717085,0,0,0.0300519295255274,0.0108116241875446,0.262026392375209,0,0.0763568912828011,0.290843145674762,0,0,0.0308317903319338,0,0,0,0,0,0.014686097952363
DASH,0,0,0,0,0.302117563419796,0,0,0,0.0283926152493139,0,0,0,-0.0616577676538269,0.157000844212891,0.1079781492812,0,0,0,0,0
XEM,0,0.839337474776824,-0.386678087856377,-0.552171257919659,0,0,0,-0.095242074945529,0.0615543019973014,0,0.64266143389249,0.0617022982610143,0.196394486803027,0.0357548661574936,-0.0680880091506319,0,0.478494958370613,0,0,0.153926196205977
NEO,0,0,0,0.000483789301369747,0.053336164184905,-2.77555756156289e-17,0,0,0.323562426352514,0,1.25938032618561,0.215853711784913,0.111365575936955,0.309404465273032,-0.279672163957538,0,0,0,0,0
MIOTA,-0.0647788522614444,0.276624171873085,0.144575115609518,0,0,0,0.479331000113821,0.0545837615520453,0,0.999427776964057,-0.793171930183822,0.135153737878581,0.177515171917819,-0.048047304831272,0,0,0,0,0,-0.126208466291951
XMR,0.0608185495365947,0.154425024182297,0.0175474120581541,0,0.371591696535945,0,0,-0.051787453548751,0.124772632853233,0,0.201699866451005,0,0.175026860002911,0.00249551516794615,-0.132404444318412,0,0,0,0,0.135106510785728
ETC,0,0.327827480422207,0,0.227484806654637,0.274139856357075,-0.120152935776454,0,-0.0317145273731112,0.0566100443595332,0.0882771536899583,0,-0.0201765072822057,0,0.000750512159591915,0.0907998610406811,0,-0.352142095852073,0,0,0
ADA,1.6242921613159,0.110902734669579,0,-0.957943143626762,0,0.933477746443135,0,0.256787454838487,0.433562127258949,-2.78684395301634,0,0,0.289133768475024,0,0,0,0,0,0,1.28999686989985
ZEC,-0.178052411470083,0,-0.213153820570889,0.447416375455224,0,0,0,-0.13620286862776,-0.0472523179626651,0,0,-0.0427028419086969,0,0.0904742235535393,0.351780765007103,0,0,0,0,0.30953193100376
XLM,-0.235567245240214,1.04457409615415,-0.270462058353892,0,0,0,0.292074822389365,0.0645631666753645,0.0695403667741786,0,0.152686086454842,0,0,0,0,0,0,0,0,0
EOS,0,0.656736734354934,0,-0.413175837579472,0,0,-0.00410044685181088,0.102243019466254,0,0,0,0,0.635789969037295,-0.00799832217109675,0,0,0,0,0,0.583704650946412
BV010082.Index,0,0,0,0,0,0,0,0,0.0410566210847797,0,0,0,-0.0636855098128646,0,0.0528398839313408,0,0,0,0,0
CVIX.Index,0.0482574337095992,-0.224710714941185,0.0812625107827403,0.223862350518874,0,-0.198412012973194,0.0950491565625992,-0.0230754716037219,0,0,-0.166787497316595,0.0289131885632869,-0.00609797728709994,0.0401539748479046,-0.0220970737380873,0,0,0,0,0.057244234354927
DXY.Curncy,0.00881316181764681,0,0,-0.0553846820307754,-0.0428453103952846,0,0.00745883314297495,0.00494543188978653,-0.0142009694394617,-0.0722506204946958,0.103451300135002,-0.0312490638026629,0.0190538171554068,-0.00231196703209932,0,0.138875170092937,0,0,0,0.036419761408236
SPX.Index,0.0165039705401919,-0.0216443147653265,-0.00865580130226582,0.0148608467646495,0,-0.0200529398339851,-0.0120749437793284,0,0.0101142900390433,0,0,-0.0172782123346147,-0.017175131097317,0.0114620215913918,0.0105507693297205,0.0382350243037801,0.028168911115704,0,0,-0.0329045908127846
VIX.Index,0,0,0.186340564303099,0,0,0,0,0,0.0148779319432071,0,0,0.0532020636888142,0.0404838714240774,-0.0299525828093268,0,0,0,0,0,0
