,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,XTZ,MIOTA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.195226472440584,-0.0569280773239291,0.0369894822603081,0,0.103179271501049,0,0,0.142034853547279,0.134995789861964,0,0,0.0480897667727565,-0.0131840542184427,0,0,0,0,0,-0.0384848582799728
ETH,0.813665051532714,0,-3.46944695195361e-18,-0.0423736773888543,0.0427790516690263,0.0508141875137472,0.0639531862132897,0,-0.0322651484008829,0.230216810168265,2.16840434497101e-19,-0.0776313334706377,0,0.0570148940417676,0,0,0.043914497725598,0,0,-0.0998901291009049
XRP,0.361486850988496,0.312223325989273,0,-0.0242180458454667,-0.119466012543015,0,0.100521145329287,-0.204483992128912,0.35232367929333,0.102265218160215,0,0.157648410649884,-0.0886116982576836,0.0375745415345996,0,0.367473837514346,0.096008333829325,0,0,0
BCH,1.11453535655263,0,0,0,0.686821521503681,0.0764091485721675,0,-0.274886196125926,0.425361700648297,0,0,0,-0.0526042329638372,-0.0870959794667563,-0.366514234859539,0,-0.205247815447527,0,0,-0.173640619745892
LTC,0,0,0.362791631763115,0.218557854597831,0,0.351265522340918,0.253536270947891,0,0.109543075739179,-0.101780997456957,0,0.126255299635784,0.228457977259235,0,-0.302575467349576,0,0.100941082025251,0,0,-0.0634375226377261
EOS,0.67003075361341,0,0,0.0290832778173122,0.315485744669794,0,-6.93889390390723e-18,-0.153203015208144,0,0.320889112854326,0.162301535048166,-0.331345411547867,0,-0.00229552434328862,0,-1.02502977645924,-0.0619133125266546,0,0,0
BNB,0,0,-0.661675372242775,0,0,0,0,-0.0383973606059697,-0.0587443162814488,-0.561765856597864,0.310974629889057,0.166347341177255,0,0.109528083943573,1.05199865897424,1.76436894840746,-0.239869812518483,0,0,0.170280136551555
XLM,0,0.310492084917653,0.22461851190622,0.0970969612894705,0,-0.290739533032715,-0.066872993905565,0,0.0334591641178433,0.205748937897293,0.25916048423715,3.46944695195361e-18,0.027062609102728,0.024918554519008,0,0,0.179197697153676,0,0,-0.0419142001950422
ADA,0,-0.152553297662754,0.561402130922354,0.28854630414766,0,0.0519909452660194,-0.132747411542145,0,0,-0.266578719440004,0.283676154281291,-0.353755887179846,0.179483399449503,0,0.297792203792121,0,-0.0276004314969182,0,0,0.118517901407069
TRX,0,0,0,0.0411894686570676,0,0,0,0,0,0,0,0.230182568080645,0.0521459109721795,0.0237767909405982,0.852185782108227,0,-0.0862305924608694,0,0,0.258007562681491
XMR,0.431564632657585,0,0.0714740335359894,-0.0929320948433761,0,0.116549346574548,0.207594243779217,0,0.0366292757844807,0.167138642914376,0,0.728549742931999,-0.11726042525405,0,0,0,-0.0498033473415616,0,0,-8.67361737988404e-19
DASH,0,0,0,0,-2.77555756156289e-17,0,0.0189394153364263,0.792458142349481,-0.167188604620355,0,0,0,0.0659791856031136,0,0,0,0.0834512743420573,0,0,-0.0207219528427897
BSV,0,1.03856089713585,-0.73464463867142,-0.654900333833866,1.09932865668109,-0.0849641350142578,0.296292614201492,0,0.54920273213366,0,-0.832067221341345,1.41742809736502,0,-0.282219166260116,0,0,-0.395286723457028,0,0,0
XTZ,-0.199162267507383,0,2.77860931221916,-0.263898726504694,0,6.93889390390723e-18,0,0,0,-0.0918011936554596,-0.530029398505119,0,0,0,-0.74528220585897,0,-0.924616620880719,0,0,0
MIOTA,0,-0.581670985429126,0.296902202924586,-0.0849198202202659,0,0.124867328355627,0.186903758582119,0.557178534485006,0.0354502239008042,0.106086231022196,0.27411091749553,0,0.116129918728774,-0.135083657951827,0,0,-0.115390734038584,0,0,0.000914357799181782
BV010082.Index,0.369985395310099,0,0,0.0113380537291202,0,-0.195078008684274,0.00961965672356944,-0.184778559310696,0,0.0889099673734999,0,0.0810119083116607,-0.0428324436288584,0.0172737851355836,0,0,-0.133462141638369,0,0,0
CVIX.Index,0,0.825410107873414,0,-0.331412145226231,0.748882181505727,-0.30701243855059,0.0740791492587131,0,0,-0.453675808590947,-3.46944695195361e-18,1.3547575841354,-0.52297911363068,-0.519077297212381,-0.804064741414055,0,0,0,0,0.365567636139355
DXY.Curncy,0,0,0,0.0159063266696566,0,-0.0572779748673168,-0.00434567964165655,0.013865089798634,0.00945174321787191,0,0.015979176156871,0,0.00370506999910428,0.00830130111887938,0,-0.0700059259256465,-0.0168773712659308,0,0,-0.000459840630845744
SPX.Index,0,0,0.0105175951792409,0,0.00146784548529796,0,-0.00630687519720635,0,0,0,0,0.00890988734978435,0,-0.000386628506813504,0,0,0.00291454223244142,0,0,-0.0710581961166066
VIX.Index,0,0,0,0.215066751305303,-0.241439617749453,0,-0.0839154422576382,-0.788269843866796,0,0.675325332723876,0.218059371808886,0,0,0.174029547847554,0,-1.47212224596329,0,0,0,0
