,BTC,ETH,XRP,BCH,LTC,ADA,XLM,NEO,EOS,MIOTA,DASH,XEM,XMR,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.236166183357137,0,0,0.0767786434607628,-0.0400608817243841,0,0.0680882374604748,0.0302929263456289,0,0,0.0788127832002841,0.268419477958952,0,0.0805202991933531,0,0,0,0,-0.0254150749273173
ETH,0,0,0,0.10587905853616,0.118604905865668,0,0.484339233340894,0,0,0,0.0725449740384833,0,0,0,0.150745611945191,0,0,0,0,0
XRP,0,0,0,0,0,0.223664354361338,0.00221248928872432,0,0.216141585670257,0.190295629867237,0,0.0615669219507011,0,0,0.176214276072317,0,0,0,0,0
BCH,0,0.298410524977275,0,0,0.0905095186757645,0,0,0.296578593603264,0,0,0.396462687383743,0,0,0.0431572454274372,0,0,0,0,0,-0.0832585592838987
LTC,0,0.27022352669095,-1.73472347597681e-18,0.111208160159304,0,0.259497186712481,-0.261456315375383,-0.0717759613357137,0,0,0,0.0379661069853642,0,0.399752234589879,0,0,0.402604070643069,0,0,0.0489734259424949
ADA,0,0,0.613604409693019,0,0.0488024965321025,0,0,0.124325960869425,0,0.0330353807536552,0,0.100374631619401,0,0,0,0,0,0,0,0.0256891701992186
XLM,0,0,0.0904871956129466,0,0.189465323374212,0.378957759711063,0,0,0,0,0,-0.0400011852510618,0,0.170655834864031,0.172932164644689,0,0,0,0,-0.0432238447038409
NEO,0.825942334566355,0.325154828827284,0,0.147414236277651,0,-0.088569885748309,-0.0964548201270292,0,0,0,0,0,0,0.172754462602423,-0.109102882349935,0,0.448535003383941,0,0,0.043021083491515
EOS,0,0,0.11491238464004,0.0869779587983223,-0.0919766565964365,-0.294999767493397,0.63855747304158,0.0438040892155312,0,0,-0.607942159125079,0.124706430052042,0.754535838618951,0.223105441401677,-0.0318979974459573,0,0.127527992104715,0,0,0.0457122595730378
MIOTA,0,0,0,0,0.407516426841485,0.21502093484705,0,0,0,0,0,0.167617822975221,0,0.118421407929844,0,0,0,0,0,0
DASH,0,0.154696756833523,0,0.113645918038097,0,0,0.114343843141334,0.0762058675458195,0,0,0,0,0.54916516153217,0.0358732199579598,8.67361737988404e-19,0,0,0,0,0.0144364236891168
XEM,0.721387531506044,-0.309025450288037,-2.71050543121376e-20,-0.0243050890963583,0.0101620380861067,0.14484321452769,0.448000021537601,0,-1.38777878078145e-17,0.0304299975438279,0,0,0,1.38777878078145e-17,0.0625818730662236,0,0.453121234709644,0,0,0.0876350670948037
XMR,0.273198639444429,0,0.0584905484304901,0,0.17256151572997,0,0,0.0734316860657699,0,0.196698718503522,0.27355739039984,0,0,0,-0.0369819153049178,0,0,0,0,0
ETC,0,0.483140876681055,0.0365498454146129,0.301804519916741,-0.252061444265663,0,0,0.230464281842859,0.540491680193664,0,0,0,-0.134667008661226,0,-0.163941174062544,0,0,0,0,0.0128144227766674
TRX,0,0,-0.182065665895949,0.130643217771251,0.0462671099698015,0,0.404601666810882,0,0,0.294893180678808,0,0.323614721552056,0,-6.93889390390723e-18,0,0,0,0,0,0.0957707196509815
BV010082.Index,0,0.0982817419304315,-0.132855937438951,0.0352781422904714,0,0,0,-0.015298556540584,0.0292002531833711,0,0,0.035267702935224,0.0438911154588729,-0.0530352272007232,0.0062428611173555,0,0,0,0,-0.0654970006367854
CVIX.Index,0.174368777454856,0,0.0797831983419031,-0.0193174365861322,0.0533080372267415,-3.46944695195361e-18,-0.0797912634880285,0,0.121108743623409,0.106111700578153,-0.0915050997985123,0.0448229987178981,-0.23815934310086,-0.0938075380083618,0,0,0,0,0,0.0401625560196715
DXY.Curncy,0,0.00864008482901467,0.0229739937880275,-0.0267465291832495,-0.0172235480244873,0,0.00965249917066496,0,-0.0787745248078385,0.00932084898327846,0.0442295197801873,-0.0011318580517442,0,0.0274795092138509,-0.00265517499564372,0,0,0,0,0.010370860673068
SPX.Index,0,0,0,0.0136179854910073,0,-0.00385462155299835,0.0260772533294167,0.0553161900479225,-0.0701831719098484,0,0,0.057815267757462,0,0,-0.0818855616461043,0,0,0,0,-0.0691652942974453
VIX.Index,-1.48170477230867,0.00288633269748484,-0.660886115523791,0.226717521820188,0.320565147564524,0,0.0745787411320583,0.0930837584696883,0,0,0.634800857964692,0.502851291190129,-1.11022302462516e-16,0.177013447919889,0,-4.49896100042091,0,0,-4.81662033857227,0
