,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.102278837096895,0,0.155858280677367,0.102138108344983,-0.200801127731976,0.396253926102361,0.103241836801345,0.364504449309272,0.156578341570682,0.145531886118765,0.095600359592388,0.10090115562065,0,0,0,0,0.161862826201626
ETH,0,0,0,0,0.0829769129942531,0,0.316530371974051,0,-0.897753400151098,0,1.20730131486528,-2.77555756156289e-17,0.41810725950788,0,-0.147971416258436,0,0,-0.0532168801393977
XRP,0,0,0,0,0,0,0.194191353720619,0,0,0.0369365372734869,0,0,0,0,0,0,0,0.0511279609019487
LTC,0.30095729368132,0.119399780738983,0,0,0.262379420717436,-0.068900728662733,-0.190175405502462,-0.114514708197887,1.31040164787032,0.041808624253488,0,-0.18131636856039,0,0,0,0,0,0.195430094137004
XMR,0.260228630580229,0.388390375759044,-1.75997011421349,0.563993607226868,0,0,0.0205945340900494,0.135559912953985,-0.801305860449569,0.387331793713857,0,0.423705708709712,-0.146184221115705,0,1.24880515733183,0,0,0
ETC,-1.53012221337664,0,0.154802138186542,1.38777878078145e-17,0.166410708861469,0,0.800719201615863,0.212126318139548,1.47665006715131,0.400270021936217,0,0.341170131885783,0.170270796346348,0,1.04006632222408,0,0,0
DASH,1.5312764108551,0,0.182566909865752,-0.419554448947229,-0.235932326626053,0.507617725268597,0,0.17460627339135,-0.75951408264803,-0.0947634030827311,0,-0.176577274511564,-0.17960831928921,0,1.24705260733925,5.09933930045483,-1.85157346542502,-0.942258665391239
XEM,0,0,0,0,-0.0550667390186614,0,0.379585436847809,0,0,0,0,0.157782974641454,0,0,0,0,0,0
DOGE,0.125572134460528,-0.2232177252879,-0.279517130863691,0.211683488696092,-0.166752179080779,0,0.152502351576171,-0.0878889942509567,0,0,0.597806596542289,0,0.119301962915151,0,0,0,0,-0.0368997701894735
ZEC,0.649634609717241,0,0,0.13096096193146,0,0.191362497484942,0,0,0,0,0,-0.465577670323558,0.0366026383129153,0,0,0,0,0
XLM,0,0.346630278120565,0,0.0316083360205619,-0.0183081535295238,0.0875482286677112,0,0,0.308549053726649,0.0936327997667215,0,0.135490007895201,-0.10125179716098,0,0,0,0,0
NEO,0.955220436629092,-1.00802771969534,1.40461434576854,-0.610470868482385,0.126980508736006,-0.00476675361338641,-0.643221420190366,0.126052722922094,-0.663436888451953,-0.28812459065004,2.32414991785167,0,0.120593791123786,0,0.927050907231702,2.55377043494412,0,-0.237086849472367
DGB,2.04027864331171,1.85996253206389,-0.0431186540346344,-0.542673618516753,-0.352692957604373,0.795539334474537,-0.831880227581484,-0.491181091671293,0,-0.119742324095548,-2.80953890725114,0.601454687532514,0,0,-3.07457341778434,0,0,0
BV010082.Index,0,0.0208903595770329,-0.139014387616381,0,0.0246955115328564,-0.0546254733206702,0.0932869176783468,0,0,-0.0290592963709426,0,-0.0062203463541512,0,0,0,0,0,-0.0932895988053279
CVIX.Index,0,0.187080888551529,0.232669421395764,0.112278382460341,0.058966071049807,0.0514507540815524,-0.133872274300342,-0.0947657880538667,0,-0.0337320882438825,0,0.0249340374878153,-0.0375036419779804,0,0,0,0,0
DXY.Curncy,0,0.0451795823162821,-0.111234307077825,0.0629700885907545,-0.0282960018869984,0.00780047003738942,0.030804417607085,4.33680868994202e-19,-0.114429924353695,-0.00144119537130412,0,-0.00558448303567246,-0.0146321786518417,0,0,0,0,-0.0040454742544675
SPX.Index,0,0.00218695818599751,0,0.000804194221061368,0.00287586246081788,0.00303935645927175,0,0,0,-0.0080852693103871,0,0,0.00078353742776209,0.0868990749663365,0.00694201405001824,0,0,-0.0797015253210053
VIX.Index,1.17926840438571,0.180562637293517,-0.54947643213305,0,-0.272660004500593,0.240398867061609,-0.52108239122797,0.31907180119713,-0.926066004912359,-0.0957170605139533,-0.343974699035983,0,-0.0980502726260052,0,1.3852837213468,0,-3.004551044122,0
