,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,XMR,EOS,MIOTA,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.121735875133273,-0.0216038025059618,0.119275689515264,0.20059687076218,-0.417000208549271,-0.0268349916891551,0.522798696115016,0,0.556831584957683,0,0,3.46944695195361e-18,0,0,0,0,-0.00258955229619551
ETH,0.0348848575623469,0,0.121289368841795,0.0676246456469538,0.0785822720522371,0,0.116808369667551,0.0944672837295106,0,0,0.196855097647786,0.0105195136914781,0.0548627648215237,4.33680868994202e-19,-0.0340786182378448,0,0,0,0,0
XRP,0.17825616049207,0.168212167565143,0,0.0620472528614093,0.156207587014178,0,0,0.0289877245469475,0.0267770224891232,0.0169139849808064,0.0989379480509069,0.1274590717434,0,0,0,0,0,0,0,0.0330001077489545
BCH,-0.047681578793814,0,0,0,0.170644770971143,0,-1.73472347597681e-18,0.272603432643463,-0.2199014795273,0.557666974898745,-0.0454264846585687,0.264884024249016,-0.3869930105466,0.526610607582048,-0.154663875078026,0,0.485400600194107,0,0,0
LTC,0,0,0.272800510768992,0.360514396438018,0,0,0,0,0,0,0.0409844378958318,0,0,0,0.159413220171091,0,0,0,0,-0.0910588180423143
ADA,0.261863884264063,0,0.331235699993715,-0.355738378496061,0.0718793659228333,0,0,0.324406227747681,0.0957301212318505,0,-0.0683400310133981,0,0.0839298783387985,0,0,0,-0.288201294976541,0,0,1.73472347597681e-18
NEO,0,0.693873952939937,-0.162767892154576,0,0,0.302339913403893,0,0.0714125037732149,0,0,0,0,0,0,0.0797751216361447,0,-0.328417359094714,0,0,-0.0230036359459037
XLM,-0.401257074651978,1.02968554450523,0.0641767635833288,0.578388987659879,-0.165118994125954,0.153755666642335,0,0,0.276318298998605,0,0,0.0990140025865681,0,-0.353913002928993,0,-0.080010176980384,0,0,0,-0.00764563630324046
XMR,1.09465506157331,0,0,0,0.0628949730123184,0.327473169129224,-0.277941617238869,0.0929890256846801,0,0,0.687680827415471,0,-0.402468423803459,0.171031610198653,-0.297295147167439,0.364875063855916,0,0,0,0.129105238695788
EOS,0,0,0.0292448444982279,0,0.0873268883642377,0,0,0,0.0111654169058528,0,0,0.36193416205358,0.191728633792069,0,0.231384485948523,0,0,0,0,-0.0544933671725471
MIOTA,-0.120252347841367,1.0234212724625,0.164848522943171,-0.279575710058272,0,0,0,-0.0801992782642191,0.00123911333953357,0.188267818855964,0,0.277827885494515,0,0.257147233054603,0,-0.29652385870954,-0.00265211679571276,0,0,-0.0916709455675314
DASH,0.0789582020651753,0,0.021289474595867,0,0,0.0187466026032966,0.149751267547582,0.12460344747787,0.258155292135704,0,0,0,0.257329026656934,-0.0886330230429969,0,0,0.433940790180329,0,0,0
XEM,0,0,-0.170866747182509,0,0.144032566448911,0.00120963565093921,0.226383249923535,0.250822762951016,0,0.211712458737039,0,0,0,0.333544805054418,0,0,0,0,0,-0.0416915711598158
TRX,0,0,0,0.111869821919724,-0.058862223879208,0,0.278495383827297,0,0,0,0.130740204129098,0,0.485946116381612,0,0.108144936385593,0,0,0,0,0.257726828426872
ETC,0,0,0,0,0,0,0.110104481416348,0,0.0164300111282003,0.632398568406196,0.0921250177858262,0,0,0,0,0,0,0,0,-0.0215603668239387
BV010082.Index,0,0,-0.0364052044487583,0,-0.00093106973580217,0,0,0.0823092615066471,0.0387869610632999,0,0,0.109592280795492,0,-0.0994733728389381,8.67361737988404e-19,0,0,0,0,-0.051626939930339
CVIX.Index,0,-0.197445636303213,0,0.238242767579287,-0.0120528886645002,0,-0.138779437939097,0,-0.147511087659023,-0.168483354302134,0,0.427509109762941,0,0.00670647357067541,-0.00520716375734237,0,0,0,0,0.0216185685006904
DXY.Curncy,-0.0189561640020226,0,0.0162105156524132,-0.00585976409807285,-0.0281448057887106,0,0,-0.0343123689605545,0,0,0.0159735740565041,0.0267300369269994,0.0509420117994106,-0.0457726708380533,0.00547194549843148,0,0,0,0,0.0198531683936484
SPX.Index,0,0,0,0,0,0,0.037034149363714,0,0.0251852987469479,0,0,0,0,-0.0437211297789442,0.0111518202283149,0,0,0,0,-0.0462966459689727
VIX.Index,-0.163221489846864,0,0.604990271763461,0,0,-1.45606380308328,0,0.108189432647682,0.860903030506846,0,-2.20788171733352,0,1.73341989757247,0.123834166355255,0.37917005045386,-4.15910374258944,-6.93889390390723e-18,0,0,0
