,BTC,XRP,ETH,BCH,ADA,XEM,XLM,LTC,MIOTA,DASH,NEO,XMR,TRX,EOS,BTG,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.209423913939583,0.0578176737579449,-0.0258839350187406,0.222280263846295,0.585727508749657,-0.347226634713428,0.678390438567044,-0.246543286482314,0.057409447344766,-0.0802306784105019,0.409406027238966,-0.256274588628048,0,0,0,0,0
XRP,-0.217829060199385,0,0.425571156944611,0.656492080812686,0.0864366832353754,0,0.531662010264036,-0.153347130871944,-0.302741731170457,-0.649097354037093,0,0,1.38777878078145e-17,0,0,0,0,0,0,0
ETH,0,0.0170056431800531,0,0,-0.0953231833458602,0.161114489338126,4.33680868994202e-19,0.0706322865676139,0.121125046728785,0,0.185867404806867,0.031474500861986,0.112592835262651,0.0958143941343559,0,0,0,0,0,0
BCH,0,-0.0452465686875436,0,0,0,0.413177679092159,0,0,0,0.88867963458268,-0.0613676560939551,-0.012881289178174,0,0,0.45606815547698,0,0,0,0,0.732289841668503
ADA,0.723323390808413,0.274498267375059,-1.09540621035797,0.281275252130006,0,0,0.143429679249328,-0.603493320125271,0.00340390691177974,0,0.944297789938058,-0.771066737760485,0.19819230594479,0.497922800876319,2.77555756156289e-17,0,0,0,0,-0.990092809925727
XEM,-0.403439935574214,0.239632553294989,0,0.271583166149161,0.0640736223803817,0,0.0892257587843203,0.70728583659175,0,0,0,0,0.120150298800451,-0.0419842164565691,0,0,0,0,0,-0.449958937269181
XLM,0,0.0956190589504287,0,0,0.286404170102493,0.069824796773683,0,0,0,0,0.285387561340588,0,0,0,0,0,0,0,0,0
LTC,0.523244664896398,-0.0267685593322149,0,0,0,-0.0276239755244114,0,0,0.240830813576281,-0.0721417020830509,0,0,0,0,0,0,0,0,0,0
MIOTA,0,-0.209972255232817,0,-0.35689644825569,-0.0356017001948974,0,0.32461104939433,0.567776344811959,0,0,0,0,-0.124207049228509,0.262766090148289,0.738531536425865,0,0,0,0,0
DASH,0.141106837190002,-0.0473549562955032,0,0.206542185680709,0,-0.101411651324899,-0.0874574730100696,0,0.0470668343640825,0,0.223362364746403,0,0,-0.256794809344615,0.660558622816293,0,0,0,0,-0.501006735939598
NEO,0,0,0.782898611327716,-0.099577706967233,0.117450178598183,0,0.260609150054559,0.114821959808319,-0.228934139341994,0.202549142853522,0,0.413052209033917,-0.152091391493292,0,-2.77555756156289e-17,0,0,0,0,0.261028604078484
XMR,0.228077604100178,-1.73472347597681e-18,0,0.0515635655468887,-0.0360081392976013,-0.201301916912641,0.0688471310514988,0.0806086568986653,0,0,0.229342160570959,0,0.0474549711837782,0,0.543392121353074,0,0,0,0,-0.332206632561642
TRX,-1.67720375661918,-0.327956789978103,1.10955542805601,-0.211204401298869,1.24940052603653,-0.111508600714831,1.38777878078145e-17,2.746261716601,-0.294892010419289,0,-2.34204708146355,2.31267101700771,0,-0.500400639840977,0,0,0,0,0,0
EOS,-0.190190682270724,-0.00496587095163248,0,0.407586640401174,0.0987387544703084,0.177736293405563,0,-0.0142021673468389,0.358652895580828,-0.582506270572747,0,0,0.227079155880937,0,0.260543954067186,0,0,0,0,0
BTG,-0.212034781476896,0.0236669472791269,0,0,0.153254120779783,0.250557953716621,-0.0331167942136577,0,0.0864289441245975,0.546067890711636,-0.29837921206868,0.590953845663858,-0.115356738102511,0.13675768393099,0,0,0,0,0,0.8427459413438
BV010082.Index,0,-0.0299004366646651,0,0,-0.0125625871994168,0,0,0,0,0,0,0.0307620387356638,-8.67361737988404e-19,0,0,0,0,0,0,0
CVIX.Index,-0.108419037067758,0.0266042804817056,0,0,0,0,0,0,0,0.000877023071542477,0.0091314592096243,0,-0.0125782621762587,-0.0136308249024962,0,0,0,0,0,-0.0568164373856661
DXY.Curncy,0,0,0,-0.00482812991055417,-0.00871193829590127,-0.00585444693739335,0.00069032704073924,0.0172087613237163,-0.00796940841044123,0.00546085888382839,0,0,0.0012831205291151,0.0095574627592309,0,0,0,0,0,-0.0154804551779441
SPX.Index,2.16840434497101e-19,0,-0.00423252053435567,0.0182396283314468,0.000708849175170309,0,-0.00156727538892597,-0.0188032218628455,0.00792222074723294,0.00259713290190472,0,-0.00549813817583154,0.0039467099429974,0.00916164496086156,-0.0245367749994974,0,0,0,0,-0.0661988792988485
VIX.Index,0,-0.00639422608238042,0,0.11168913469945,-0.133326611800558,-0.172674087129016,0,0.0708273711986888,0.011099651809,0,0.117577095216052,-0.176539344511444,0,-0.0120995376173452,0.135299569868073,0,0,0,0,0
