,BTC,ETH,XRP,BCH,LTC,NEO,XLM,ADA,XMR,EOS,DASH,MIOTA,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.236288718096521,0,0.48570361522818,-0.0241795024163805,0.302750352546925,0,-0.0257504876325302,0,0.151345656986016,0,0.158944900107901,0,0,0,0,0.231058678066736,0,0,0.0742828013485204
ETH,0,0,0.0840830027958618,0.15039314702624,0,0.0493668496250611,0.0273925290414899,0.213910543796994,0,0.0261846281426302,0,0.089507113497317,-0.0429738686698891,0.152524260377712,0,0,0,0,0,-0.0791780951992558
XRP,0,0,0,0,0.343643037484399,0.16762398438335,0.334128572544019,0,-0.0425799286739986,0,-0.137592472664771,-0.130284614409124,0,0.277862841999895,0.100817796404065,0,0,0,0,0
BCH,0,0,0,0,0.251628055990672,0,0.424577863927976,0.125256497649685,-0.323976410192872,0.150024698440263,0,-0.128794387008755,-0.145505053913332,0.586581990843131,-0.063431956097813,0,0,0,0,0
LTC,0,0,0.300992388647917,0.308438545333722,0,0,0,0,0,0,0,0.175492618231784,0,0,0.0237038185277339,0,0,0,0,-0.0181740706732176
NEO,0.00199797923689828,0.558725102732488,-0.0668272476599992,0,0,0,4.33680868994202e-19,0,0.105852406685024,0,0,0,-0.0618344850332095,0.138058553645572,0.180088232051736,0,-0.770035452096415,0,0,-0.100727254423227
XLM,-0.0677976138258599,0,0.461799186117707,0.187519604085527,-0.423686476286,0,0,0.135391698930387,0.159015789818077,0,0.355756559825957,0,0.178266188842543,0,-0.0328001127754019,0,0,0,0,-0.195360422132921
ADA,0.257698745160257,1.57351050393704,0,-0.439823051655369,0,-0.217767525509618,-0.108782428185258,0,0.0576957428112168,0,0.536979911290944,0,0,-0.456601207445405,0.100423152537781,0,0,0,0,0.0750698445228136
XMR,0.542290558485272,-0.447606503173433,0.172319111542866,0,0.58907553168957,3.46944695195361e-18,0.714342627966509,0,0,-0.2597099939774,0.0898003832215793,-6.93889390390723e-18,-0.50711212421511,0.461937498383416,-0.174628722412759,0,0,0,0,0.284816887265043
EOS,0.502892282720552,0,0,0.346410859178875,0.109931712288898,0,0,-0.168041210149652,-0.0632555189635164,0,0,0.367651071492707,0.103473581099804,-0.260401137155083,0.0670752726639759,0,0,0,0,0
DASH,0.263139769124223,0,0,0.0797181929015299,-0.0741796489911246,0,0,0.198088773236776,0.221326732746603,0,0,0,0.344707590702284,0,0,0,0.520606401258972,0,0,-0.0581534112056108
MIOTA,0.17903348157648,0,0.174791747794517,0,-0.0169056908621652,0,0.188034418433006,0.0978110017889154,0,0.256571705122824,-0.0445158659694683,0,-0.0515631335243928,0.412078809238615,0.195028780596041,0,0,0,0,0
XEM,0,0,-0.11511668321373,0,0,0,0,0.435097641661494,-0.507473786950377,0.188117798649135,0.244385229029398,0.0150822227068885,0,0.828044242140835,-0.136328921513859,1.19163150709687,0,0,0,-0.0855945934661902
TRX,0.168360044218119,0,0,0.264232743072156,-0.227929772734292,0.135176816370933,-0.171591539672594,0,0.0837962313242996,0.0160087352666172,0,0.445957630797902,0.237982651266939,0,0.0178609997508246,0,0,0,0,0.231968079632855
ETC,0,-0.899300575356421,0.901642628451413,-0.550108866057874,0.423166583904753,0.27445907395697,0,0,-0.555534385054543,0.459854651263291,0,0,0.0502972043722775,0.811032517020022,0,0.603132792217472,0,0,0,-0.290449963308365
BV010082.Index,0,0,0,0,0,0,0.0334563091813887,0,0.0793809922259039,0,0,0,0.0957298292466072,-0.182270932636368,0.0227443409318971,0,0,0,0,-0.016188555722884
CVIX.Index,0.0448218869470568,-0.0495496160517346,0,0.029530333481188,0.106148526095979,-0.133826970832884,0.0167681550606991,-0.0824704191743455,-0.182434469145404,-0.222129289500768,0.458337681584685,0.150457663643681,-0.148330875610383,0,-0.0429982079216081,0.418969879773872,0,0,0,0.0506400937127668
DXY.Curncy,-0.043050361195225,0,0,0,-0.0238995593226453,0,-0.0470621529519473,0.0296266951206697,8.67361737988404e-19,0.0222819162688111,0.0448413691077842,0.00399015548746449,-0.00230312508569699,-0.0127159606268525,0.00419883279886359,0,0,0,0,0
SPX.Index,0,0,0,0,8.67361737988404e-19,0.0382377414170559,0,0,0.0252351850243985,0,0,0,0,-0.0437626983316132,0.0106170954774719,0,0,0,0,-0.0460197010422191
VIX.Index,0.329776127046161,-0.552132068580716,0.7212074450165,0,-0.815368788837842,0,-0.815606115486585,0,0.437910909298203,0.216975634104696,0,-0.640830602980842,0.0326400426291823,0.59034236432048,0.15119090357971,0,-0.13971387479693,0,-3.36184072366163,0
