,BTC,ETH,DASH,XMR,XRP,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.1521043769577,0.227476807978553,0.122468868850159,0,0.292713887591684,0,0.124201081417254,-0.259363322486555,0.561500269157846,0.140979044491455,-0.2231280131674,-0.0502796383663805,0,0,0,0,-0.0967173396002172
ETH,0,0,0.179078081383133,1.03099990561048,-0.123010621463471,0.888259023663962,0.487888196269849,-0.0195342443808862,0.0945019501711836,-0.885422073846981,0,-0.888136094323243,0,0,0,0,0,0.501805288447723
DASH,-0.177574582160353,0.178291810598587,0,0.169232454818373,0.384203206960811,-0.114142618701882,0,-0.0523837251830294,0.0629547112767046,0,0,1.2524705072139,0,1.99050085079322,-0.113287462983171,0,0,0
XMR,0.205297795249747,0.493780453054383,0,0,-0.220900113614657,0,0,0,0.215184670576521,0,-0.548305958215015,0.174972921722591,0,-0.501141360392685,-0.0211911820919942,0,0,-0.273536252426694
XRP,0.221454998448176,-0.0527942665236577,-0.0438749995183636,0,0,0.0404007145145779,0,0,0.219359750821035,0,0,0,0,0,0,0,0,0
ETC,0.587383955945654,0.514759180629392,1.73472347597681e-18,-0.322262478145133,0.0888973948816262,0,0,-0.0641692549576535,0.15066860381102,0.205319013277207,0,0.011195045842403,-0.160035365491997,-1.49427946991386,0,0,0,0
LTC,0.132112915399205,0.0441891603441651,-0.00675515250962263,0,0,0.0588778935411317,0,-0.119071455573026,0.115230765774612,0.0787759080770637,0.0254151236402139,-0.0514145784558744,0,-0.0962339115797299,0,0,0,0
XEM,0,0.414959179034191,0.255614641770362,0.0798890801455247,0.483148028830841,0,-2.4331301844979,0,0,0,0,0.0922779677406672,0.266667151548123,0,0,0,0,0
ZEC,-1.24552280585994,0,0.362607648119478,0.221972681236526,0.241836009900717,0.19790638430122,0.784290963027466,0.00103076067741561,0,0.632515361777315,0.0135357331894502,0.193099638932552,0,0,0,0,0,-0.0987140529420526
DOGE,0.4386490162859,0,-0.0260967040356704,0.060670208970383,0,0,0,0.0480575162514056,0.140826125829924,0,-1.73472347597681e-18,0,0.0602100071895836,0,0.317637728757872,0,0,0.140148701980305
XLM,0.0592138888610515,0.0486654053941916,-0.0532296758903485,0,0,0,1.21678392062549,-6.93889390390723e-18,-0.139045263850208,0,0,0,0.422028490534718,0,0,0,0,-0.515846499541822
NEO,-0.555017215848102,-0.447814678427323,0.10538209346981,0.522552096311438,-0.431938290165602,0.543557537581784,-0.180336273355679,0.0966460801182652,0.181186608781639,-0.755227615638511,-3.46944695195361e-18,0,0.311349997477702,0.0459329679293161,0.885796866335063,0,-2.32349206053126,-0.265925597738326
DGB,0.164365369867083,-0.0330104181971287,0.231543566634153,-0.418966304004852,-0.0145808578838481,0.3208668265118,0,0.131805406631587,-0.232289089393413,0,0.685883348356623,0,0,-0.413828290153722,0,0,0,0
BV010082.Index,0.269524309820715,0.0857477177083386,0.0509382809763827,-0.255838632149498,0.0117321316634446,-0.145080342335792,-0.0295769475942879,0.0194229925566304,-0.0423174361282491,0.345274012148333,-0.0373664395711773,-0.0589837997092012,-0.159729705661346,0,0,0,0,0
CVIX.Index,-0.0353148920770446,0.0460045768485338,-0.0842170277476618,0,0.49967284466369,-0.0461794360988526,-0.556408544865283,-0.0546400630610134,0,0.484605325781756,0.464482686767598,0.210916608930362,-0.21054725938289,0.233962769537216,0,0,0,0.450828066492398
DXY.Curncy,0.0134206802790421,0,-0.00802324277911157,0.0102966726058775,0.0249964174933439,0.0224630721442408,0,-0.0133457262608102,-0.0117438045157103,0.00829308526170251,0.00890993112599286,0,0,0.162651539531753,0,0,0,0.0204475727802258
SPX.Index,0,0.00119628003984234,-0.0154291800113215,0.0140702130044982,-0.0348551167263247,-0.0131241010094403,0,0,0,0,0.0470726105771832,-0.0165068821561787,0,0,0,0,0,-0.0204110044136598
VIX.Index,0,0.0451195433017217,-0.127010718393167,0,-0.48733225029546,1.73472347597681e-18,0,0,0,0,0,0,0.0533362824645661,0,0.989090741818638,0,0,0
