,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.101041060241509,0,0,0,-0.0676696661253085,0,0.037026819768717,0,0,0,0,0,0,0,0
ETH,0,0,0,0.84402814872915,0,0.107750932871426,-0.0867282613520533,0.0296470646121979,0,0.102659249796821,0,0.801915873864414,0,0,0,0.130103066571851
XRP,0,0,0,0,-0.0630892694897427,0.317970925177795,0.151578942391026,0.0321619123530984,0,0.359088388784125,-0.282984785527653,0,0,0,0,-0.0633318204080777
LTC,0.628076695258595,-0.0464490661642217,0,0,0,-0.035217539455585,0.037873573713025,0.00683600254120367,0.0263262474428412,-0.0900968182559569,0.00166133472883827,0,0.0562423212531044,0,0,-0.0341555153001864
ETC,0,0,0,0,0,0,0,-0.072091291961711,0,0,0,0,0,0,0,-0.26123522466284
XMR,0,1.16369267036763,0.359742718753506,0,-0.0131296032363827,0,0,0.231530917235331,-2.05552535553565,0,-0.127211721858201,-0.413083762713585,-0.10250668898067,0,0,-0.426480380581179
DASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,1.96226609507817,0.164531591943161,-0.382062855514401,0,0.0402828095860724,0.346618871816954,0,0,0,0.287881044200735,-0.299501598403777,0,-1.15504094026964,0,0,0
DOGE,0,0.192191620331105,-0.00241579448148976,0,-0.0101930189115603,-0.272919388441767,0.0610039554289347,0.123896666467962,0,0.106218018397115,-0.0159308350198086,-0.536827290389424,0.246813736736977,0,0,0
XLM,0,-0.405578788882963,0.65210778055676,0,0.163307372143502,-0.130563236531781,-0.295855943036428,-0.201596840464602,0,0,0,0,0.684367973435181,0,0,0.00455355001860455
DGB,0,-1.4052376508007,0,0,-0.17890976574163,0,0.701144657387565,0.356298668551559,0,0.416811218162379,0,0.699099209856069,0.643060902089925,0,0,0
BV010082.Index,0.350517674762813,0.162301665038013,0.0539511000681204,-0.207975174019781,0.0160782671137027,-0.158434083307978,0.176154418337664,0.071130464462786,-0.528309756018085,-0.0643697160358297,0,0,0.355707101027107,1.66366033842592,0,-0.138530808569111
CVIX.Index,-0.302983521803811,-0.161594877437791,0.0178492282607896,0.28644217392671,-0.0189183422202554,0,-0.271682768077101,-0.129946023397083,0.23315108678213,0.192250397404234,-0.20325222229689,0.0626624126135997,0,6.05209120797767,0,0.157535098398718
DXY.Curncy,0.0374032878818934,0.00350741844234033,-0.0392744098749163,0.0596600836552789,-0.00553509560583348,0.00160745063951095,-0.0162558552463311,0.000453699733066883,0,0.0226863738163932,0.0145144476737615,0.0884509295553974,0.0382946575971654,0,0,0.0115859843070277
SPX.Index,0,-0.044542043908217,0.0286498035787832,0,0,0.0129146069699946,-0.0198123960301607,0.0153832683914721,0,0.00556159638016489,0.0149797710590014,0,0,0,0,-0.0567587244222208
VIX.Index,-0.270604125723423,-0.225242440805173,0.411008949068283,0.338615428027098,-0.422310365280055,-0.0292627284171175,0,0.352030162732785,-0.605916927702708,-0.252574478240801,0.423239647516,-2.22658970923853,1.40824741274779,0,-10.1259118874728,0
