,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.231942887531425,0.0790089470948199,0.42499479002679,0.872365039985499,0,-0.0289574472464375,0.134556656142275,0.153721548789228,0,-0.24139092189853,0.0461900142614584,0.141625632362436,-0.69425793262505,-0.427773929214531,0,0,0.468464766463622
ETH,0,0,0,0.528236282358371,0.352739684813102,0.664974124932933,0.699736858879385,0.143839504070996,0,-0.563366441640948,0.0249293363179878,-0.292625130791008,0.320035183289888,0,0.0739983372482031,0,0,0.563338447464364
DASH,1.90382781743408,0,0,-0.0512070922825969,-0.611834359219375,-0.774763807058968,0.453909358952866,-0.2251590651571,0,-0.326788273254482,0.385937175920136,0.487269732721735,0.0887788363846138,3.09680366390965,0,0,0,0.403275721666044
XMR,0,0.837310119313234,0.162078511229695,0,-1.09231534875068,0,-0.572724169143683,0,-0.146964581193928,1.67569068697118,0,0,0.0779689383271274,2.48962269998974,0,0,0,-0.558929524044033
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0.225116199735676,0,0,0,0,0
LTC,0.230605480467501,0.0159872437329974,-0.0123168086520115,0,0,0,0.23033204684909,0,0.00188331691702546,0.0382219821312956,0.0892972336371133,-0.0349889347355809,-0.0899908635741328,-0.404482809796246,0.0693925689358153,0,0,0
ETC,0,0.120749046454196,0.169828107491148,0.0251773535967708,-0.064259265891117,0,0,0,0.00769935467184869,0,0,0.0649078671028836,0,0,0,0,0,0
XEM,0,0.477011311969649,0.0293924529771466,0,0,0,0,0,0.151202603192043,0,0,0.177097520846776,0.0347469718931917,0,0,0,0,-0.780163781755654
ZEC,0,-1.38777878078145e-17,-0.0185848841185171,-0.223762793267305,0,0.99813190447961,0.679142616916064,-0.0671378169409136,0,0.392731541970982,0,0.269541494001252,0,0,6.93889390390723e-18,0,0,-0.460989680178533
DOGE,0.341728957727143,0,-0.18372450350924,0.322152508112404,0.257948067345378,0,0,-0.031950352250851,0.196651302867555,0,0.276352995233798,0.210057924932006,0.196876121056368,0,0,0,0,0.192868255449522
XLM,0,0.247983167953525,-0.0556595393503209,0.20653029257554,0.249624003861208,0,0,0,-0.176678807084111,0,0,-0.00502224251177811,0.179198563554601,0,0,0,0,-0.188873147449274
NEO,0,0,0.149952834338328,0,-0.643510786408711,-1.23979993012365,0.313915847968695,0,0.149397300786582,0.63089382774196,0.20339492070159,0,-0.355542604817147,0,0,0,0,-0.384885461527831
DGB,0.0844026856262702,0.236251686670321,0,0,0,0,0,0,0,0,0,0,0,-0.33300878509583,0,0,0,-0.458258369305897
BV010082.Index,0,0,0.0161911774763872,0.102932825186597,0.578396207302906,-0.229998997300734,0,-0.00600740096271711,0,0,0.0371536371976636,0.0751873498078181,-0.152022601878786,0,-0.152432101091836,0,0,0.156097722178832
CVIX.Index,-0.360326570497955,-0.0020433461057242,0.0449053882255512,0,0.998601145785966,0,-0.296797690790857,0,0.0603697366422715,0.436661040046477,0,0.110230651037126,-0.0661757955464854,-1.12293569247059,0,0,0,0.652203063029317
DXY.Curncy,0.080505019702635,0.0194547167667633,-0.0135544604019145,-0.0114851134393224,0.0113525018121362,0,0,-0.0206212773757013,-0.0072956283940081,0,0,-0.00306338968402758,-0.0121272860529315,0.107415885402397,0.0246471218254397,0,0,0.0136681135876828
SPX.Index,0,-5.42101086242752e-20,0,0,-0.041864459084051,0,-0.0199767381473899,0.00579433190649615,0,0,0,0,0.0123823397557678,0,0,0,0,0
VIX.Index,0,0.317524008353203,-0.09039334680618,-0.245406704419427,-0.687000813501198,0,-0.188752684659773,0,-0.101343572022587,0.395458063770149,0,0,0.0195296533967076,0.530085890414686,0.665128473401742,0,0,0
