,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DGB,ZEC,DOGE,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0263214134258246,0,-0.201567477468087,0.207810982313655,0.217470774128905,0.0482668902866759,0.0042191058388462,0.0169051792653435,0,0.0710059310140264,0.0323148562588121,0,0,-0.298533461888924,0,0,0
ETH,0,0,-0.0854203000080154,0,0.0957724207478082,0,0.221845721369956,0,0,0,0.118977962192593,0.0719372269370228,0,0,0,0,0,0,0.0690868996185507
XRP,0,0,0,-0.0458195522769245,-0.229214605444488,0,0.577612325644898,-0.159694777332647,0.704275046532886,-0.154684841763957,0,0,0.107315636837474,-0.0838261657852213,0,0,0,0,-0.592505508731491
XEM,0.456769579628202,0,0.288008433170985,0,-0.105091675039357,0.0796351301282568,0,0,0,-0.110835532375227,0.041618607408622,0.422720144169705,0,0.059567613950503,0,0,0,0,0
ETC,-0.771718887633705,0.476390272480847,-0.392596854293158,0,0,0.269826339093262,0,-6.93889390390723e-18,0.412383930056469,-0.00835572465410839,0.254932155226238,-3.46944695195361e-18,0,0.0693707489025757,0,0,0,0,0.040176915895924
LTC,0,0,0.349338715138914,0.310236276210576,0,0,0,0.781726398248595,-0.706524894723916,0.0608323145032966,-0.356178799807425,0.225838036612668,0.137594929971535,0.390027597617606,0,0,0,0,0.593497737876569
DASH,0.665953219936249,0.253722709929673,0.731473516245777,0,0.220170422721961,-0.496347743917965,0,0.580537045996926,-0.799861898238313,-0.0136156791846378,-0.0746773701537068,0.197639801849408,0.022406670288823,0.144156120215454,0,0,0,0,0.144820603990938
XMR,0,0.314994192222899,-0.507074769445976,0.0238618364937387,-0.3615187945875,0.902322514276495,0.518631332056883,0,0.546247041481422,-0.0527902132863172,0.122648128593303,-0.091923693820562,0,-0.212760366526458,0,0,0,0,-0.395601916377503
XLM,0.26610267974875,0,0.808728683303328,0,0.29421177503919,-0.245073058752484,-0.289970119230242,0.41002651376253,0,0,-0.265406376279893,0.316364820199067,0.0544099903733711,-0.0194689232099973,0,0,0,0,0.162057484997861
DGB,0,0.616276029364924,1.0636228308767,0,0.354740555244484,5.55111512312578e-17,0.211305534714054,-0.106836421393144,0.061551525515387,0,-0.392122544638619,0.454287480970264,-0.0539725202513396,-0.52919284963588,0,8.95283284390295,0,0,-3.00233769028883
ZEC,0,0.220864964354074,0,0,0,0.411887988137737,0,0.162644061566211,0.00490712118249606,-0.0361130653718293,0,0,0.0529477332569712,0,0,0,0,0,0
DOGE,0,0,0,0.343988312229648,0,0,0,0,0,0.26165730043695,0.147529831720984,0,0.0346701691220872,0.169743316977236,0,0,0,0,0
BAT,0,0.185804137189916,0.573789524771803,0,0.209386240801759,0,0,0,-0.34582535313278,-0.140251995705651,-0.0976282425575768,0.15669077385467,0,-0.103777939364677,0,0,0,0,-0.551753838013305
NEO,0,-0.542443201142476,-0.526729745192459,0.750037694134337,0.66781264446975,1.00408972201813,1.03922220138619,-1.30839981319565,1.20782093229943,-0.441584473318418,0.200871754858911,-0.255146253713592,-0.00339129426015831,0,0,0,0,0,-2.19003815224118
BV010082.Index,0,-0.000215594284203947,0,0.00424222681981896,0.00367370060128614,0,0,0,-0.00153727643748659,0,-0.00314404460376989,1.0842021724855e-19,0.00135039164280741,0.0220426448735055,0,0,0,0,-0.0402177994428255
CVIX.Index,0,-0.0423213081596457,-0.0211432511976977,0,0.0694162441825185,0.0831341388484915,-0.110699964524757,0,0,0.0139718684787389,0.0622108292205241,-0.0160909051445029,0.00145829526229643,-0.0147285270740245,0,0,0,0,0.288375200331744
DXY.Curncy,0,0.0139137889096889,0,0.00711240117469798,0.00665038189009019,0,0,0,-0.00276897066448073,-0.00857211898789281,-0.00521252366988133,0,0.000267486672346058,0,0,0,0,0,0
SPX.Index,0.0110963118883692,-0.00771239142396789,0,0.00040283953455406,0.00362827626350461,0,0,0,-0.00847903378067355,0.00749920634739904,0,0,0.00170426711209017,0.000212491121538274,0,0,0,0,-0.0142110180897328
VIX.Index,0,0,0,0.254071010879867,0.23771065973601,0.415426736550583,0.315123744208015,-0.466300347514665,0.276747826573038,-0.220798545504548,0.00939412784086308,-0.044302770070575,-0.0159731422702227,-0.375388323873625,0,0,0,0,0
