,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0452275819719435,0,0,0,0.229435138383045,0.264546687587307,0,0,0.17908324908998,0,0.211229809358749,0,0,0,0,0
ETH,0.204333343939664,0,0,0.115816516258076,-0.169391142961608,1.53971543135777,0.408628133746299,-0.341110018806088,-0.238736638774546,0.2596554065448,0,0,0,0,0,0,0,0.200991875083022
XRP,0,0,0,0,0.519625599293869,0.131866257636193,0,0,0,-0.418649061672731,0.618104088442316,0,0,0,0,0,0,0
DASH,-0.174132647962277,-0.0594703755289838,-0.0189196163801172,0,0,0,0,0.11815020882473,0.254780653040975,0,-0.186952645848435,0,0,0,0,0,0,0
LTC,0,0.0752989584278186,-0.0402396296468325,0,0,0,0.106368485016331,-0.174272534301788,0,0,0,0,0,0,0.196504258834019,0,0,0
XMR,0.403761299946722,0.372613593163264,0,0,0.146802677699437,0,-0.225800707124906,0.203190150221135,0.203916768933979,-0.101928843675154,0,-0.00386215938804754,0,0,0,0,0,0
ETC,0.125555266192785,0.362318618696686,-6.93889390390723e-18,-0.141660557765745,0.422733892032916,0,0,-0.0529919521788383,0.366887347819387,-0.0167703099898224,-0.165708613722305,-0.298935557051879,0.29647203044078,-1.33507720507406,0,0,0,0
XEM,0,0,0.130530374882776,0.480957834381525,0,0.112238208258557,0.114740805124491,0,0,0,-0.136554584491588,0.457672462919344,0,0,-0.537801504620311,0,0,0
ZEC,-0.495582208175055,-0.342956377541185,-0.0757248869477766,0.755881783252409,0,1.18671848823389,0.197132058956855,0.0871085291037069,0,0.894761157976291,-0.0208931167158633,0.720216839126634,-0.320201968061054,0,0.884665456545762,0,0,-0.373792564667134
DOGE,0.3532082354307,0.0936444699187255,0.231917595655267,0,0.147970355444813,0,0,0,0.460881810671774,0,0.313870785621548,0.22648337393644,0.110345416641851,0.331778431686597,-0.950048406167116,0,0,0.766521335113958
XLM,0.391313954732162,0,0.13480647703933,0,0.192837247813266,0,0.315484460439401,0,0,0.183298307748907,0,8.67361737988404e-19,0,0,0,0,0,-0.118595541004245
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,-0.313954800357452,-0.128347786001719,-0.135705090325293,0.0971817235951849,-0.244582044571353,0.149707513503132,0.470059309460192,0.238166230418919,-0.390088436481394,0.192529341880217,0.393667863760471,0.473819270397262,0,1.4810603971943,-1.38777878078145e-17,0,0,0
BV010082.Index,0.26507272812628,0,-0.000633043526147759,0.113770704802687,0.0383366301223279,-0.0845613008058638,-0.140859918251336,0.00485922673979858,0.0221557345147337,0.00755193591656797,0,-0.103772112473293,0.0731058186919962,0,0,0,0,-0.0370793832074411
CVIX.Index,0,-0.0318129835682624,-0.0206225869920536,-0.191607512249,0.0252192183893079,-0.137459068641383,0.0222389934708745,0,0.193121562252163,0.0123856433217248,0,0,0,0,0,0,0,0.32628277374054
DXY.Curncy,0.0296819014728254,0,0,0,0.0127086764975771,-0.0185298579461844,0,0.00986471985815274,-8.67361737988404e-19,-0.0051671584793089,0.00366293219566917,-0.017268586020395,0,0.0420094826587135,0,0,0,1.73472347597681e-18
SPX.Index,0.0144732967495518,0.00282941600947495,0.00216524028137195,-0.0151684272399281,0,0,0.00339807132995221,0,0,-0.00961304874541899,5.42101086242752e-20,-0.0110569472292469,-0.00789768460401489,0,0,0,0,-0.0912322183014413
VIX.Index,0,0.123271295581194,0,0.0027288880038218,0,-0.573301709267576,0.00133913383780013,0,1.73472347597681e-18,-0.016816619620353,0.00189540354466454,0,-0.0349179675290725,-0.48213970885577,0,0,0,0
