,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.260953014461656,-0.069458378168722,-0.0200531604135794,0,0,0,0.139961980025098,-0.0423257154709569,0,0.246303801123506,0,0,0,0,0,0,-0.289079643048025
ETH,-0.221361017948791,0,-0.0172020157647632,-0.0990547362262787,0,0.896413147831383,0.303383428127393,0,-0.14821157319198,0.183890046699306,0.0408497525884803,0.304938551529803,-0.124258336966538,0.668334906239636,0,0,0,0
XRP,-0.3889166433986,-6.93889390390723e-18,0,-0.28683351262989,0.270063682888274,0.449103765223595,0.532264922835804,0,0.162057381805802,-0.40460240254388,1.3996211541383,0.21257757057769,-1.3056670639112,0,1.66655971759631,0,0,0
LTC,0,0.0205635493285136,-0.063051781711323,0,0.239978331250827,0,0,0,0,0.34111618601099,0.27872319342881,0,0,0,0,0,0,0
DASH,0,0.0404206676764934,-0.0284563682860634,0.154324999020582,0,0,0.00158985834723981,0.0662363649421777,0.131630425755945,0,-0.183067014541669,0,0.323721119071224,0,0,0,0,-0.164588397107582
XMR,0.250157352958592,0.360684260827245,0,-0.0099439333429566,0,0,-0.260013867088285,0.231530217066893,0.270501688266517,-0.137973325361652,0.0859182906420353,0,0.0787965604161525,0,0,0,0,0.451789822453591
ETC,-6.93889390390723e-18,0.200568352419767,-0.00485321225936973,0.363909948631436,0,0,0,0.200704701434495,0.541670799284608,0,-0.0449945883605386,-0.0383956976853459,-0.195017213746868,0,0,0,0,0
XEM,0.355548933537081,0,0.604693322463073,0.192173981226737,0.0498862452934727,0,0.538124752138942,0,-0.166198739419688,-6.93889390390723e-18,-1.26468500899915,0.383615030931188,1.0231001954516,0,0,0,0,0
ZEC,0,-0.0884863709506796,0.128804351120102,0.0199889275260243,0,0,-0.00267512870550155,0,0,0.237644937103632,-0.398833318795065,-0.310719101119532,0.13210929027897,0,0,0,0,0
DOGE,0.0866876069442683,0.786948376327048,0.321454772020615,0.245068828961512,0,-0.025914583574825,0,-0.451958593923838,0,0,0.154991401880805,0.145525823986637,0.608108325416667,0,-2.0123316571797,0,0,0.772623806852056
XLM,0.117015060306856,0,0.408498123775212,0.265441510232469,-0.0925914596359889,0,0,-0.490041127932466,0,0,0,0,0.620768256756881,0,0,0,0,-0.233802956597311
NEO,0,0,0,0,-0.202033066785797,0,0,0.00623917484348832,0,0.024552462502511,0,0,0.152538932439877,0,0,0,0,0.11783456781058
DGB,0,0,-0.21321500699458,-0.0855309038120694,0.127944225751499,0,0,0.331588735434039,0,0,0.365043053142124,0,0,0,0,0,0,-0.0498072726567509
BV010082.Index,0,0.0263028949763453,0,-0.00926888006354768,-0.0169547273168757,0,-0.0657414395671984,0,0.00050166919774169,0,0,-0.0104961732197909,0.0313714726805817,0,0,0,0,-0.143486639481159
CVIX.Index,0,0,0.021911746947295,0.0201506896931778,0.0725983812230147,0,0.0395688847008914,-0.0121739921216695,0,0,8.67361737988404e-19,0,0.0415491116187709,0,0,0,0,0.058194045666303
DXY.Curncy,0,-0.00525342950031918,0.00344402257809611,0.00490084949740894,-0.018256694753866,0.0245713204280436,0.0121011881209025,-0.00533243359148116,-0.01904901602987,-1.79910827826697e-05,-0.0108143014991695,-0.0131668680049786,0.00734938319840078,0,0,0,0,-0.0364253387483342
SPX.Index,0,0.00715049561516952,-0.000661277474954474,0,-0.0253947040448778,0,0,0.000124066614705986,0,-0.00460997819591573,0,-0.00871912286519341,0,0,0,0,0,-0.0887494521275528
VIX.Index,-0.185092734467505,-0.0543089482690195,-0.0941668689781545,-0.0120755504428019,-0.223385833200902,0.287691827180199,-0.0991088255349665,0.0179334644349626,-0.139693793497392,0.054854583824085,0.118262341131681,-0.0929068727262652,-0.0229442044504128,-0.81208989372261,0.812162404198712,0,-8.61713981593953,0
