,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0921138360539818,0,0.217836131265719,0.0124829774970313,0,0.103118993950087,0,0.116445719297583,0.0950846214036382,0,0,0.113294022510942,-0.0062653654556863,0,0,0,0,0,0
ETH,0,0,0,0,0,0.192369881892232,0.0605288095054534,0.415474909853742,0,0,0,0,0,-0.161433482281081,0.605107104292716,0,0,0,0,0
XRP,0,-0.0732472235299886,0,0,0.309376060790073,0,0,0,0,0.149220871710752,0,0,0,0.336246324163048,0,0,0,0,0,0.0257556533667996
BCH,0,0.157098108541867,-0.0807367923116763,0,-0.101364022092194,0.310330400576388,0.105461775375983,-0.083412640023296,0.0959476748676739,0,0.113387855820297,0.390332749612932,0,0,0.294857958508567,0,0,0,0,-0.109426933190496
ADA,0,0,0.254654680822954,0,0,0.638421272767812,0.0668489365673505,0,0.106093707659091,1.73472347597681e-18,0.0824488870199843,0,0,0,0,0,0,0,0,-0.00824679843644456
LTC,0,0.294372449339867,0.15369915017629,0.192165769040353,0.25662230253252,0,-0.038535941676521,-0.155582353494492,0,0.0696545597677416,0,0,0,0.00910020093773488,0,0,0,0,0,0.0612835211857456
NEO,0,0.206278715722852,0.115029168661717,0.610748612902704,0,-0.0597212738623177,0,0,-0.0557568039813163,0,0,0,0,0,0.152609899643781,0,0,0,0,0
XLM,0,0.131140288396629,-0.0200597452054818,-0.118065272268052,0.704848891650081,0,0,0,0.0780891932511673,-0.00138225728414268,-0.448494037996192,0,0,0.494391614051176,-0.0200642573971841,-2.22265655009194,0.462412035044595,0,0,-0.156198988184551
EOS,0,0,0,0,0,-0.207826946572571,0.0244175333615955,0.328106569179383,0,0.0602831147807179,-0.0417255242301995,0,0.273004757449097,-0.0484604266564342,0.593096871819421,0,0.418013536028676,0,0,0
XEM,1.10475040323795,-0.695357963274583,0.263665166065772,-0.651303402652249,0,0.603736435719903,0.219180539693403,0,0.454533842255906,0,0,0,0,-0.103177270514249,0,0,-1.46595713581176,0,0,0.220875566821905
MIOTA,0,0,0.101468943571496,0.484532625903673,0,0.137263046661006,0,-0.101268354208938,0,0.179163699718914,0,0.189742793159534,0,0,0,0,0,0,0,0
DASH,0,0,0.154641056360148,0,0.217794624623449,0.0710713161015674,-0.0104155772490082,0,0.132484896570956,-0.0166259133793153,0.197901575735496,0,0.204673011425235,0.0784621518721923,0,0,0,0,0,0.0374757376831627
XMR,0,-0.100943333606523,-0.195686917773965,0,0.24777069088682,0.0305901962376258,0.108074387116631,0,-0.0870928794608607,0.053143689364491,0.0199195185020578,0.4603377363446,0,0.0190855297130203,0.319879648777754,0,0,0,0,-6.93889390390723e-18
TRX,0,0,0,0,0,0,0.089624296753665,0.277426901961499,0.150371853154257,0.408698544306207,0,0,0,0,0,0,0,0,0,0.0790838800906653
ETC,0,0.213462515184882,0.145873014814473,0.149992524747758,0,0,0.175772167355803,0,0.0578514456748422,0,0,0,0.225691930270103,0.101887032465003,0,0,0,0,0,-0.000199393901713225
BV010082.Index,0,-0.0198307689275201,0,0,-0.0200525025735998,0,-0.0394122072083572,-0.0851916408039671,0,-0.025186244165226,-0.0247286993355149,0.176480125733213,-0.0517393567075204,0.0570349234414662,0.0251952747539538,0,0.137831087431554,0,0,-0.0521717949371325
CVIX.Index,-0.182597570567694,0,0.0794774129396185,0,0,0,0,-3.46944695195361e-18,0.08607418743257,0.129641877599275,0,-0.202991862984853,0.0963157857449757,-0.0729870628267133,0.0265042911382514,0,0,0,0,0.0285551141441247
DXY.Curncy,0,0.0238450832787803,0,0,0,0,0,-0.00214344414495918,0,0,0.0149736824343247,-0.090684313953453,0,-0.0128707602540193,0.0438152679966992,0,-0.106450126051175,0,0,0.0207494282212566
SPX.Index,0.0466716959934112,0.0572656776452756,0.0484558389654505,0.0424304900885487,0.0428632639103036,-0.0723332691048808,0,-0.0435489678323893,0,0.00862065276834235,-0.0291386249638758,-0.0730116724667593,0.0200897820041714,0.047618416666114,-0.0925864724133138,0,0.172168864566171,0,0,-0.0597859129636956
VIX.Index,0,0,0.19209811721556,0,0,0,0,0.331448862212646,-0.209145181356735,0,0,0,0,0,0,0,0,0,0,0
