,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ZEC,ADA,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0819158751679908,0,0.221296506684631,0,0,-0.281048468929133,0,0.181668016884353,-0.479571077867959,0,0.0963947090175726,0.0374803513754873,0.186436819027581,0,0,0,0,0.110146462137068
ETH,0,0,0.132843849548278,0,-0.196677903954391,0,0,0,-0.0574924828126497,0.159777570154761,0.149838666334133,0.098872563820576,0.216845154559418,0.0593077769996241,0.0327974442488334,0,0,0,0,-0.0456697064626677
BCH,0.412476778974336,0,0,1.082896350028,0.160966139556677,0,0,0,0,0.246615093755196,0,0,-0.237187325219282,0,0.194930208181803,0,0,0,0,-0.139691280553704
XRP,0,0,0.185408113032416,0,0.128634253688604,-0.0656667054000239,0,0.0928417208718638,0.125358796531604,0.00454315157097511,0,0.0335585762337728,0.0664949844380771,0.105640001167408,-0.0270233736973962,0,0,0,0,0
LTC,0.33720176477685,0,0.206911979293679,0,0,0.197859631962553,-0.18430831315753,0.100703669191584,0.032411278611036,0,0.19341290210278,0.0762665704674173,0.15541793024948,0.00440650023244486,-0.0682854043416458,0,0,0,0,0.0719959111105219
DASH,0,0,-0.134451706362376,0,0.0675704645648036,0,0,4.33680868994202e-19,0.0633728420154215,0.185116165175168,0.0803490038494453,0.149652239615693,0,-0.0315865501591911,0.0894396556961323,0,0,0,0,-0.149861958983291
NEO,-0.842521065994295,0,0,-0.390544772047722,-0.188670591821338,0,0,0,-0.175912799579828,0.349100862876659,0,0.452655893729314,0.286396046877194,0.151724533971831,0.294216118644211,0,0,0,0,0.0509285261919174
XEM,0,0,-0.256617007877141,0.592788746897937,0,-0.484184629160779,0.073549803680635,0,-0.0869849005099935,0,0.626629824450119,0.226440685942783,0,-0.146075174831688,-0.0491537240421765,0,0.116179098698522,0,0,-0.592499126119921
XMR,0,0,-0.0620003760833782,0,-0.146077687712908,0,0,0,0,0.191989594386754,0.150860645892703,-0.00571766173688026,0.100170222524815,-0.00465017642569928,0.125764864906596,0,0,0,0,-0.147216657297522
ETC,0,0,0.0804052070029233,0,0,0,0,0.257409514147796,0.00714623648431589,0,0.044078023576282,0,0.0629397349192219,0,0.138575117434926,0,0.567612887548219,0,0,0.118505851986374
MIOTA,-0.939847614959212,0,0,0,0,0.456535423110011,0,0.247089148142425,0.318122932394529,-0.193327516560143,0,0,0.158474337497391,0.119641485140397,0.231907932685368,0,-0.642968251496251,0,0,0.275043697527876
ZEC,0.0699127567111846,0,-0.0853154500333136,0,0.581284411617596,0.0852386656653144,0.26254817468002,-0.00232008942240053,0.0965350017561672,0,0.210060341322309,0,-0.116647217165042,-0.0208249756933851,0,0,0,0,0,0
ADA,0.173112480474879,1.32101161710818,-0.313319134963329,0.523954729582725,0.366906362378289,0,0.312334791088933,0,0.0538402947747671,-0.156471807274334,0,0.368274164235446,0,-0.0721750703637857,-0.294196536931679,0,0,0,0,0
XLM,-0.659844068415598,0,0,2.49261621875024,2.77555756156289e-17,0.0133929810512563,0.125784214209879,-1.14743942611501,0.676257601277298,0,0,0.605830850979796,0,0,0.12147604675328,0,0,0,0,-0.150630408402854
EOS,1.08319191583164,1.90134023457944,1.30472557588459,0,2.77555756156289e-17,1.30201002161553,0.672987881591002,-0.155563898860081,0.362180507354218,-0.430632493392281,-0.612411892301977,-0.892886422649406,-0.437495900188656,0.0945457315520512,0,0,0,0,0,0.979256770575788
BV010082.Index,0,0,0.0136046516405779,0,0.0367054873103845,0,-0.0569726057349975,0,0,0,0.00141042188262142,0.111048415331787,-0.0441203809487773,0,0,0,-0.130944864870167,0,0,-0.00625636056879632
CVIX.Index,0,0,0,0,-0.0486057188292286,0,0,0.0375618266104946,0,0.0794982783357198,0,0,0.0239782312182835,0,0,0,0,0,0,0.0897329607505801
DXY.Curncy,-0.00755996330389808,0,0.0197094628691846,0,-0.0154276137137904,0,0.00486840556390808,0.0269261506917247,0,-0.0142354989906719,0,0,0,0.00682365608258629,-0.0030481615666013,0,0,0,0,-0.00577664074915238
SPX.Index,0,0,0,0,0,0,0,0.00664160274760328,-0.00210421882325841,0,0.0184988432533847,-0.0385140743818255,0.000900579837940106,-0.00360734112264251,0,0,0,0,0,-0.0482720826313449
VIX.Index,0.302329458665205,-0.272650103659855,-0.561602147250388,-0.0196054491912167,0.51396739112751,-0.951048144200849,0,-0.949395056639126,-6.93889390390723e-18,0,1.13504133779529,0,0.0117326691618678,-0.115391480073488,0.143248078222192,0,0.47536266897795,0,0,0
