,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.443192782646098,-0.13701058028571,-0.0627749642201003,-0.116661361620937,0,0,0,-0.0100366840976854,0.0749861700445663,0.227445850116411,-0.0791086768521218,0,0,0,0,0,-0.29986394513468
ETH,-0.150936233939781,0,-0.102225278936507,-0.104895069659038,0.166551616585245,0.453729993718163,0.130018490730459,0,-0.0824252271546528,0.0352816338407555,0.309972444464995,0.268327296909539,-0.224865618892595,0,0,0,0,0
XRP,0,0.386095747238561,0,-0.0776743601951486,0,1.05125766832104,0.485873373994615,-0.590783588113068,0,-0.570903775503502,1.3563769805449,0,-0.630667738166471,0,0,0,0,0
LTC,0,0,0,0,0.129221265873113,0,0,0,0,0.458255897811209,0.0409077059490117,0,0.208177119059537,0,0,0,0,0
DASH,-0.368563144219264,0,0,0.113326415735152,0,-0.227866797878334,0,-0.114478338456806,0.00947270771786664,-0.367158462280276,-0.0447388879117042,-0.156889526965721,0.36890365546462,0,0,0,0,-0.14374134145266
XMR,-0.115248443140765,0,0.0104088595952175,-0.141420886080594,0,0,0,0,0.241117055942849,-0.0681152832023278,0,0,0.0112137288347725,0,0,0,0,0
ETC,-0.0598932645377113,0.206746027794241,-0.0214049115813592,0.341372724898676,0,0,0,0.244782826950173,0.548770544925881,0,0,-0.0109691482615201,-0.224594874365013,0,0,0,0,-0.0596893622694008
XEM,0,-0.097385337646855,0.00619735705249766,0,-0.252821861311044,0.0987531059800137,0.168262906560837,0,-0.115236209294908,-0.25556679838304,0,-1.73472347597681e-18,0.570227112890794,0,0,0,0,-8.67361737988404e-19
ZEC,-0.0689234012871168,-0.142931749413762,0.107357705940814,0,0,0,0,0,0,0.260429561100294,-0.3733405960676,-0.283841669853689,0.100407177423182,0,0,0,0,-0.0283918186389238
DOGE,0,0.458529590012927,0.0268907832710381,0.143528602217127,-0.188179977480063,0,0,-0.850132746490628,0.135842825302135,0,0.459777143661681,0,0.561610251147903,0,-1.96594893964057,0,0,1.04164243729272
XLM,0,-0.104686510281106,0.408353620329011,0.233100081764373,-0.154898822487917,0,0.0235823351199276,-0.552819147538738,0,0,0,0,0.668604725515876,0,0,0,0,-0.331451041981702
NEO,0,0,-0.130541315981285,-0.0473166528466306,-0.275414021878194,-0.0334896366017805,0,0,0.308563900924543,0.0445413598191043,0.20367085670255,0,0,0,0,0,0,0.086329990655767
DGB,0,0,-0.191227110178313,-0.0784896415585938,0.515919586406369,0.334356573183129,0.273999525590864,0.658470340091757,-0.100729280992873,0.507524110679341,0.0936801897271114,0.595628718403146,0,1.50141556141259,1.48773506629342,0,0,0
BV010082.Index,0,0,0,-0.0218807130376499,-0.0192420745145895,0,-0.0422196967567291,0,0,0,0,0,0,0,0,0,0,-0.133507496279583
CVIX.Index,0.0301259928392776,0,0.0336209362161686,0.0425269136158989,-0.00145481019231708,0,0,-0.120929881748723,-0.00110856370286334,-0.118131791212559,0,-0.015809941775479,0.137591237311891,0,0,0,0,0.088657733734904
DXY.Curncy,0.0209598171960753,0.012154596313745,0.00499003274786496,0.00448548855356823,-0.0270461040055077,0.0149190109531132,0.011886992234396,0,-0.00431850796746362,-0.000952565984939239,-0.0163301263419348,-0.0214012073807392,0.0048706811490024,0,0,0,0,-0.0227414557074392
SPX.Index,0.0341630838771205,0.0271544542202801,-0.00025905530544375,0.00533885630394072,-0.0234583956620953,0.0107739007128241,-0.00388383784203106,0,0,-0.0077094764889737,0.000962353111999518,-0.0259970665991405,0,0,0,0,0,-0.0607530866400867
VIX.Index,0,-0.0511080683576868,-0.0149268405927364,-0.0544355678265771,0,-0.153173002729567,-0.079924517464686,0,-0.0535371719926396,0.0411405204757548,0,0,-0.0463809807458624,-1.80000471702619,0,0,0,0
