,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.204051295301615,0.191096681019505,0,0.263530336743489,0.240062698561196,0,0,0,0,0.237611838280414,-0.624033916935368,0.229985791759017,0,0,0,0,0.0618760791713842
ETH,0,0,0.218276880276015,0,1.21292019479769,0.703230546716904,0,0.358000077817852,-0.563584509748186,0,0,-0.0449461548878806,-0.754966295884233,0,0,0,0,0
DASH,-0.0584935664211692,0.0490166605787138,0,0,0,-0.324498247926634,0,0.180432475318448,0,0,0,0.60025708437742,0,0,0,0,0,0
XRP,-0.410354957014625,0,-0.0260338243875347,0,0,0.0555929262056149,0,0,0.403593761094899,-0.429357127135472,0,-0.27863690050796,0.517930151227898,-0.740703308958744,0.737917268253959,0,0,0.100589481805413
XMR,0.689057991842733,0.392992172640762,0.148890383886097,0,0,-0.0249259607323627,0,-0.012286458884836,0.216829217940136,-0.232917659034912,0,0,-0.30143297221876,-1.13994397255535,-0.178652378787655,0,0,0
ETC,0.210045083528267,0.359902304691662,-0.0357138865538725,-0.226282112184065,0,0,0.952496540438389,0.0839146295538555,0.113622501280257,-0.281668716025248,0,0,0.0764662714163897,-1.39880664364281,0.586638011597128,0,0,0.0675456921468141
LTC,0.07361909653069,0.0416360447305697,0,0.0493491758568675,0.0200056414082394,0.0909601255910142,0,-0.116591044802508,0.0896807110261791,0.100954537279692,0,-0.021175742849292,0,0,0,0,0,0
XEM,0,0.305837463342123,0.239984902594852,0.201236279214438,0.0182224503704848,0.382670126316832,-2.95490143165526,0,0,0,-0.123600351048778,0.151697375741403,0.39096515805288,0,0,0,0,0.0897799583060084
ZEC,0,0.00604919038299888,0.037204599368231,-0.0634581710879323,0.284229763480459,-0.230959824437232,0.735846465185754,0,0,0.0162647737643831,0,0.234081262974278,0,0,0,0,0,0
DOGE,0,0.223814023748989,-0.138858966972049,0,0,0.147781941897712,0,-0.14273091260229,0.467204163821609,0,0,0.331650791213502,0.497746959757095,0.893665442232782,0.422652368145969,0,0,0.219907991546063
XLM,0.560241122702793,0.0886387327268633,-0.18571073625357,0.505227328831169,-0.1142861124926,0,0,-0.167588194094725,0,0,0,0.338112778966137,0.376499288239392,0,0,0,0,-0.799247836168712
NEO,-0.340316650148217,0,0.080611106045215,0,0,-0.144623537868342,-0.414178334933834,0,0.311237599602104,0.0680872519421324,0.0128053354325443,0,0.205592223369092,-0.548257857531732,0,0,0,0
DGB,0,-0.285646387697644,0.339653253294831,-0.0425669916344248,0,0.414855176611108,0,0.464869268013,-0.433212526378999,0.548267152560862,0.117983385677103,-0.148964151519228,0,-0.810911594663448,0,0,0,0
BV010082.Index,0,-0.0233709404769501,0.0961137428000289,-0.0233818028875207,-0.141449988068514,-0.0449338609703453,0,0.0757269980809844,0.000593612854933607,0.159417836171036,0.049195812371523,-0.308500925210432,0,0,0,0,0,0.0149160248181155
CVIX.Index,0,0,-0.188282460902686,0.10634040831138,0,-0.0687196481096183,0,0,0,0.180862504975083,0.178579415208815,0.0320344061943914,0,0,0,0,0,0.475441954709077
DXY.Curncy,0.00415616908760308,-0.00621310581317507,1.0842021724855e-19,0,-0.0130277371127758,0.0110300788235675,0,0,0,0,0.00579754965396725,-0.0330579340962434,0,0.0668482134699495,0,0,0,0
SPX.Index,0.0195936774503376,0.0172722004762456,0,0.000562639052397785,0.00516874661451544,0.00270842524074848,0,-0.0090281331086813,-0.0142276223203461,-0.0109715325118919,0.00725663864659788,-0.00260211090896098,-0.0143328500735155,0,0.0221991229905114,0,0,-0.0859605525509283
VIX.Index,0,-0.00036609577391454,-0.0496015252477394,0,-0.170801653931789,0,0,0,0,0,0,0,0,0,0.248314308282469,0,0,0
