,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.291314404514991,0.174541607749845,0,0.252382408626191,0,0.373200796747766,0,-0.20375653353315,0,0.213609288511472,-0.33563429522669,0.139143959563274,0,0,0,0,0
ETH,0,0,0.188309720560914,0,1.23195924396142,0,0.671333566670063,0.37142923811587,-0.582671267595957,0,0,0,-0.755412190399738,0,0,0,0,0
DASH,-0.520916495115146,-0.0869936192976201,0,0,-6.93889390390723e-18,0,-0.0619479397810071,0.228980011022823,0.163031571594639,0,0,0.115631857374972,0.17553626733351,0,0,0,0,0
XRP,0,-0.0341325609293384,-0.0794160652939231,0,0,0,0.191220211250392,0,0.45544465092848,-0.69427717085806,0,0,0.232268355776722,0,0.501406238535852,0,0,-2.77555756156289e-17
XMR,0.75504653422489,0.452450399423821,0.132529267115485,0.0943976639894486,0,-0.445376416014581,0,0,0.279106300050488,-0.0933690891444406,0,0,-0.345043399190644,-1.06517660398558,-0.212669760016277,0,0,-0.00687807695912
LTC,0.107356652609631,0.0563562171829003,-3.46944695195361e-18,0.0496054816013104,0,0,0.0840922690448555,-0.117560203680432,0.09586730737468,0.0816119135642996,0,0,-0.00980845385780253,0,0.000741858547187907,0,0,0
ETC,0.0565200687294113,0.316120796829267,0,-0.207159513889534,0,0.695951873816974,0,0.10452982751094,0.19490213738825,-0.163260209867959,0,-0.426442583594293,0.0653984802990715,-1.58000533265111,0.334065201179227,0,0,0.075593929150898
XEM,0,0.308158819881049,0.2440987744953,0.197664156894128,0,-2.98637251995275,0.396743975100723,0,0,0,-0.107827336534048,0.153967327891468,0.379891315960556,0,0,0,0,0.087118843177248
ZEC,-0.747085351997763,-0.406055249189298,0.255682953771339,-0.0196687219004216,0.517825965737415,1.0820454032302,-6.93889390390723e-18,0.365956976285451,0,0.309613299090645,0,0.191271281247137,-0.144580159956175,0,0.265113491248559,0,0,0
DOGE,0,0.286976786964962,-0.0657812092798166,0,0,0,0,-0.220567288532608,0.448098336638254,0,0,0.155617243132361,0.308298980646466,0.921068526218076,0.579727942799524,0,0,0
XLM,0.346791557474449,0,-0.0748197661179031,0.585027787530329,-0.219976657030281,0,0.333946279708987,-0.149603388005565,0.194607745197682,0,0,-0.106594541534072,0.370115812184871,0,0.0473181870776481,0,0,-0.733716580227027
NEO,-0.110942211990972,0,0.138070817546748,-0.0403153596010471,-0.172266123914859,-0.328202300316913,-0.187777760739409,0.0514666999923161,0.224076548025492,0.244169450501134,0,0,0.0785544479332218,-1.28087003271941,0,0,0,0
DGB,0.333717774360685,-0.241002644528613,0.136965751409738,-0.0707534448404202,0,0,0.280364766592184,0.426412206461697,-0.293798912672229,0.154522226253276,0.216145314523059,0,0,-0.206561560565993,0,0,0,-0.301103259400386
BV010082.Index,0,0.0496117174843711,0.0628581455868819,-0.0606751065783598,-0.131455890427314,0.28970272703129,-0.24202908833388,0.1144208009083,-0.061275188078375,0.0631240309204966,0.181326949380992,-0.00730075786794032,0,0,-0.189456469546124,1.20066194880148,0,0.115017961385373
CVIX.Index,0,-0.000830101967661749,-0.187607558190373,0.106299094062813,0,0,-0.0676855836825439,0,0,0.181413498737616,0.179709241701734,0.0342296807949429,0,0,0,0,0,0.475830542761875
DXY.Curncy,0.0169007134869346,0,-0.0112897862502833,0.00497275825294623,-0.00785056757373719,0,0.0132801496813121,0.00201079992231391,0,0,-8.67361737988404e-19,0,0,0.113559074455154,0.010730347628523,0,0,0.00183200982435634
SPX.Index,0.0142827230678223,0.018488822673179,0,0.00411159190883119,0,0,0,-0.0154442854538605,-0.00791007954884431,0,0.0154244561757818,0,-0.00543535439464256,0,0,0,0,-0.0736381736817072
VIX.Index,0,-0.000375191839275486,-0.0495559821220604,0,-0.170787360934269,0,0,0,0,0,0,0,0,0,0.248311848147763,0,0,0
