,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ADA,ZEC,BAT,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.44298145055431,0.0563877900750804,0.149239731976773,0.0425626627589486,0,0,0,0.0266875895598672,8.67361737988404e-19,0,0,0,0,0
ETH,0,0,0.200330588111985,0.0204431345575573,-6.93889390390723e-18,0.193431074903109,0,-0.0292593220872302,0.160879254735388,0.533722797073447,0,0.0671720022674966,-0.0516195216622755,0.0125146508986191,0,0,0,0,0,0
XRP,0,0.0145722896147377,0,-0.0372251803310955,0.269188176470121,0,0.0903801410923946,0,0,0.256231180328079,0,-0.0388991319863814,-0.0110043013858628,0.00744088893628758,-0.0382171977309602,0,0,0,0,0
BCH,0,0,-0.993488313955074,0,0.446304993721654,-0.518722524504974,0.681703035283542,0.0910272418894319,-0.0914900996239953,0.800194144316897,0,0,-0.0439592912034238,-0.229916442252713,0.181658305241459,-0.297138254053697,0,0,0,0
LTC,0,0.352731732253522,0.00248783697487863,0.0810112211913884,0,0.153018559371642,0.102874061636521,0.107457994078542,-0.0442757354746268,-0.22132359386146,0.495893990375151,-0.047374185299986,-0.0138406681739115,0.0630827026546363,-0.0985557439806832,0,-0.80005575123613,0,0,0.0363771796349762
DASH,0,0,-0.444344707761462,-0.397350973746873,1.94135520447339,0,-0.0458985293701558,-0.379359094827038,0.0918924780871221,0.587219162474813,-1.07663433996043,0.335134043446593,0.149518663060896,0.228479430610143,-0.0277765481944737,0,0,0,0,0
XEM,0.979519723569264,0,0.492564938924936,0.258775282718179,0,0.458570221279533,0,-0.184269316437305,0.415980086119832,0,-0.452280894910358,-0.146361522209782,0.0965514190249295,-0.123706447359048,0,0,0.176465301730445,0,0,0
NEO,0.225366927988939,0,0.797502548335567,0.38937172160787,-2.77555756156289e-17,-0.4963382416348,0,0,0,0.0432781284309928,-0.439943801139883,0.443628236587821,0.664648132999078,0.572121011587067,-0.435927828137744,0,0,0,0,0
MIOTA,0,1.50693746833339,-0.148168183160345,0.169909839814369,0,-0.0436801514848098,-0.135289263453408,0.143065127984384,0,-0.923591445068181,0,-0.310045169386986,0,0.0219899056934192,0.390490634644142,0,0,0,0,-0.341722246758074
XMR,0.0373253286699271,1.06711089538807,0,0,0,0,-0.159741559073089,0.162823223321037,-0.470382084026457,0,0.17422222114723,-0.289771656503561,0.112555867508116,-0.0263425765054772,0.0542787379644206,0,0,0,0,-0.0999139268829271
ETC,0,0,0,0.186086949656024,1.31555662831128,-0.265257261454224,-0.113786246040385,-0.240066235010106,0.00981750344816196,0,0,0.0188326586147301,0,0,0.109559771366158,0,0,0,0,0
ADA,0,0,0,0,-0.206214314548446,1.25742057848902,0.5270593602052,0.485932535758458,0,-1.38787972822519,0,0,-0.491915580527363,-0.722019833846757,0.536139934733941,0,0,0,0,0
ZEC,0,0,-0.258609299756217,0.115073379894511,0,0.156158671923913,0.0960080633339314,-0.177299364547159,0,0.451838205639605,0,0,0,0.013210409699152,0.395471600002055,0,0.361125161745111,0,0,0
BAT,0,0,0,-0.858557317012348,0,0.279064462933671,0,0.376788331105347,-0.217305807745567,0.478950259321273,0.673997108907524,-0.474297633146471,-0.332451433461988,0,0.677151515981294,0,2.91887170833984,0,0,-0.566799877489419
EOS,0,0,0,0.057234266788235,0,0,0,8.67361737988404e-19,0,0,0,0,0.843534399353203,0.0159420658007469,0,0,0,0,0,0.327934005825368
BV010082.Index,0,0,0,0,0,0,0,0,0.00654440866883561,0,-0.0502648082169275,0,-0.00199231669297734,0.0496504413956302,0,0,0,0,0,0
CVIX.Index,0,0,-0.237372620658627,0,-0.113366980450329,-0.124923234975159,0.190427958090576,-0.0338116436666135,0.0631035663658395,-0.0886337096523696,0.00368329712079206,0.0687428472564543,0.102076260738531,0.166945761449673,-0.169144288811571,0.0385945159820416,0,0,0,0.30760064764129
DXY.Curncy,0.021567034713484,0,0,0.0159588543757186,-0.00989600333994978,-0.0161650593391763,-0.0156635785135312,-0.00859503484555515,0,0,0,-0.0210280364022711,-0.015145708770758,0,0.0230797795791234,0,0,0,0,0.0656671426987941
SPX.Index,0,-0.0273114312694363,-4.33680868994202e-19,0,-0.000534217824698051,-0.0210264306070583,-0.0129876221491711,-0.00694905063392248,0.0285672897319555,0.0382007745320658,0.00694864883012802,0.000479182305085893,-0.0186792080838466,0.0108161741316977,0,0.0883993675712283,0,0,0,-0.0138489288581883
VIX.Index,0,0.205371232822705,0.392333112152923,0,0,0,-0.102331854224816,0.0644546846142544,0,0,-0.249270805366511,-0.1028301966594,-0.0644257742719501,-0.0564147417942399,0.0999621747446835,-0.233867075104618,0,0,0,0
