,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,INNBCL,TAGZ5,XTZ,LEO,XMR,XLM,ADA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0672045467550599,0,0.376030360968255,0,0,0.0671351528920716,0.00292981042298722,-0.0293317432466609,0.124996488197597,0,0.0852294193109459,0,0.117705918082813,0.0749030706357296,0.0472932630327047,0,0,0
ETH,0,0,0,0,0.0522799860034711,0,0.22521162359755,0,0.0018330507811038,0.0249941835627553,0.243138951027316,0,0.0847048289886372,0,0.341898502624877,0,0,0,0,0
XRP,0.201349259870383,0,0,0,0,0.0284792365041813,0,0.101219244173317,-0.00370913509735877,0,-0.0423425417918398,-0.405831304082877,0,0,0.653517223739665,-0.161593543793893,-0.0752472864142146,0,0.0432930543361864,0.0435463649319992
BCH,0,0,0,0,0.368119187192207,0.289818694029638,-2.77555756156289e-17,0,0.000692600342240309,0,0,-0.0511904610675562,0,0.0247084031597966,0.287739962199797,0,-0.0575934109576138,0,-0.105842801375592,0.031095010280291
BSV,0.663665913191622,-6.93889390390723e-18,0,0,0,0,0,0.2554875772385,-0.00944962689642844,0,0,0.569973752115835,0.0583311318706209,0,0,-0.12457984586731,0.157199247403075,0,0,-0.00934432909348578
LTC,-0.204121600651686,-0.0557909161346009,0.157155343334789,0.165473409119365,-0.165632532520816,0,0.664692174647029,0,0.000116521096002525,0,0.256521421146254,-0.0604827270414631,0.139376252730647,0.0864453303182022,0,0,0.0820671611265208,0,0.0719343631956233,-0.0110994715849677
EOS,0.00579287555512903,0,0,0.190176362306734,0.134500214917062,0.486149315714435,0,0,0.00581488911634185,0,0,0,0,0,0.022463254230287,0.103301300730063,-0.0283774287277439,0,0,0
BNB,0.183163493811033,0,0.181534089262039,0.171245548552232,0.062250831334327,0,0,0,0.00374832514707499,0,0,0.224702937938944,0.0874456437884085,0.155801931180488,0.26799368151101,0,-0.0856496108593899,0.291047234444776,0,0
INNBCL,-21.2865653953204,0,-8.89739332864251,0,9.85203768522644,8.3098106786111,0,0,0,-3.1447172442971,5.81833043639821,-5.85126721725563,0,0,0,0,0.19964747201763,24.2672585355617,22.3335987776562,14.9966532907606
TAGZ5,-0.862889652668957,0,-3.21004008587388,2.06159954997797,-0.380036357003021,0,0,0,-0.0719329921437106,0,1.26502522028996,-1.83077868631996,0,1.76836615466086,0,0,0,0,2.42558426586099,1.20865881893122
XTZ,0,1.31687832343526,-0.276939846425372,0,0,0,-0.156635746501264,0.131893649572766,0.0116421689322902,0.164529081904579,0,0.209941293138051,0,0,0,0,0.0497302478149266,0,-0.14258077596191,-0.134665869939486
LEO,0,0,0,-0.101876114310777,0,-0.126923226477303,0.369492594623852,0.226517650998116,-0.000239170593157556,-0.106457686034354,0.480122415189311,0,-0.384811368054732,0.00940522640093134,-0.378762997144399,0,-0.0935286981581114,0,0.0737411216894344,1.0842021724855e-19
XMR,0,0,0.450137362118091,-0.122458869108046,0,0,0,0.329443676243756,0.00543587721679624,-1.73472347597681e-18,0.257179566952136,0,0,0,0,-0.144139871692968,-0.0454878921387706,0,0,-0.0845887013509648
XLM,0.0118208771283811,0,0.291619298500096,0.13754624216797,0.211108902677151,0,0,0,4.33680868994202e-19,0,0.000339206519376982,0,0.092088745845448,0,0,0,0,0,0,0.0856848909524985
ADA,0,0.121803243123137,0.114645846303395,0,0.041184809035047,0.344881063527314,0,0.355711063624388,-0.00463808938778296,0.0135349865593075,0.0557559573254276,0,0,0,0,0,0,0,0,0.0436330583328762
BV010082.Index,0.655509905147792,1.32762857595135,-1.3571591704075,0.886450853126632,-0.839035096377251,-0.234168134768854,-0.377344345271328,-0.304563797419656,-0.0121007323657099,0,-0.742744707796003,0,0,0,1.22258166201621,0,0,0,0.773385676136583,0.0912621434753383
CVIX.Index,2.34383555513331,0,-1.1742509714638,0,0.586771980344774,5.16510954480694,-4.83133327549605,-0.339012979259775,-0.0135256175113909,-0.0714012216131204,0.0557714324232945,0,-1.09835092251158,0,-1.12470822502742,-0.491428636482529,0,2.09956016847252,-0.794012646354018,0.313303658576907
DXY.Curncy,-0.0763217001573552,0,-0.195652612305973,0.158049969024772,0,0,0,0.0903449558587728,4.71547378407196e-05,0.0313821822895919,0,-0.0164143888650724,0,0,0.0287711775137304,0.00685745778943664,0.0071266026002414,0,0,-0.0328036212586366
SPX.Index,0,-0.345395353192163,0.349268476455162,-0.238527775244222,0,0,0,0,0.0110200117959714,0.125898623174938,0,0.592197416179526,0,0,0,0.513786287898549,0.0510972048378892,0,0,-0.298288634442182
VIX.Index,0,0,0,0,0,0,0,0,0.0312200916107592,0.232185004715483,0,0,-0.2110294747775,0,0,0.984015179880798,0.1819933851199,0,-1.87043564959457,0
