,BTC,ETH,XRP,LTC,ETC,XEM,DASH,MIOTA,EOS,XMR,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.00862803002594171,0.122414294085301,0.22035763560185,0,-0.144525712662033,0.0262660852620643,0.0176102848367175,0.242513807645833,0,0,-0.12235196355858,-0.104670721311027,0.193531083575199,0,0.470296731798968,0,0,0.0521470557172503
ETH,0,0,0.240940155179781,0,0.0661099524565325,0,0.0542525312527025,0.0966449727790257,0.0426520443921468,0.354798546289994,0,0.0361906341090978,0.24059359816674,0,-0.108786331226042,0,0,0,0,0.19533196575574
XRP,0,0,0,0,0,0.480348282172374,0,0.107336806194429,-0.0115808005271711,0,0.528006682376698,-0.0988578774555465,0.269305297489725,0,-0.219607348789172,0,-0.413030125374554,0,0,-0.0928322546780485
LTC,0,0,-0.109269521863521,0,0.470514579998633,0,-0.23463613992435,-0.0667778976448735,0.0655993094249674,0,0.153716012984828,0.0943814035914674,0.0857190935914656,0.243619919806823,0,0,0,0,0,0
ETC,0.0171719801841874,0.176556715117026,-0.00485149994580374,0.196918699645255,0,0,0,0.0118921775027992,0,0,0,0,0,0,0.152346369380707,0,0,0,0,0
XEM,0,0,0,0.100341539046941,0.152902289470917,0,0.246966725810741,0,0.0991376637925979,0.019687123657167,0,0,0,0,0.209577839570429,0,0,0,0,0
DASH,-0.219300658895164,0.430774853813316,0,0,0.296463715694216,0,0,0,-0.0160298167367278,0.245900653035726,0,0.0301218196686762,-0.330271702741322,-0.0118643542924679,0.362223048536203,0,0,0,0,-0.231536708860122
MIOTA,0.510865363053915,-1.43972924971235,1.17756643672459,-0.752554445588188,0.617895922323526,0,0,0,0.0697986418970699,0,-1.55688308591645,0,0,2.8500280629014,-0.352517927129495,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.226248557098044,0.22816045940849,-0.162299620198253,0,0.18327714314645,-0.0174656810929758,0,-0.0265991192051715,0.0138551449217426,0,0,-0.0323017529733694,0,0.304675812783455,0.118002149818148,0,0,0,0,0.0584689653696203
ZEC,0,0,0.229123321283948,0,-0.0226935523611095,0,0,0,-0.0455419612166555,0,0,0,0,0.424198980534994,1.38777878078145e-17,0,0,0,0,0
NEO,-1.16890213039164,0,-1.17005955988232,1.47514054546272,0,0,0,0,-0.0146177151830651,0,0,0,0,0,0,0,-6.90654679468582,0,0,-0.499682644398012
DOGE,-0.457472450308459,0.359219789600685,0.224842670592367,0.400734450501656,0,0.0414612414215685,-0.303748107345483,-0.00147523298261257,-0.0828846733580965,0,-0.26461520689919,-0.0447382453645378,0,0.0377079692054689,0.335168646728776,0,0,0,0,0.106798605710682
XLM,-0.396818334744441,0,0.2559400174559,0,-0.143960298399069,0.295970134639795,0,0,0.057458169305199,0.54168052884483,0.235320121658002,0.0195147850511055,0.376252632946263,0,0,0,0,0,0,0
DGB,1.02165388202114,0,0,0,-0.515443832033022,0,0.618924886143867,-0.00932595740126316,0.0156555390318316,0.547529450572378,0,-0.014368353519207,0.15861850440078,0,0,0,0,0,0,0.0223560549155523
BV010082.Index,0,0,0.12428936530061,0,-0.0130413333082812,-0.0272990697746139,-0.0446186492372525,0.0187523908975686,0.0140585578016473,0,0.0853158756147567,-0.00271476902509211,0.0821610375641904,-0.114983866068169,-0.0228278033356738,0,0,0,0,0.129725093273809
CVIX.Index,0.0565263034023081,0.112838919875634,0,0,-0.0724918103074526,0,-0.018995210391084,-4.33680868994202e-19,0.00495589978180504,0.0072450132709742,-0.0702767862375634,0.0151336361819633,0,0,-0.0720157215361332,0,0,0,0,-0.0281356271928662
DXY.Curncy,0.0565946588436832,-0.0316996280678187,0.0609696689269581,0.00621801734571451,0,-0.0352628484308497,0,-0.019158270543297,0.00495133971092918,-0.00461216368090609,-0.0236743662075234,-0.00127381181267865,-0.0137825371010404,-0.0101732317583183,0.0216380181013953,0,0,0,0,-0.0124333663203667
SPX.Index,0,0.000323326211212447,0.0250623976373109,0,0,-0.012438197289651,-1.0842021724855e-19,-0.00503349462013274,0.00394936931884735,0,0.013105101915672,0,0.0205468710831399,-0.0256894753927097,0.00868743179840364,0,0,0,0,-0.0561251267443969
VIX.Index,0,0,-0.231585176765387,0,0.000903444213720767,-0.314426123581702,0.311968388766706,-0.155950652252471,0.00177652840368516,0.220449729270344,-0.105393584849533,0,0,0.332912401103011,0.159449054659058,3.16348156379389,0,0,0,0
