,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,MIOTA,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.184704963566129,0.0231453031737357,0.178215960988945,0,0.126377646953391,0.00738764065441398,0.00170288960189431,0,0.0791092122318027,-0.192013762231338,-0.130352316786591,0.135617834301012,0,0,0,0,0
ETH,0,0,0.26980121917965,0,0.23894122282473,0.0736257557883694,6.93889390390723e-18,0,0.0479637147800752,-0.00476634669828906,0.263811686083202,0.0061133395499994,0,0,0.102522758669243,0,0,0,0,0.113353604005137
XRP,0,0.0730523509877341,0,-0.0614280345428695,0.103353476666267,0.0545283158525612,0.136081740067837,0,0.0307588844342276,0.0278359431473407,0.301983229921495,-0.0701751475276624,0.313396036686812,-0.092571839520008,-0.0106940214018339,0,0,0,0,0
LTC,1.35474008049104,0,-0.873940908034136,0,0.0483659960323042,3.46944695195361e-18,0.817476456174413,0,0.111263205053541,-0.0101955696305596,-0.147981481219405,-0.101932754141496,0.402148229820515,0.244338590029939,-0.228542690580829,0,-0.763163552805127,0,0,0
ETC,0,0.273596545651166,0,0.317239847111454,0,0,0,0,0.0155810145421435,0.010160707768278,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.066405064093322,0.033013775894321,0,0.428718056936202,0,-0.0830650969596442,0.0172046620801456,0,0.161521296480566,0,0.09818416139596,0,0,0,0,0,0
XEM,0,0.128494240393358,0.359625156287734,0.346505764052351,0.0454440657145491,0,0,0.121989491609719,0.199406936048352,0.0522065283530371,0,0.0879544936426507,-0.369477853191129,0,-0.0111922074349221,0,0,0,0,0.178132479377993
XMR,0,0,0,0.360795167808488,0,0.0890801251616326,0,0,0,0.0102596033499995,0.173920250655687,0.0519412968761672,0,0.190611436974541,-0.0797175943508117,0,0,0,0,0
MIOTA,0.510474218769903,-1.00684511938581,1.87819104713845,0.666603693816117,0.0686731535586639,-0.407893685791277,-0.383195531058474,-0.109430178681653,0,-0.0158079869264895,0.905268404662974,0.2133766770067,0,0,0,0,0,0,0,0
EOS,0,0.158314369792317,0,-0.385198831427703,0.642898473490934,-0.242475281996175,0,0,0,0,0,0.307096680947561,0,0,0.384908589326886,0,0,0,0,0
ZEC,0,0.374709138343793,0,-0.264902693452822,0.0609019081879536,0.239913610112598,0,0.316494311526344,0.125546477836013,0.0141004604471866,0,0.0444514687816606,0,0,0.0653943609933779,0,0,0,0,-0.0484926943562598
NEO,1.77575141515433,0.568649953160906,0,-0.325624210195214,0.249325702062385,0.363516121139527,0,-0.317914781500822,0.163293981837235,-0.025077814545278,0,0,0,0,-0.0481773971810274,0,0,0,0,-0.511655385578898
DOGE,0,0,0.220524991175374,0,0.0724902189668951,0,0,0,0.259344059851593,-0.0429357205970077,0,-0.0102892497676378,0,0.153714537341996,0,0,0,0,0,0.148998784507668
XLM,-0.545520483783318,0.0246867298116615,0,0.229058982546173,0,0.179203655461674,0,0.369597015203059,1.73472347597681e-18,0.0117161223736186,0.122076755221412,0,0.321048260122028,0,0.25768677230071,0,0,0,0,-0.205265705941144
DGB,0.846498154705836,0,0,-0.77065833296154,-0.0957121068515596,-0.0715833491412033,0.997361733210937,0,0.0930379798056982,1.73472347597681e-18,0.104387469446483,-0.0974565255910273,0.425022530810465,0.385980877557335,0,0,0,0,0,0
BV010082.Index,0,0,-0.207966307465463,0.0722174849789426,-0.0148648002216711,-0.0257948615773281,0,0,0.00479418727137118,0.00916847206595303,0.123679260700417,-0.0373303059321086,0.127088836582259,-3.46944695195361e-18,-0.0540358850726184,0,0,0,0,0.0370084698298939
CVIX.Index,0,0,0,-0.0429044485027659,0,-0.00854388984073611,0,0,0,0.0212668608004445,0,0.0549797392004108,0.0850740615260191,-0.0658537854160795,-0.0426773214325368,0,0,0,0,0
DXY.Curncy,0.0517147499327411,-0.0327195764975061,0,0.0125880090397314,0.00886376153455145,0.0184677859951192,0,0.00851992561380811,-0.00923118479166762,-0.00130139647269031,0.024287635751268,-0.024773677054228,-0.00904001481531935,0,-0.00437496582584874,0,0,0,0,-0.0327842538733726
SPX.Index,0.0115560684270917,-0.0163066550341446,0,-0.00455577203651436,0.00151167496280898,0,0,0.0180076395534821,-3.3881317890172e-21,0.000910180530361353,0,0,0,-5.42101086242752e-20,-0.00347923459095825,0.0301450722100245,0,0,0,-0.0635279370908446
VIX.Index,0,-0.366567722664663,0.786611754898955,-0.049441453499675,0,-0.0367716771356851,0,0.126039410356559,-0.152187237585874,0.0242912044773513,0,0.123408455995454,0,-0.220761732547547,0.0426753463438904,0,0,0,-9.65693722078061,0
