,BTC,ETH,XRP,BCH,EOS,LTC,BNB,XLM,ADA,TRX,XMR,DASH,MIOTA,BSV,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0284625241759825,0,0.528836360319745,0,0.123301415775385,-0.238976185437632,0,0,0.758128334052046,-0.361379711279645,0.0593280254668484,-0.105325462960445,-0.197424158215395,0,-0.0650738162686207,0,0,0.0260027488594996
ETH,0,0,0.131962802275345,0,0.121489565515572,0,0,0.0905960850512366,0.184978951709757,0,0,0,0.0793798835404384,0,0.147760868000002,0,0,0,0,-0.0138941366094312
XRP,0,-0.147515110059927,0,0,0,0.201662040525381,0,0,0.049389212036286,0.517360561613825,0,0,0.0774673193105431,0,0.13404545854654,0,0,0,0,-0.0230188354315373
BCH,0.53361598552021,0,-0.303408693672566,0,0.463222419639661,0.561539659338458,0.0139251107010495,0,0.183860774927534,-0.355082030770048,0,0.434024568298724,-0.159096174920374,0,0,-0.503257127065185,-0.149361955402333,0,0,0.0215051032580954
EOS,0,0.390132014952791,0.175817703423868,0.383584448444249,0,0,0,0,0,0,0,0,0,0.0211858419398665,-8.67361737988404e-19,0,-0.0857496288571303,0,0,0.0537148960919515
LTC,0,0,0.0927878346092996,0.268362010678304,0.361774428713811,0,-0.129516302843163,0,0,0,0.305085543906193,0,0,0.109899501144799,0.0381091514565958,0.291701275920958,0,0,0,-0.0254737990439238
BNB,0,0,-0.223960584719227,0.172952792755939,0.200382210520776,-0.154321805571314,0,0,0,0.0485824067126902,-1.02972770306908,1.38109917650752,0.2227007958398,0.653545183727629,0.109912053542999,0,0.387355113830174,0,0,-0.162521298572989
XLM,-0.159315170396579,0,0.161471378362977,0,0.507666110634953,0,-0.0801282005253406,0,0.224088865679289,0,0,0,0.148114786438681,0,-0.012450597213868,-0.564295098570841,0,0,0,-0.0688988911289038
ADA,0,0.121072196600573,0.553779900451546,0.189609249820435,0.173194005578954,0,0.0515861311543335,0.145337505799662,0,0,0,0,0,0,0,0,0,0,0,-0.0083213755837393
TRX,-0.153519977894114,0,0.261578801336107,-0.156206551041929,0.402624241207871,0,0.0561861617537908,0,0,0,0.346849478115445,0.0350719320948137,0,0.224092957492951,0.0343043482014887,0,0.0740070187665618,0,0,0.0480220903585087
XMR,0.273914312684478,0,0,-0.0577950116385898,0,0.107688784357591,-0.124669246191552,0,0,0,0,0.371948197990761,0.114473652162579,0.274615833595983,0.178591764736023,0,0,0,0,-0.0282810565486632
DASH,-0.0147708308877726,0,0,0.0532007402826219,0.524031935936263,0,0.141282261510556,0,-1.38777878078145e-17,0,0,0,0.204350350127321,0,0.00837240014774274,0,-0.0828306167661039,0,0,0.0321636834184629
MIOTA,0.388668361696751,0,0.337052836883808,-0.265570060748395,0,0,0.47268547235697,0.176053753293168,0,0,0,-0.130291229728074,0,0.296970213471383,-0.0272917033123325,-1.26504450546189,-0.304188225298045,0,0,-0.0353223258599617
BSV,0.30302182536183,-0.452549144144717,-0.266787562913073,0,0,0.137772388255106,0.0709088650635295,-0.0652226799142213,0,1.11243467292338,0,-0.179689915567359,0.0436198601299913,0,0,0,0,0,0,-0.0650929263657505
XTZ,0,0.303991775768641,0,0,0,0.197882706217517,0.29332738297346,0.480627122544319,0.191561530124308,0,0,0,0,0,0,0,0,0,0,0.047983657558109
BV010082.Index,0,0,0,0,0.0747151793723693,0.267514189965312,0.131027455112619,-0.0979061474812897,-0.114375789179592,0,-0.107389928856788,0,-0.0958129620580622,0.0768489130944533,0,0,0,0,0,-0.0102149100799478
CVIX.Index,0.418100452572424,0.754686784396121,0.138925637323627,-0.148446442757633,-1.27900793768207,0.278091778691133,0.355866314752715,0.44590089536572,0,0,0.160760201850957,0,-0.217421816355075,-0.314888435861724,-0.530781514779266,0,0,0,0,0.151117715928498
DXY.Curncy,0.00776395771660365,0.0303130035810087,0,-0.0133075495758961,0.0112673665575636,0,0.0040482360541118,0,-0.0157839503564352,0,-0.0298407894860672,0,0.00424630957672047,0.013204898633875,0.00385965015671545,0.0400029956542693,-0.00314875433630757,0,0,0.00778721066558818
SPX.Index,0,0,0,-0.0080432338493299,0,-0.0223158663463607,0,0,-0.0306083287579,0,0,0,-0.0166635938570473,0.0229583992620115,0.0241596979679798,0,0,0,0,-0.0717295127244405
VIX.Index,0,-0.174313640161038,0.590085170195555,-0.113585925332685,-0.313819343454087,0,0,-0.416165984416127,0,0.402596726556062,-0.84480296829048,-0.065403397134366,0,0,0.341156894763665,-0.202261755247305,0,0,-7.2344688974836,0
