,BTC,ETH,BCH,XRP,DASH,LTC,BTG,MIOTA,ADA,XMR,ETC,NEO,XEM,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0751184413173349,0,-0.0942227709203506,0.294014119207158,0.0228153309336322,0.200412140273228,-0.078649034030289,0,0,0.0406537885222116,0,0,-1.38777878078145e-17,0,0,0,0,0.0111299782347913
ETH,0,0,0.178432338010531,0.112483019400738,0.0821778594422803,0,-0.0276961721534934,0,-0.246129423678424,-0.044906677385123,0.630905648566799,-0.200783331917606,0,0,0,0,0,0,0,0.065951546963332
BCH,0,0.426370267648968,0,0.0172045891971186,0.328719818788498,-1.95514579639994,0.0955328484197021,0,-0.0734071675085811,0,0,0.591760462526646,1.53357533731838,0,0,0,0,0,0,-0.251074919544297
XRP,0,0,0.189701920896001,0,-0.0774021704507249,0,0,0,0.103028100966858,0.246839916858315,0,-0.0392527903557123,0.749007210128408,-0.163180662802951,-0.0421360288858825,0,0,0,0,0
DASH,-2.07259085467402,0,-0.0427532264148111,-0.580011853416612,0,0.51906215744336,0,0.707251765041977,-0.146748458380459,0.033499811209916,-3.46944695195361e-18,0.00710369145177512,-0.441192504315542,0,0,0,0,0,0,0
LTC,0,0.26131308419596,-0.122751047079025,0.26250625885104,0,0,0,0.0207472904934714,-0.17093067099479,0,0.0787660173514805,0.113606199850535,0.0400240229021868,-0.217923479283108,0.297718865135734,-1.11847052547819,0,0,0,0.290378209624175
BTG,2.66723035826197,0,1.04233002827664,-2.42733469711264,-6.93889390390723e-18,1.88494719488541,0,0,0.395031641101006,0,2.251162186133,-0.0299354186473418,-3.44553905099877,-0.741482150209513,-1.00811815819895,0,0,0,0,0
MIOTA,0,0,-0.0993469646486506,0,0,0,-0.0956426750800316,0,0.36159947283169,0,0,0,0,0,0.177931343006518,0,0,0,0,0
ADA,0,0,0,0,0,0,0.0968660338516023,0.223191044892632,0,0,0.2820892926003,0,0,0,0.440507075323776,0,0,0,0,0
XMR,-0.0854106220893615,0,-0.067126823302018,0.305256445123591,0.228741087252481,-0.284897527814635,0.0285723306777348,0,-0.0351003275575179,0,0,0.209569662213399,0.581952913004312,-0.209806783475183,0.351851603984255,0,0,0,0,-0.151978112019352
ETC,-0.298402433156926,0.401625359013659,0,0,-0.248634984257548,0.366505652618913,0.0904672524091512,0,0.302855880401553,0.102159340831925,0,0.140581358557053,0.0644664492696963,0,0.106674282152051,0,0,0,0,-0.240380898205783
NEO,0.718708456737608,0,0.217462466088784,0,0.0932841793112757,0.741182013350834,-0.089462723671648,-0.26394813608412,0.0968735722426803,0.302563033933457,0,0,-0.489710325477002,0.256847306496062,0,0,0,0,0,0
XEM,0,0,0.0329417183434954,0,0.0550293138776729,0.412645172379275,-0.00711963223558751,0.0605008047178311,0.0315042015588135,0,0.171433928496686,0,0,0,0,0,0,0,0,0.0296443437718813
EOS,0,0,8.44164690523737e-05,-0.150772931582105,0.139042552861482,0,0,-0.0471043125144192,-0.102323034052799,-0.772640489761967,0,0.351868600258486,0.149412695949769,0,0.706429752224261,0,0,0,0,0
XLM,0.230885311202974,0,0.0651158022047467,0,0,0.342249533131759,0,0.139438672366058,0.345232361016346,0,0.0109455644948885,0.0193243740875506,0,0.425746200921107,0,0,0,0,0,0
BV010082.Index,0,-0.0416155538263678,-0.0593265913903369,0,0.00499935570280887,0,0.010190762506484,0,-0.0155810573916122,0.0279115581190996,0,0.0708469088588925,0,-0.03190587154133,0,0,0,0,0,-0.0763439843222583
CVIX.Index,0,-0.0322650221861013,0.0117286816975664,0.0571454441190992,0,0,-0.0140913030047709,0.0418041886644571,-0.0520945026087421,-0.0155526335568101,-0.0123338429061994,-0.0384395564477343,0,0.0175079571623604,0.0610707291769303,0,0,0,0,0.13923840375178
DXY.Curncy,0,0.0160831541961949,-0.0334902017940139,0,0,-0.0513110003251116,-0.000378749352580906,-0.0235621099033507,0.0135539978112871,0,0.00579942606405654,0.0105858381338932,0,0,0,0,0,0,0,-0.0229103329266643
SPX.Index,0,0,0.00954592774516753,-0.0425441239400136,0,0,-0.00698949344358654,-0.00632906102278266,-0.0120952205762834,0,0.00396682956096327,-0.0148146118312042,0,-0.0252819598698584,0.0549915444496128,0,0,0,0,-0.00259358932385906
VIX.Index,0,0,0,0,0,0.197806180676935,-0.045772490396675,0.113647974920032,0.0402672205524238,-0.414679410063656,0,-0.118883864755369,0,0.065583687651574,0,0,0,0,0,0
