,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0693024768511579,0.0597370233786679,0.0956867228732979,0.0566702659379748,0.0909988253436495,0,0.067170566908124,0.0486043816176847,-0.308898496715591,0.22233392657577,0,0,0.0092697632582796
XRP,0,0,0.247827941266419,0,0,0,0,0,0,0,0,0,0,-0.0803788031049875
LTC,3.77908763583253,-0.276203187174196,0,0.274030520619244,0.550488756737837,-0.868878883538361,0.455483050424581,0.00250289323771792,0,1.05037257221626,0.446079770323472,0,0,-0.025336459319228
DASH,0.814036042000584,-0.0667071284239308,0.0244174915471328,0,0.239649330165894,0,-0.00617729307138693,0,-0.0662367013742006,0,0,0.852712088549263,0,-0.0864061434185557
DOGE,-0.0722471977212617,0,0.170019749365357,1.06431627581177,0,0,-0.0288617371750206,0.00788333900315438,-0.0359830935591075,0.215250856691467,0,-2.26810911909473,0,-0.036193111523552
XLM,2.12856903657196,-0.240815097613742,2.77555756156289e-17,-0.506827391871814,0,0,0.539743238355493,-0.0392187753094787,0.162092497881561,0,-0.562223871358411,0,0,-0.613158684257241
XMR,-0.421454986679103,-0.295210262987865,0.0864602690105311,0.0934580139457864,-1.73472347597681e-18,0.513677751775832,0,-0.0740253695302869,0.282093656447962,0.00422712766522787,0.601466521534811,4.99302731251474,4.54734359362791,0.791159920019262
XEM,0,-0.288161064427302,0.766581227700279,-0.841805513245566,-0.532532637256932,-0.0178481404632544,-0.685189875161274,0,0,-0.202723200754061,1.25694577377145,0,0,0.18782979267127
DGB,0,0,0.385111544455932,0,0,0,0.891115903052233,0,0,0,0,0,0,0
BV010082.Index,-0.305526472508215,-0.0374635509205781,0.160973842652128,0.0238776517809623,0.0358743623281123,-0.0437009191138498,-0.0671728014591533,-0.101266172918642,0.0229066949285076,0,0.10045990571018,1.40424816212163,0,-0.0162112228098969
CVIX.Index,0.984930883143657,0.00530042348987681,-0.164298125433753,-0.529262590100523,0.308462897574123,-0.447577282604986,0.185044986458555,0.136610168553238,0,0.448262912617877,0,0,-2.84837653740754,-0.325943306563506
DXY.Curncy,-0.0712242473723375,4.33680868994202e-19,0.00531812759977664,0.143848444685295,-0.0883677740692946,0.00893726797117518,0,0.00372039179414767,-0.0105344935637132,0.171712274247568,0.0100272641863038,0,-0.171825393543012,-0.0255477806969493
SPX.Index,0.0700519315134134,0.0134350759329199,0.0039817522015527,0,-0.0126015672645654,-0.0238332653901637,0.0405644116041366,-0.00474901074789323,-0.000238564224268876,0,-0.0842990360103393,0,0,-0.105639454712809
VIX.Index,-5.55111512312578e-17,-0.178368821335435,0.17060893116391,-1.00142813464476,0.451356980120002,-0.467842854402842,0.910823536642482,0.0985763876077617,0,-0.241130852277251,-0.716437501362945,0,-5.49446989068117,0
