,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.149286760602012,0,-1.73472347597681e-18,-0.0475668022105342,0.283428641368037,0.17721395052137,0.0812943387914025,0,0,0.311621401270978,-0.338987825466787,0.372705615755032,0,0.271133716465773,0,0,0.0700551089475312
ETH,0,0,0,0,0,0.897126711202193,0.195922033612333,0,-0.515796052871625,0,0,-0.123610315697172,0,0,0,0,0,0
DASH,-0.470704976400174,-0.148551687614626,0,0,-0.0297896423029797,0,0,0.272663154602801,0.0974249599286134,0,0.00951088925372762,0,0,0,0,0,0,0.218566433389387
XRP,0,0,0.0156506039719601,0,0.714663266773482,0,0.142280751278223,0.0655080723706499,0.115917304376673,-0.694781523861351,0,0,0.162343610576195,0,0.247421259105454,0,0,0
LTC,0.083707231114187,0.0543692178501428,0,0.0500446599743955,0,0,0.0883046247751203,-0.119125474054338,0.0976173802788918,0.0935668952789498,0,-0.0175629913575613,0,0,0,0,0,0
XMR,0.522806558092973,0.387117227538932,0.0435293156967026,0.114443377803737,0,0,-0.180050983240426,0.0580123799630472,0.232046088012688,-0.075157868313167,0,0,0,0,0,0,0,0
ETC,0.203954844010254,0.457839208601697,0,-0.0668457756080156,0.415989672742775,-0.0760922669387176,0,-0.0481095710615895,0.370887905577797,0,0,-0.147577595465081,0.136876716132333,-1.3292277556053,0,0,0,0.155710175805247
XEM,0,0,0.217635600472421,8.67361737988404e-19,0,0.233580793380542,0.111034995701376,0,0,0,0,0.365233052357751,0,0,0,0,0,0
ZEC,-0.184036474866243,0,0.0508484214397556,0,0,0.374112066374911,0,0,0,0.175090100493578,0,-0.0934367697284301,0,0,0,0,0,0
DOGE,0.147526344892672,0.183926322354246,0,0,0.310899952064714,0,0,-0.209898252607601,0.454504460759964,0,0,0.0777920574111491,0.141328684793063,0.896369406475752,0,0,0,0.093421008566549
XLM,0.56200277847008,-0.0184265815427778,0.00947423511778622,0.156268254746556,0.0363699742736918,-0.303518796158987,0.554660176080193,-0.154539414662549,0.285074920950346,0,0,0,0,0,0,0,0,-0.297416954879812
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.527145107397651,-0.218118438719578,0.199197339017774,0,-0.269368505290922,0,0.494729113255318,0.258077583478681,-0.189728300965505,0.149476272897469,0.0249349486579647,0.047786707961393,0,0,0,0,0,0
BV010082.Index,0,0.0673208012172466,0.0311949957550935,-0.0506142612379263,0.0538095955456226,-0.140982702866077,-0.239845104418499,0.0602411690040177,-0.0161752812568373,0.0537962311714426,0.125246266487593,-0.0773379825601939,0.108246583634952,0,0,0.393842082403639,0,0
CVIX.Index,0,-0.0336209907202033,-0.226124183123101,0.220661080231153,-0.110124092707641,0,-0.070684131531705,0,0.0995699445635936,0.259599800593194,0,0,0.0717960244020868,0,0,0,0,0.224912491106352
DXY.Curncy,0.0166446831838203,0,-0.00566484492366136,0.00327054213978402,0.0071315780485068,-0.0199808825857286,0.00706648736668239,0.00869335142205883,0,0,0.00339065779872605,-0.0203138899652051,0,0.0678110092846584,0,0,0,0
SPX.Index,0.0198157085056302,0.0177318706569376,-0.00122331317070806,0.0110794795033878,-0.00404210907750378,0,0.00354357954580058,-0.0124453082732227,-0.00780855743776352,0,0,-0.00294003437895632,-0.00537322258233314,0,0,0,0,-0.0919628293009942
VIX.Index,0,0.183710669788952,0.0575122673607466,0,-0.0892547418634677,-0.574406114296601,0,-0.0266266524174828,0,0,0.230512959274409,0,-0.17600596907508,-0.204762496015411,0.178934110231277,0,0,0
