,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,ETC,MIOTA,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.1576069441308,0,0.81560212889717,-0.303969283547941,0.0665547016447337,-0.0461895912547853,0,0,0.0570621500218947,0.0393332209664412,-0.10585641291311,0.0853346793585576,0.0981145239098111,0,0,0,0,-0.105296017816622
ETH,0.15983183521756,0,0,-0.039098782449596,0.0261457483267613,0.28344591330068,0,0,0.328327642799832,0,0.0359216177207577,0,0,0.0387672204274824,2.16840434497101e-19,0,0,0,0,-0.0252993422869246
XRP,-0.385491046872888,0,0,0,0.193387221844844,0,0,0,0.497321659673323,0.473109715342094,0.175907233295984,-0.067101246103675,-0.00614210461148354,0.0571806181858571,0,0,0,0,0,0.416783722998056
BCH,-0.13908916317026,0.309685551552937,-0.142415974870646,0,0.342326065877034,0,-0.242861929580264,0.222911718281967,-0.739534534750411,0.392845606862046,0.0248551293150532,-0.212839408787018,0.279665748591872,0,0,0,1.57262072018854,0,0,0
LTC,0,0,0.0778204985009924,0,0,0.272200747267991,0.0749627333423756,0.151739037196929,0.0952621004754323,0.243474975879348,-0.0152004508500702,0,0,0.0102090475312033,-0.0267448468232621,0,0,0,0,0
DASH,-0.10551913215396,0,0.0135068680870767,0.479232153562877,0,0,0,-0.114706947397873,1.26148548186914,-0.500533436755482,0,0.269038396534505,-0.486883043121839,0.191444318502091,0.336761051104525,-2.66995283982352,-1.69213893029092,0,0,1.38777878078145e-17
XEM,0,0.984664080663812,-0.273233763843439,-0.286258723068433,2.77555756156289e-17,-1.38777878078145e-17,0,-0.0746521423396702,0,0,0.172484743327093,0,0.148530491425147,0.0324212487680452,-0.0409836066318795,0,0,0,0,0
NEO,0,0.200852803340548,0.0280795561911131,0.192993996139907,-6.93889390390723e-18,0,-1.38777878078145e-17,0,0,0.616554469113209,0.404711848849112,0.162790593773624,0,0.329879357842654,-0.224148829741158,0,0,0,0,-0.0724233411734693
XMR,0.180828639899149,0.260037162696958,0.0344203203536244,0,0.114700253181839,0.0547120579261836,-0.059067764391048,-0.028425535249782,0,0.220222714819047,0.182264651291088,-0.0447213426974919,0.187312625485006,0,-0.151257718287566,-0.23637887481476,0,0,0,0.205551700471187
ETC,0,0,0,0.116802242405787,0.388737239428979,0,0,0.00213134979356922,0,0,0.0589501276742629,-0.048084229791265,0.0119032283785742,0.0118313101219547,0.0530421115652934,0,0,0,0,0
MIOTA,0,0,0.144681347655251,0,-0.284051202337876,0,0.433752178469193,0.154079530190985,0.853965239780023,-0.815523290312501,0,0,0.263930503519755,-0.0786304732600533,0.138766853591759,0,0,0,0,-0.132313976857964
ADA,0,0,-0.594314543063541,-1.30042612807596,1.58986029689129,1.60389802675873,-0.96335486613804,0.379515843185381,-4.02563511499531,0,0.812275439469664,0,0.167969330598375,0.0484669038674965,-0.179780081659856,0,5.23998165053372,0,0,0.86910039212629
ZEC,0,0,-0.17860802382859,0.380905865754861,-3.46944695195361e-18,-0.165761558644282,0,-0.245365732589747,0.346903262851202,0,0.0986050592631041,0.0399563137898179,0,0.248830793949772,0.409222348261646,-2.06939422735728,-0.774339772269256,0,0,0.202796770595411
XLM,-0.0829659567799219,0.938624060072282,-0.156953432575548,0,-0.685686715059434,0.123122776257986,0.416998674238742,0.0393390659678818,0,1.21851128073457,0,0.0420589909259919,0,0,-0.131686557940991,1.48819756349214,0,0,0,0.478928310615527
EOS,0,0.673935933818186,0,-0.325517963422802,0.297730127399897,0,-0.122119091623821,0.0394660940719079,0,0,0,0,0.574191554526608,-0.0240543842811758,0,0,0,0,0,0.61760605076939
BV010082.Index,0.101155192905031,-0.0376083298290743,-0.0277190820692098,0,0.00275896528243933,0,-0.0388015960221305,0,0,0,0.0296761876123087,-0.00274737690870838,-0.120249860737886,0.0663308741362776,0.0763369540334417,0,-0.162369760302673,0,0,-0.0273158761173998
CVIX.Index,0.0615881902262656,0,0.0653342183813008,0.279294956364154,0.00826934077727225,-0.223698595941814,0.104415421619355,-0.0745167988633839,0,-0.151067853315096,0,0.0397979684713718,-0.0318933468305901,-4.33680868994202e-19,-0.0163865050520637,0,0,0,0,0.0543753001288485
DXY.Curncy,0.0341361213011276,0,-0.00730077257465206,0,-0.013100240624261,-0.0554414260527233,0,0.00401249950469446,0,0.0148964703440243,0,-0.0267612772586441,0.00986870474844935,-0.00504698280520855,0.0118400196179443,0,-0.0211050618219991,0,0,0.0262629328042103
SPX.Index,0.0216318200460514,-0.0209839354737204,-0.0102373131551985,0.0195303187259726,0.0112785394184546,-0.0387340048934139,-0.0165118904680558,0,0,0,0.0148861853990988,-0.0159692533233608,-0.0209770582177879,0.0143182057757013,0.0117556116184079,0,0,0,0,-0.0318533227725608
VIX.Index,0,0,0.181941107367781,0,0,0,0,0.0216010931200906,0,0,0,0.0432957698069186,0.0547084692540665,-0.0476976927186349,0,0,0,0,0,0
