,BTC,ETH,XRP,BCH,LTC,NEO,ADA,XLM,EOS,XMR,MIOTA,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.264050622403128,0,0,0.182347503169435,-0.282119791318062,0.795710697266055,0,0,0.377047385933423,-0.275226389103309,-0.0240177659488898,-0.0686170705526638,0,0.0869759092978367,0,0,0
ETH,0.0236088051304229,0,0.226712694365272,0.0748927539550643,0.0566321364532045,0.114590623049503,0,0.109022613797274,0,0,0.182537210415337,0,0,0,-0.0378584796201131,0,0,0,0,0
XRP,0.17924463079368,0,0,0.0918506583993074,0.149834900137151,0,0,0.0171938201649259,0,0.0260012903993538,0.172238859774396,0.131807085844642,0,0,0.00561660032982484,0,0,0,0,0.0305405836728491
BCH,-0.0227527661188985,0,0,0,0.207218121429941,0,0,0.308070666701872,0.467712067348719,-0.139685908932801,-0.0248829910611808,0,-0.208469208710821,0.476168568205075,-0.129633884681223,0,0.644365796697306,0,0,0
LTC,-1.38777878078145e-17,0,0.392323792713538,0.317235248397091,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.175355076217728,0,0,0,0,-0.113689102234828
NEO,0,0.778233587244621,0,0,0,0,0.259057412827111,0.0639767694443003,0,6.93889390390723e-18,6.93889390390723e-18,0,0,-0.0564619141058333,0.0947372855670416,0,-0.471141801126737,0,0,0
ADA,0,0,0.380501670841317,-0.100993218625148,0.0380827261789862,0,0,0.293247529547804,0,0.128860944296417,-0.0368851178369235,0,0.0709634855429758,0,0,0,-0.538220955690022,0,0,0
XLM,0,0.71939946061445,0,0.259289706369658,0,0.0467454887150082,0,0,0,0.0507798257796998,0.16130198595579,0,0.0888963316361682,1.73472347597681e-18,0,0,0,0,0,-0.0294079106985291
EOS,0.0360153458038182,0,0,0,0.0918092297620691,0,0,0,0,0,0.00561024792019197,0.364733911186553,0.187289006643804,0,0.221508802146519,0,0,0,0,-0.0578697097420125
XMR,0.965773459472312,0,0,0,0.0777715554986211,-0.0990452544366883,0.395195468077576,0,0,0,0.420132463127316,0,0,-1.38777878078145e-17,-0.226686099278726,0.686328789197405,-0.0733782360254681,0,0,0.0666904232298767
MIOTA,0.0165507169023097,1.38137229802585,0,-0.17184314997161,0,0.0501779082402219,0,-0.0584354929205467,0.00039397003467579,0.106708388059634,0,0.00706677499823014,0,0.110920265792483,0.0632704682977619,0,0,0,0,0
DASH,0.114787391539009,0,0,-0.0259597242875268,0,0.112061150443264,0,0.0334985701429631,0,0.37012639417894,0.0129275190438175,0,0.459489678122715,-0.129860148692579,0.0406375745462494,0,0.67184635060778,0,0,-0.0264532435989905
XEM,0,0,0,0,0.0714102314686519,0,0.208419530701889,0.109454715353421,0.343038868739846,-0.320254574933308,0.186612185783323,0.254510664282462,0,0.326900693628448,-0.155063325144154,0,0,0,0,0.0268372962705411
TRX,0,0,-0.970822731615469,0.428890781758672,-0.187739171984296,0,0,-0.194496524733436,0.105968892735186,0.136474712234997,0.464631063306673,0,1.41428595963251,0,0.0991282291151163,0,0.734030401464934,0,0,0
ETC,0,0,0,0,0.10249392220714,0,0,0,0.630092621770081,0,0,0,0,0,0,0,0,0,0,-0.0331299182690016
BV010082.Index,0,0,0,0,0,0,0,0.051922535777126,0,0.0330249503202774,0,0.115591376696514,0,-0.105506941543451,0,0,0,0,0,-0.0482578234819502
CVIX.Index,0.0385386429812923,0,0,0.10451773156302,0.0371742079355512,0,0,0,-0.181326133339722,-0.0997849638815656,-0.161957085041353,0.290295741221244,0,-4.33680868994202e-19,-0.0280593963892193,0,0,0,0,-0.00142750783514703
DXY.Curncy,0,0,0,-0.017435558066366,-0.0258743164456227,0,0,-0.0251377810620357,0,0,0.00604136091359587,0.0226761262268973,0.0638836521485922,-0.0365380710602231,0.00735336712523472,0,0,0,0,0.0197783448185047
SPX.Index,0.0057874976055641,-0.0637300085774214,0,0.0144722229958092,0.0243332458749109,0.0546220945245815,0,0,0,0,0,-0.025597578404507,-0.0357887380163339,-0.00314784225514406,0.0121688413301454,0.165422750889878,0,0,0,-0.0458001434027559
VIX.Index,0,0,0,0,0,0.147335323370161,-0.885347679982673,0,0,0.754225167627251,-2.11728264208135,0,1.41006586140196,0.225734364225019,0.473335121246897,-4.64924784395844,0,0,0,0
