,BTC,ETH,XRP,LTC,XEM,DASH,ETC,MIOTA,XMR,EOS,NEO,ZEC,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.236578291898746,0,0,0.127784606634457,0.284157485099552,-0.181607071661068,0.0969768696785851,0.276860777581223,-0.255599636500989,0.347935513012734,0,0,-0.170993941682555,-0.0369139209117293,-1.47941113271623,0,0,0,0.437594120932941
ETH,0,0,0.528648711523244,0.543054464195793,0.17966211309173,0,0.18710961093979,0.0971905061018917,-0.0624421399704081,0.109759978878333,-0.258402678178838,0,0,-0.00100474867627714,0.0588528098645398,0,0,0,0,0
XRP,0.0287103866278488,0.268565392062773,0,-0.238018230813929,0.30395905003559,0,0.229667677904568,0.0776030806508506,0,0,-0.123984696010101,-0.112444582324309,0.265283317619247,0.0128825006810417,0,0,0,0,0,-0.24211847745621
LTC,0.130624172541585,0.157956156540317,-0.536214006039631,0,-0.108783266002457,0.182328748903843,0.199258034179347,0.15920680614783,0,0,0.190255745544264,0.00640705627708721,0.16129509977757,-0.0528972478670459,-0.0407728123526943,0,-0.972543344912055,0,0,0
XEM,0.489445263875126,0.183918997679171,0.220776533902465,-0.596163671281977,0,0.575477070041019,0,0,0.14858825135484,0.393141227930893,0,-0.0707155444024301,-0.417873875524118,0.181757960429481,-0.131749995106956,0,0,0,0,0
DASH,0.264230081353717,0.0916198789915948,0,0.363679338664355,0,0,0.0691477800424998,0,0.241410458557715,0.0148017480110499,0.109503273569561,-0.212836599022744,0,-0.0477057656154912,0.136259317059773,0,0.532579022132692,0,0,-0.195956683363505
ETC,0.0181751051786733,0.57210970361071,0,0.381848620367377,0,0.203436159051054,0,-0.145636208221195,0.236209216052659,0.213158690164412,-0.0660602513731333,0,-0.398761615350109,-0.107102502528231,-0.0110975962491588,0,0,0,0,0
MIOTA,0,0,0.37728572904527,0.872124557491887,0,0.681330695795281,-0.361662035535566,0,0.132487915078673,-0.182888939379866,-0.447206290319268,2.01364217813674,-0.872000970116017,0,0,-4.04140635362996,0,0,0,0.663775683702751
XMR,0.125237773811403,0,0,0,3.46944695195361e-18,0.342769403043561,0,0,0,-0.0509327491538124,0.0952530909122781,0.0434657168783928,0.217420700125438,0.167734266350445,0.0115405068669394,0,0,0,0,0
EOS,0,0,-0.264033527940157,0,-1.38777878078145e-17,0.0819158613741874,0.444327692208945,0.0201783322500826,0,0,0.265055461656725,0,0.207202748140141,0.268660973316278,0.135372088960998,0,0.249122165655756,0,0,0.916716787878824
NEO,0,0.00652887322463302,0,0.848486831236259,0.247231155361961,0,0,1.38777878078145e-17,-0.154410827874458,0,0,0.443758549610074,0,0.133926233876577,0,0,0,0,0,-0.0318052928840947
ZEC,-0.027880693018237,-0.124662938160087,-0.170254110956145,0,-0.164821834411035,-0.420584573638723,0.292289514026626,0.346036348913498,0.00657063630753617,-0.173537334069897,0.522316577584321,0,0.457531379762025,0.0463201892779011,0.10500765429049,1.35732746051441,0.211031623572947,0,0,0.510844898455285
DOGE,0.228073429375091,6.93889390390723e-18,0.477607528718071,0.257830289142763,-0.121848080919293,0,-0.218985219445991,-0.149010262005058,0.326830082921594,0.275665698771148,-0.00844469959258773,0.0682991231699185,0,0.204048062418375,-0.0442137789971314,0,0,0,0,0
XLM,-0.00801001112749672,-0.623759597031257,-0.691179548371736,0,0.559674112869616,-0.160846318289023,0.7347984553798,-0.0580747998316401,0.116427154140775,0,-0.225325763856433,0.277681083087473,0.795909255474364,0,0.353997389062428,0,0,0,0,-0.801636889094894
DGB,0,0,0,0,0,0,-0.109279668948753,0.137747286433537,0,0,0,0.57418396785145,0.182899070462251,0.507308126973183,0,0,0,0,0,0
BV010082.Index,-0.0129254435072354,0.113907709301017,-0.0497562390242909,0,0,0,-0.0607814293718793,-0.0465708454128639,0.136051241081561,-0.0207873878891544,-0.0657707900964905,0.161016163366159,-0.112577169725281,0,0,0,0.0124098662695298,0,0,0
CVIX.Index,-0.0689827138270509,0,0,-0.107127695064613,-0.0614628183168387,0.201155904356263,0,-0.0113188686975509,-0.0243033170016786,0.1018127180813,0,0.0757345632330167,0,0,-0.0957058522094063,0,0,0,0,0
DXY.Curncy,0.0224943442626481,0.00702248112065166,0.000684396897168951,0.0290524690395266,0,0,0.0089903779749936,0.00617130444629544,0,-0.0146233057539279,-0.0255420828310454,0,0,-0.00783783442542295,0.00261252508624863,0,-0.00726752172863089,0,0,0
SPX.Index,0.0282030585604124,0,0,-0.0064662091055408,-0.0144216534016985,0.00704226506226272,-0.0019817718981814,0.00108878438823865,-0.00251317235066004,-0.00366058335085447,-4.33680868994202e-19,0,0.00547383724441177,0.00125492308463036,-0.00140894481098668,0,0,0,0,-0.0523084598775464
VIX.Index,0.416033343341007,0,-0.673311602539489,-0.808609363668861,0,-0.190050088050439,0.399005790219149,0.248590048048448,0,0.0887535135139443,-0.0214662628066479,-0.141881401055396,0.460374179266465,-0.359432678112281,0.132315610527458,0,0,0,0,0
