,BTC,XRP,ETH,XLM,BCH,EOS,BSV,LTC,TRX,ADA,XMR,XEM,MIOTA,BNB,DASH,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.327368383152879,-0.208869723105745,0.040784151976397,0.0739600653753568,0.082858146532299,0.148778567456587,0.103092641388826,0.144006069503414,0.164979088606846,0.0868271928028393,0.0374912919006082,-0.099932084619437,0,0,0,0,-0.0168153594113095
XRP,0,0,0.238414968778004,0.0207175428208687,0,0,-0.0275011395266721,0.0959606609442644,0,0.154340498884293,-0.0895076443423811,0.177334923026,-0.0342127698773899,0.147554846505384,0,0,0,0,0,0
ETH,0,0.43920779211531,0,0,0.103472633000595,0,0,0.111364821010715,0,-0.0286074259396238,0.411131994158543,0,0,0.0288416771858934,0,0,0.515095098294724,0,0,0.023002855553673
XLM,0.689785216203814,0,0,0,0.0824282064029076,0,-0.068795279146107,0,0.0356121742459772,0.168347528824953,3.46944695195361e-18,-2.16840434497101e-19,0.216715508661472,-1.0842021724855e-19,0.0221251839685673,0,0,0,0,0.0567443328036085
BCH,-2.76317718158446,0,0.858503056792813,0.802243854205873,0,0.513171695326946,0.264990506836435,-0.68893310521289,0,1.16489588821242,-6.93889390390723e-18,0.672714008438121,0.399058949434755,0.257495917556239,-0.603614500616765,0,0,0,0,-0.144648950141585
EOS,1.37569829564316,0.092115484486586,0,0,0.268328544689639,0,0.000553744909551285,0.130786944030307,-0.540062574143893,0,0,-0.451716110968794,-0.568491058737239,0.0170201510317603,0.780537003976624,0,0,0,0,0.118801889443029
BSV,2.62056039309251,0,0,-2.38844226796492,1.29411481456693,-0.680572740587197,0,0.316060298922391,-0.0288078556397147,0,1.62266851966627,-3.1102490015394,0.759944324063749,0,0,0,1.12302417051456,0,0,0.380746821837212
LTC,0.369337995055844,0,0,0.122774199150694,-0.00914425911270112,0.0800913927956703,0.0790503872882423,0,0,0.249531889579445,0,0,0.0955573874488816,0,0,1.2739084810762,0,0,0,0.0223134882385753
TRX,0.199750927683373,0,0,0,-0.100998176885239,-0.182479021527644,0,0,0,0.495172684816945,0,0.163234661150106,0.39334784859054,0.0165898887627356,0,0,0,0,0,0
ADA,0,0,-0.0168533790130516,0.00752726147369788,0.196474634497875,0.0937653807221312,-0.0944100846343348,0.463442091877071,0.375017911382523,0,0,-0.147950005736235,0.158105994118389,-0.112280066008967,0,0,0,0,0,-0.00471129092640053
XMR,0,0,0.82520481730354,0.195084241192669,-0.134569645535304,-0.196675837365262,-0.0222663650088374,0,0,0,0,0.247449069935047,0,-0.164167385542345,0.220238164613129,0,-0.873065178160288,0,0,-0.066711933218984
XEM,0.34511951104506,0.58190077446269,0,0,0.0174683155121488,-0.23401579828421,-0.058993244283318,2.77555756156289e-17,-0.173139360951874,0,0.515082295328536,0,0,0.0151411751644802,0,0,0,0,0,0
MIOTA,0.546352645990928,-0.577776527104575,-0.109702277082195,0.0767552096984488,0.143959239674639,0,0.0858152378943009,-0.240010535336655,0.274433039836576,0,0.520067504615655,0.0330989737862602,0,0.0964429238531187,0,0,0,0,0,0.0506597337298159
BNB,0,0,0.332605182971836,0,0.77662283813118,-0.266707120833569,-0.136817884757005,0,0.753691177854273,-1.17025201182236,-0.0992805641193955,-0.519923013924527,0,0,0.692301162134585,-0.408951043962046,-3.65415001652371,0,0,0.471419914228679
DASH,-0.685227675539209,0,0,0.977893103393644,-0.282243935040706,0.109322929887109,0,0,-0.00191963574417527,0,0.873202501761458,0,0,0.081546495455599,0,0,0.709700063920429,0,0,0.0900401400655731
BV010082.Index,0,0,0.0301024966677697,-0.155190929280222,0,0,0,0.141150379536452,-0.0187966261086208,-0.0155965031578636,0.00819040147854687,0,0,0.0747545198638238,-0.0768569185476619,0,0,0,0,-0.0423998280055619
CVIX.Index,0,-0.312339862384676,0.479299775896451,0,0.0603099927159758,-0.104670969013089,-0.00785674110397012,-0.048424033744702,0.051483540377438,-0.079008413420592,-0.143220820458844,-0.0601660939534187,0,-0.118313185098539,0.119714054353914,-0.439514153786715,0,0,0,0.0792094984461306
DXY.Curncy,0,0,0.0220369568343088,-0.040970821737952,0.0161359604949883,0.00296566141656833,-0.00422761999962728,0.0417670777882212,-0.0252656655016649,0,0,0,0,0,-0.00890815124844606,0,0,0,0,0.00618489284894575
SPX.Index,0,-0.139794225938495,0,0,0,-0.036257368573353,0.0077370466505158,0.0710290560690485,0.072650288013389,0,0,0,-0.00476923656162662,0.0123765640043131,0.000261284968898653,0,0.0745479430045713,0,0,-0.14833353807204
VIX.Index,0,0,0,0.1052617898991,0,0,0.0631731128856752,-0.114739465303914,0.0733822906806356,0.0493409832874248,-0.142868773188491,-0.463759698265033,0,-0.000100340720708095,0.367044319625234,-1.64284294807026,0,0,-2.34786684678047,0
