,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,BSV,DASH,ATOM,MIOTA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0386225592513842,0,0.132326624207886,-0.0137228996856078,0,-0.0749650333300052,-0.0886270606878058,0,-0.138249657120891,0.284122398684315,0.231442257555754,-0.0335268364191949,0.0513432031286144,0.0668400085748768,0.370659069947616,0,0,0,0
ETH,0,0,0,0,0,0.367598598023243,0.10595498963864,0,0.252722976305301,0,0.184554555739325,0,0,0,0.228338373994319,0,0,0,0,-0.0234518881496688
XRP,0,0.194196458365852,0,-0.0266518655328057,-0.0917943418850545,0.547943600419572,0,0.10233570862309,0,0,0,0.0157021298539279,0,-0.0378566670526294,0.113333799177371,0,0.163035123181658,0,0,0
BCH,0.63406963431715,-0.291565308337828,0,0,0.458724043581269,8.67361737988404e-19,-0.0956094775032325,0.371908046238915,0.221949282780534,0,0,0,0,-1.73472347597681e-18,-0.319713451898055,0,-0.235144569782459,0,0,0.00496546576602941
LTC,0,0,0,0.0678976305172993,0,0.547147521776293,0.278073735009878,0,0,0,0.449928882190294,0,0,-0.055829956615378,0,0,0,0,0,-0.0108798133827283
EOS,0.153098807661811,0.0859355648302083,0.258989008871442,0.0270430678648805,0.129195710013274,0,0,0.40414383265403,0.0434881313828272,0.320273008987288,0,0.0198615869849422,-0.259630715547596,0.0587769549288929,-0.0253848505523089,0.144340509017221,0,0,0,-2.16840434497101e-19
BNB,-0.643538634105878,-0.468389294734306,-0.176702871237106,-0.187280417580665,0,0,0,0.906280172845952,0.322468417213765,0,0,0.449469749718419,0,0.155300216513465,0,1.17162218374855,0,0,0,-0.00926593182376212
XLM,0,0,0.451813168182194,0.08046405744042,-0.400238716241469,0.937624098246121,0.131716749655158,0,-0.0443865898598614,-0.307977772561887,0,-0.122849620929789,0.48640863778778,-0.0971793574087114,0.0798850094822305,-0.487416748523271,0,0,0,-0.00934729962844938
ADA,0,0,0,0.119579305867758,0,0,0,0,0,1.13677569393457,-0.00134518302860108,-0.048166195851443,0,-0.0674204697246871,-0.0858921666890593,0,-0.398023611450999,0,0,-0.0672021411200627
TRX,0,0,0,0,0.0898250883630338,0.319299577002207,0,0,0.334349192880995,0,-0.0449971168198419,0.158619639867346,0,0.0472547607214462,0.184285159035029,-0.283818180788324,0.306862405125993,0,0,0.0590664370348872
XMR,0.580483758749625,0.692996210534535,0,0,0.0857050722723968,0,-0.113674357711929,0,-0.111284262282319,-0.509767282306741,0,0.217807628703346,0.161973041926974,-8.67361737988404e-19,0,0,0,0,0,-0.0215571965409048
BSV,0,0.0986192576833319,0,0,0.149388331638418,0.174273881829259,0.0671024986485428,0,0,0,0.0927733341915477,0,0,0.0247816266750313,0.0550029014779266,0,0,0,0,0
DASH,-0.415933483322778,0.00633047514539951,-0.219102348321056,-0.0809334888469931,0,0,-0.052444136258447,0.126318058088527,0.441727891985074,0,0.468798606650552,0,0,0.0965785924824508,0.11522284280552,0.470599744688792,0,0,0,0.0241703918570483
ATOM,-2.95380051377368,-2.46427485753388,0,-0.236704062007456,-1.26953892098641,6.62388122982349,0.626577833005431,-2.46660886565311,-1.16507390400086,0,2.58423305095748,-0.911912701257087,1.45158955382592,0,-0.514359216776324,0,-0.530727720460593,0,0,0.0639569522613762
MIOTA,0.216707269989032,-0.228258163846637,0,0,-0.100252397256556,0,0,0,0,0,0.0689407162916907,0.441212275922347,0,0.074968491924405,0,0,-0.27394173746193,0,0,-0.00652064397135997
BV010082.Index,0.211912878055649,0,0.512129958502783,0,0,0,0.157104418828619,-0.222563235920945,0,0,0,-0.214504566272949,0.0300421383447472,-0.0505881958719019,0,0,0.10003599337228,0,0,-0.0148142706869565
CVIX.Index,0,0,0.392272826024689,0,0,0,0,-0.294734500415301,-0.719114599838888,0.467533046075036,-0.26423229549843,1.38777878078145e-17,0,-0.0367348532709615,-0.191931279544229,0.283807667854025,0,0,0,0.0644209339027164
DXY.Curncy,0,0,0,-0.0149343485206695,0,0,0.0209560753595954,0,0.0279289595892826,0,-0.0184442125619706,-0.00883253321433124,-0.0374521007897868,0,0,0.00522389587824023,0.0124535495722747,0,0,0.00746244481003335
SPX.Index,0,0,0,-0.0139032680409532,0,0,0,0,0,0,0,0,0,-0.00693719224533213,-0.0102807282493538,0,0.0207370181891894,0,0,-0.0702757891623934
VIX.Index,0,0,0,-0.297549423613213,0,0,-0.152231085990189,0,0,0.00444280404757422,-0.432242089607541,0.394763197796897,0,-0.0158887282819189,-0.146462228152463,0,0.0289305469964818,0,-10.722734320768,0
