,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0731699581720481,-0.00682407899662944,0.309021537673536,0,0.420091353985549,-0.115931387138357,-0.102830483208296,0,0,0.0444507662950507,0.00541992817984071,0,0,0,0,0
ETH,0,0,-0.0686742127770616,0.0240321850323798,0,0.0944027734333839,0,0,-0.0281260854814559,0,0.160820564710572,-0.00819407716231735,0,0,0,0,0,0.00367929892200297
XRP,0,-0.363661371483838,0,0.0827291240203061,-0.370570057840268,0,0,0.132812735378182,0.188801431039678,0,0,0.108365468726451,0.0792175784552103,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.169183314857546,0,-0.0398287352241375,0,0,0,0,0,0
LTC,0.680336804347895,-0.042272656133719,0,0.140098506698951,0,0,0.153170736766009,0,0.167919474390983,0.0907329509878371,0,0.010871699724534,0.184901491379597,0,0,0,0,0
ETC,0,0.588713177517292,-0.153527639291127,0.22615724886901,0,0,0,0,0.0523125139472863,-0.11679820899692,0.0659082632932617,0,0.0389866114126741,0,0,0,0,0
DASH,0.517653578112875,0.00523010483008497,-0.111945165452646,0.0838521363204943,0,0.192913465331973,0,0.100302026736619,0.100695652965601,-0.0998713449226316,0.325245181045,0,-0.0234681515724374,0,0.269026352706469,0,0,-0.0280821334423351
XMR,-0.456657114171104,0.325744346939081,0,0.245294158011455,0.318574081391433,-0.204328325845903,0.773135488647495,0,0.0494625530703067,-0.105176463018442,0,0.0640047482513713,-0.147672406387223,0,0,0,0,-0.0874967720655929
XLM,-2.40560959194313,0.0134918062003556,0.432713998432793,0,0,-0.142850996286279,0.730704940326635,0.354476727238315,0,0.313647354766719,-0.230613336242455,0.123603978252463,0.353058151598739,0,0,0,0,0
DOGE,0.270125318120197,0,0,0.342353006352575,0.00562136214488142,0.169757821987495,0,0,0.156072517958346,0,0.252176933381417,0.04178974366809,0.0616391618361866,0,0,0,0,0
ZEC,0,0.346615506007193,0,-0.128939196640592,-0.0656288486486593,0,0,0.399991038827817,-0.00694795541715452,0.124642005539629,0,0.0188326398324175,0.134023294367725,0,0,0,0,0.114770671392208
DGB,0,0,0,-0.640595604241484,-0.26977401617535,-0.220053238039857,0,0,0,1.0911741934613,-0.402217944341249,0,-1.38777878078145e-17,0,0,0,0,0
NEO,0,0,-0.0992630518609739,0,0,0,0,0,0.033135213191404,0,0.297748050803383,0.0661412777792999,0,0,0,0,0,0
BV010082.Index,0,0,0.0194735097792064,0,-0.0828502019871273,0.022724451715439,0,0.0426213597005774,0.0321897559414547,0,0.031057990480698,0.0130060534883017,0.0713982013116103,0,0,0,0,-0.0215720520591465
CVIX.Index,0.0384954205566615,-0.131036462703538,-0.0246936882861029,0.088744732321889,-0.0891538995696206,0.0564420492043644,0.097999027307676,0.0187257892212309,0,0.0147963199604101,0.00706727943144746,0.0427252239999568,0.0243073039299355,0,0,0,0,0.128736457180188
DXY.Curncy,0,0,0,-0.00720597584834314,-0.0100180043884674,0.0235275235321763,0,0,0.00606844492891745,-0.00824436828476977,0,-0.00309847300282324,-0.00562304920658813,0,0,0,0,0
SPX.Index,0,-0.00282623720069034,0,-0.00384419042237364,-0.00499832055364978,0.00879679826859122,0,7.65065040614122e-05,0.00364535126236001,-0.0052439226684641,0.00628228087116348,0.00435406610008972,0,0,0,0,0,-0.0355237032134698
VIX.Index,-0.299590770281921,0.15476041526944,0.215806374983156,-0.0923051512900533,0.157289422536402,0.143917302242978,-0.842331429095201,0,0,0.0175906735298874,0.263798041612244,-0.228004914429671,-0.0845799480219672,0,1.92482863109246,0,0,0
