,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DGB,ZEC,DOGE,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.130023552170726,-0.0889831895677935,0,0.297149928387467,0.0457141936760915,0.0717108634380203,0.0619557887275538,0,-0.0633888252926411,0.0280798523405417,0.0891825764092701,0,-0.401632181516883,0,0,0
ETH,0,0,-0.0854203000080152,0,0.0957724207478083,0,0.221845721369955,0,0,0,0.118977962192593,0.0719372269370227,0,0,0,0,0,0,0.0690868996185505
XRP,0,-0.427306792842109,0,0,0,0,0.337894434035738,0,0.666206213957934,0,0.00533357489020716,0,0.162198742789975,-0.117425520336598,0,0,0,0,0.018166634683175
XEM,0.458167726129004,0,0.287556803197219,0,-0.105726614878911,0.0794733084643445,0,0,0,-0.111206475134756,0.0417496342253167,0.423157106723175,0,0.0596729815576374,0,0,0,0,0
ETC,0,0.285226128276498,-0.162017302447189,0,0,0,0,0,-0.110622885692724,-0.0983872019012638,-0.0765687596150625,0,0,0.368570519095652,0,0,0,0,-8.67361737988404e-19
LTC,0,0,-0.00236871333559757,0.03150187151923,0,0,0,0.416056981943056,-0.102627272404955,0.140699952261405,0,0,0.149269187223954,0.357385859376565,0,0,0,0,0.351083389568713
DASH,0.760133348407799,0.379663264473139,0.275406735202469,0.0560028939073676,0.107748196858008,0,0,0.207292470482622,-0.390035890762283,0.0757341959106398,0.160909312834629,0,0.018528541658956,0.0777559074162421,0,0,0,0,0
XMR,-1.38777878078145e-17,0,-0.533881374753617,0.00880679260440448,-0.175652199380415,1.02577606896298,0.461009521069218,0,0.529439172670389,0.0177350103564369,0.235839522985387,-0.0734941674719735,0.0390166701777755,-0.290534822480824,0,0,0,0,0
XLM,0.154191052424992,0,0.807319145174337,-0.0872126604878769,0.186404303445903,-0.129619237131776,-0.156084670931881,0.349987409813014,0,-0.0606210750837335,-0.297773803849411,0.361879052335331,0.0733533345646859,0,0,0,0,0,6.93889390390723e-18
DGB,0,0,0,0,0,0.108390869002105,0,0,0.701082596486506,0,0,0.36760312542076,0,0,0,0,0,0,-0.28246374665725
ZEC,0,0.423946968181637,0,0,0,0.213719661769837,0,0.087937442018599,0,-0.0399929619874285,0,0.0818160500255,0,0,0,0,0,0,-0.0833563668364888
DOGE,0,0,0,0.35312310878879,0,0,0,0,0,0.260615409697165,0.145180470395894,0,0.0340120459163626,0.169068831813159,0,0,0,0,0
BAT,0,0,0.479616650001993,0.235034070835526,0.288912472484558,0,0,0,-0.344013332362614,-0.154040055966811,-0.119098033746294,0.14862061553905,0,-0.164129991885777,0,0,0,0,-0.428285665990183
NEO,0.00992919752768728,-0.851027460599822,-0.431263781688982,1.11117670751631,1.06086267719444,0.582357225016248,0.792847004974257,-1.06839577679387,1.02928105825568,-0.14680365406372,0.357251986078294,-0.541499610780833,0,0,0,0,0,0,-1.61588053151803
BV010082.Index,0,0,0,-0.00612810818134537,0.00259780347823589,0,0,-0.000532434652138464,-2.71050543121376e-20,-0.00581863497884034,-0.00614485881974646,0.00470808394474109,0.00119083012767076,0.0278598965064075,0,-0.160213039625229,0,0,-0.0474189026309455
CVIX.Index,0,0.0494430583570762,0,0.118193933557828,0,0,0,-0.000590512240887722,0,-0.0194463929858578,-0.00582232130928904,0,0.0170853792985358,0.00946839202966443,0,0,0,0,0
DXY.Curncy,0.00347882936735815,0.018624803943747,0,-0.00395569863548719,0.00048374196349129,0.00775944591393712,0,-0.00414025177809904,-0.00488425597953955,-0.0129365644606674,-0.00847101044546449,0.00668937805348203,0,0.000317000295797572,0,-0.0701218027943773,0,0,-0.00531471619193506
SPX.Index,0.00180477434670266,0.000531634034219298,0,0,0.003250582999741,0.00371736837128718,0,0,-0.00283351250971167,0.000240501635073189,-0.000547126903517416,0,0.000217572297955718,0,0,-0.06986203146146,0,0,-0.0357901174984863
VIX.Index,0.215700677160846,0.030184694016505,0.32385510627343,0.0944702340780968,0.320217186419848,0,0,-0.0842445107416407,0,-0.262853067204477,-0.0968495671090402,0.0658334795179516,-0.0270760265764879,-0.202498324460621,-3.32154870655725,1.86867619198294,0,0,0
