,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,TRX,MIOTA,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.240545134056017,0,0,0.0255467076583651,0.102529942417636,0,0,0,0.068163111615654,0,0.135374343274867,0.0731807402560188,0,0.0456673808385182,0.340301036884356,0,0,0,-0.0251285123718311
ETH,0.794725375167243,0,0.419089175185331,-0.143884251176427,0.00387542088385312,0,-0.125592722266624,0.651424378608484,-0.384773168954414,0.0784268439779187,0,0,0,0,0.118073806454493,0,0,0,0,0
XRP,0,0.279586329423101,0,0,0.0313398017930866,0.331767701367369,0.110345015993761,1.73472347597681e-18,0.115540846365259,0,0,0,0,0.079552163259693,-0.0118068282732728,0,0.232678839868983,0,0,0.112501716959798
BCH,-0.327267587329254,0.474769626578723,-1.00988967430266,0,0.0613587191676453,0,0.696544361774615,0.295752516840881,0.111450224732889,0.000923867944390363,2.77555756156289e-17,-0.369338569349814,0.0832791525709531,0.256386957801302,0.362161236063534,0,0.673635086990828,0,0,0
EOS,0,0.0449553914809474,0.580043864767511,0.451392584933295,0,0,-0.700960983476195,0.440744749952307,0,0.36417626105395,0,0.244162831978258,-0.471644543342669,0,0,0,0.764626023914902,0,0,-0.339964782047882
LTC,0,0.10612346554839,0.15277355345373,0.114173410738912,0.0835761792511318,0,0.309488792747308,0,0,-0.0681927222740725,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.218529437107993,0,0,0.166115177724326,0,0.0770298022872451,0,0,0.229452004755295,0.209856063916388,-0.00017718323812243,0,0,0,0,-0.00443344996535901
ADA,0,0.0231648012576027,0,0.105248826978733,0.147819067998159,0,0.12243001960253,0,0.309905139103564,0.0993882512264669,0,0.0927737917677297,0.0964693467226187,0,0,0,-0.102798376957234,0,0,0
TRX,-0.291064950042178,0,0.321382135644475,-0.137709446088221,0.122322269942483,0,0.314082187502663,0.559989806707702,0,-1.38777878078145e-17,0,0.195115153611522,-0.303881801071244,0,0.100572335911023,0,0,0,0,0.286446943610397
MIOTA,0.827564118323345,0,0,-0.0938222086621716,0.272920429638511,1.38777878078145e-17,0.755881231779491,-0.550119953426465,0.272591425022027,0,0,-0.408130587296408,1.38672242019179,-1.32905562146269,0.471252315370479,0,0.338671388372293,0,0,0.0212140669153118
NEO,0,0,0,0.0920750970561882,0.0591619719923733,0,0,0,0.294865106743236,0.0418087739490564,0,0,0.224829134812113,0.0607847202098347,0.198455932125255,0,-0.0603634968200807,0,0,0
XMR,0,0.70702860142839,-0.387907875525932,0,0,0,0,1.38777878078145e-17,0.316789063380275,-0.101200950988357,0,0,0.298997382007583,0,0.236817495107744,0,0,0,0,0.0296938796273545
DASH,0,0,0,-0.285144115338029,-0.320186904677841,0,0,0,-0.322499157126453,0.177065638991672,1.28270333779974,0.159371906104356,0,0.281572447475569,-0.175870420976446,0,0,0,0,-0.221969228369499
XEM,0,0,0.480140541436781,0,0,0,0.24224319659861,0,0.0477420912545578,-0.189251136501076,0.447696003450698,0.0830454862620462,0,0,0,0,0,0,0,-0.109163726249621
ETC,0,0,0,-0.0706240852596844,-0.0886063995524189,0.969249250784103,0.0100827152090849,0,0.0873929239208371,0,0.237346045588869,-0.0925395630485678,0,0,0,-0.490867992408448,0,0,0,-0.027331053243793
BV010082.Index,0.556079647173108,0,0,-8.67361737988404e-19,-0.292960800366662,0,-0.0505291056803027,0.262964017549574,-0.0881804639278953,0,0,0,-0.0940001485429362,-0.111690724927062,-0.063767810117734,0,0.382437478345298,0,0,-0.074937219135741
CVIX.Index,-0.0877118858989519,0,0.133293239232654,0.0829131340383238,0,0.496049626388487,-0.292681242687195,-0.002285436421613,0,0.0787422365382635,0,0.167571096938444,-0.399801069530868,0,0.00113439550338767,1.06916356341875,0,0,0,0.0538380678546425
DXY.Curncy,0,0,0,0,-1.0842021724855e-19,0.00477746535076163,0.0205425296485567,0,-0.0149141695824209,0.0122053407062969,0,-0.0132339302730238,0,-0.00504341901042166,0.000888217693652578,-0.0273246313031332,0.0890015790218864,0,0,0.0401961565790999
SPX.Index,0,0.0369844639547847,0,0.0590570134380336,0,0,-0.0198500038441953,-0.101871501024713,0.0511375088637015,0.0395228398437524,-0.0926438915225128,0.0318154232119259,0.00716995002329274,0,0,0,0.000338596144436612,0,0,-0.0832687696269431
VIX.Index,-0.28643911013108,-0.00837385862743906,0.564520938099931,0,-0.593284672296969,0,-0.468232601608493,-0.553623050941044,0,0.440954518198454,1.27870281762007,0,-0.199981224363385,-0.165794949861998,-0.0969879840518415,-0.574690385095216,-0.0233115575967896,0,-3.42893133169584,0
