,BTC,ETH,BCH,XRP,LTC,ADA,MIOTA,DASH,XEM,XMR,BTG,EOS,NEO,XLM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.0255289160968948,-0.168455102433613,0,0.0266188523451464,0,0,0,0,0,0,0.236551942270224,0,0,0,0,0,0
ETH,0.0402695005204052,0,0.0997288292827897,0.0335517484636907,0.325407279399907,-0.0505932802186313,0,0.279108642451954,-0.0509254810799915,0.229272646872144,0,0.0820423332151669,0.078708254362376,-0.146607870407528,0.191534115117186,0,0,0,0,0
BCH,0,0,0,0.177402108466646,0,-0.0196868607337144,0.000970388236930109,0.0693089193758933,0.0603193193191727,0,0.572940802251318,-0.0872012019526347,0.116280799150271,0,0,0,0,0,0,-0.0656807914864521
XRP,0,0,0.353064608753778,0,0,0.094786854343233,0.0993427783710285,0,0.124217098235562,0.0818688049292456,0,0.286734102942474,0,0,0,0,0,0,0,0
LTC,0,0,0,-0.136219571643984,0,-0.190587622371693,-0.0554564897456788,1.73472347597681e-18,0.165560716933268,-0.295432411219792,0,-0.0265063539538868,0,0.149218474077667,0.773230661189274,0,0,0,0,-0.0831280926967731
ADA,0,0,0,0.258033361985534,0,0,0,0,0,-0.0613665028266113,0,-0.0805392592664318,0.549232327324912,0.353514285261171,0,0,0,0,0,0
MIOTA,-0.441431623458106,0,0,0,-0.071023807636901,-0.297238335676221,0,0,0.188086980686162,0.559116525161701,-0.557488341767424,-0.366074720681183,0,0.601986200222191,0.57496951383947,0,0,0,0,0
DASH,0,0,0.109216940387537,0,0.176318666206725,0.0133789309605398,-0.125651065602563,0,0.0347461055650923,0.307379554282492,0.104422400324628,-0.175794941867806,0.188000042669884,0,0,0,0,0,0,0
XEM,0.502972091542056,0,0,0,-0.251635699298797,0,0.0730457750033265,0,0,0.853340651271823,0.704171070425522,0.411004740129996,0.205881213594186,-0.122236964033882,0.527739360424248,0,0,0,0,0
XMR,0.134701425423428,0.320913316652932,0,0.030316500347177,0,0.0603706461756468,0.145586128157618,0,-0.024485680930197,0,0,0.0650598258007704,0,0.261705891140144,-8.67361737988404e-19,0,0,0,0,0
BTG,-0.0382085101418646,0,0.482348870306957,0,0.0176590464109672,0,1.73472347597681e-18,0.113680635673353,0.020033588636196,0,0,0.0972721218854767,0.0752359974812152,0,-0.0284892524150353,0,0,0,0,0
EOS,-0.232072732003689,2.15622195645012,-0.226170149186403,0.144353701599756,-0.574974433063785,-0.025327785424643,-0.0483201857791153,0,0.173509215951159,-0.620130636356426,0,0,-0.426803643588268,0.887480089842997,-0.601467668357448,0,0,0,0,0.0704048281894094
NEO,0,0.177626146442769,0.462180302450566,0,0,-0.0324305936352048,-0.0495749636182953,-0.0597997159856639,-0.0333212276189984,0,0.341021692217942,0,0,-0.0501898092879222,0.257502784144819,0,0,0,0,0
XLM,-0.174218604392583,0,0,-0.155617315570835,0.176825698154538,0.313337297497734,0.0492054663707978,0.00677722176300576,2.16840434497101e-19,0.572416317421347,0,0.131829235094813,0,0,0,0,0,0,0,0
ETC,0,0.575058021382562,0,0,0,0.27180485490094,0.112450458984673,-0.476196459591995,0.125644696000122,0.114270758886303,-0.0181481374996681,-0.0425844374728388,0,0,0,0,0,0,0,0
BV010082.Index,-0.09853847703351,0.368678014173413,-0.0709371559912448,-0.0255627206453691,-0.14222177272366,-0.049734459911659,0.00322557740030036,-0.0364574132328486,0.0178834856485621,-0.106256862564768,0,-0.0634766481323814,-0.0560539266660593,0.17653345430685,0.00398771507337459,0,0,0,0,-3.46944695195361e-18
CVIX.Index,0,-0.0569038365051043,0.0579441958600302,-0.0169303425374454,0,0.0201830833772748,0,0.0219648150580336,0.0181593005073784,0.119659129215312,0,0,-0.0153614546109916,-0.0409640224164736,-0.0672449740446468,-0.118994338626714,0,0,0,-0.0404890909206254
DXY.Curncy,0.00575055537244471,0.0054964441155605,0,-0.00526387176317264,0.00116729114624992,0,0.00417686992989572,0.00667331767606634,0.00108221791847293,0,-0.0105672676799851,-0.00534365824862651,-0.00305278042895079,0.00194422977101163,0,0.014330941977331,0,0,0,-0.0246390340836524
SPX.Index,0,-5.42101086242752e-20,0.00186159092529297,0,0,0.00524818190425059,0.00333464847659643,0.0152378518173273,0,0,0,0.00289382204162014,0,-0.0121431560528123,-0.000512066797631901,0,0,0,0,-0.031000133712456
VIX.Index,-0.191289555718806,0,-0.791173984735769,0.116474875890312,-0.315538554406628,-0.388627609979939,-0.162558315293031,0.236470173465662,-0.037196232269389,0,0.829983925644609,-0.0453961843459092,0.115186253439667,0.314255181389878,0.491969587156676,-0.540462207906762,0,0,0,0
