,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.18007690904867,0.834617133649212,-0.0684503792514733,0.145984088417563,0,-0.0425557715466903,-0.0394985831822776,0.0457338699580937,0.219906458314228,-0.201589632231019,0,0.997860348114648,-0.0406973932455827
XRP,0,0,0.727145138036229,-0.16445142292508,0,0,-0.108542269090841,0,-0.478357756977003,0,0,0,0,-0.200614263155613
LTC,0.72769698206813,0.367118730879529,0,0.155405232378916,-0.160650452985319,0.0112910139167254,0.0112445600368347,0.11134862074999,-0.0577897951652556,0,0,0,1.83366032092042,0.259678291103742
DASH,-1.09928746373026,-1.18829481605071,1.82828991171091,0,0.20886963052379,0,-0.107478686374568,-0.345473579876015,-0.223913181828562,1.74477865231839,-0.435701493182369,0,0,-0.309303601003756
XLM,3.67270156937321,0.47158928593879,-3.28370501323903,0.570998723856396,0,0.31580363343482,-0.12481667226591,0.16868701152218,-0.0631457735094816,-0.94985961359147,0.774335758675741,-7.73920971843306,0,0
DOGE,-1.56365648725813,-0.279804206707798,1.43915589460693,0.046599174845479,0.104157087641526,0,0.0252136046575972,0.401197598306647,-0.159446624782884,2.3611959560369,-0.305830613293006,0,1.95090322854368,0
XMR,0,0,0,0,0,0,0,0.337283601752588,0,0,0,0,0,-0.583142884088832
XEM,-1.38777878078145e-17,0,0.311230242162399,-0.738369541609941,0.402249873300985,0.426616845085991,-0.010022635689208,0,0.580391138293885,0,0.111757905626356,-2.79506525795863,0,-0.178542351084805
DGB,0.971064735246278,-1.15673618107705,0,-0.0460611203523477,-0.279327840688872,0,-0.0519574579602636,0.148007933209845,0,2.27110615781306,-0.134424285142366,0,0,-0.0965276080978091
BV010082.Index,0.038970864164865,-0.0577845509869304,0,0,0,0,0,-0.0447167791143425,0,0,0.133335401378676,0,0,0.06004576834947
CVIX.Index,-0.0743000801239975,-0.21542638326034,0,0.145425103466175,0,-0.0460270532773177,-0.0520321037924903,0.104837727577381,0.0808108652659455,-0.467760481734191,0,0.995140205032882,0,0.144770670103837
DXY.Curncy,0.230095464202651,0.0404755334611839,-0.234356264822316,0.0364692121139337,-0.0604938374745254,0.0408683708213349,-0.0226588896668796,-0.00245760921550065,-0.0064259571195679,0,0.146729101224361,0,0,-0.0287588644291043
SPX.Index,0.0584035741119399,-0.0366844264501642,0,0,0.00541242643934426,0.0193863115259595,-0.00186420185871061,-0.0227911653251821,0,0,-0.00672623684157456,0,0,-0.0852221001356688
VIX.Index,0,-0.332752522209936,0,0,0,0.0765630252555496,-0.150947286194326,0.0876971215770409,0.154189345485318,0,-0.252067705706497,0,-9.74602252116398,0
