,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.337386253801803,0,0,0,0,0,0,0,0,0.0390950160759028,0.0266250021675333,0,0.11000596894505,0.0685506326620122,0,0,0,0,0
ETH,0.0129407293799234,0,0,0.0657575578639817,0.00600788498905858,-0.152802597438697,0,0.105820879034394,0.0331349514816682,0.334021362062083,0,0.182873024397785,0,0.355636621368394,0,0,0,0,0,-0.0548093758212072
XRP,0,0,0,0.603043030772992,0,-0.0350004514839082,0,0,3.46944695195361e-18,0,0.152517936825146,0.0175618072847655,0,0.0119957535938901,0,0,0,0,0,0
BCH,0,0.259339365343947,0.00854387066842174,0,0,0,0.23562604683636,0,0.0333827098037622,0.443694400636168,0,0,0.0621282269594445,0,0,0,-0.109422588944115,0,0,0
EOS,0,0.744016290349837,0,0,0,-0.63568365071431,0,0.307920378722157,0,0,0,0,1.53567874763399,-0.441710287451441,0.0774783596843125,0,0,0,0,0
XLM,0,-0.207869310944664,0,0,-0.641489733627521,0,-0.441749706915032,0.595695984520031,-0.0341464277571356,0.33709159783198,0,0.389854737013179,1.10266189662501,0,0,0,0,0,0,-0.0368187040170875
LTC,0.214810631131309,0,0.853461704528173,0,0.0986192533710833,-0.0155165343373087,0,0.148083379325261,0.0297861152377737,0,-0.063091479006388,-0.204123309838977,0,0.0619371016348311,-0.139522761548677,0,0,0,0,0.0398292450248348
ADA,0,0,0,0,0.0343546470437447,0.386670072423296,0.296825481529296,0,0.109991473803256,0,0,0,0,-0.0751153731054471,0.36400481177884,0,0,0,0,0
MIOTA,-0.551577599243834,0,0,0.559896946396043,0,0.11066261217936,0.625088031794141,0,0,0,0.423189499105821,0,-0.229295421549349,-0.181399827976949,0.0209529865839599,0,0,0,0,0.248379529215485
TRX,-0.23757137014563,0.39070206323835,0.845937219065904,0,0.0029347953400405,0.110272091934516,0,0,0.0838205762813665,0,-1.38777878078145e-17,-0.103110025752058,0.207312307042503,-0.199893620220985,-0.0682035881048586,0,0,0,0,-0.0940520996999784
NEO,0,0,0.719497131266489,0,0.354556799896757,0,0,0,0.215132610092714,0,0,0.00934638254525664,-0.21519137049813,-0.340660978032646,0.341645484172901,0,0.23095396890504,0,0,0.10361526327477
XMR,0.262177866338342,0,0.714389936405261,0,-0.116707787856759,-0.0700624078723322,0,0.35542345283886,0,0,0.0106201479307919,0,0,0.00867888764965103,0,0,0.307515645558521,0,0,0.0867516647135599
DASH,0,0.437387697984994,0,0.0644376400346685,0.132661895587776,0.410791139040306,0,0,-0.132685390827346,0,0.0631107574368654,0,0,0,0.031041418045041,0,0,0,0,0.187415066893747
ETC,0.530761156588115,1.36063955314088,0,0,-0.533734047090662,0.0583601341721634,0.157456844799496,0.028205466479927,0,-0.0152386799433426,-0.00732792671321254,-0.493557852822626,0,0,0.300983819450494,0,0,0,0,-0.103154789434477
XEM,0,1.45370088746509,1.30020149405637,-0.645422127393433,0,0.425177984850997,0,0.622285754242031,0,-1.47421472565908,0.0131630891394457,0,0,0,0,0,-0.35983178253374,0,0,0.0777963286230784
BV010082.Index,0,0,0,-0.0116113828198477,-0.0289979813646018,0.0940007208694024,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0716169449476804,0,0,-0.0200319105648297
CVIX.Index,0,0,0,-0.529810807603125,0.0336963548460473,0.433699161431759,0.605274924398008,-0.14797191342726,0.266914025944739,-0.151906048755683,0,0.393648568891656,-0.351455979139806,0,-0.268279034241438,-0.550495442443807,0,0.769607957444561,0,-0.0904330547159194
DXY.Curncy,-0.0647662902654759,-0.0889213356348993,1.73472347597681e-18,0.0221523632050898,0,0.056093596276209,0.136106891483496,-0.0669013211411325,-0.0614049214996122,0,0.0206953412388803,0.0457799018906425,0.0166112844170667,-0.03145879499807,-6.93889390390723e-18,0,0.0460462305572641,0,0,0.00537215537974151
SPX.Index,0,0,0.0511065721576776,0,-0.00212804473846436,0.00418151713128464,0.0221009564032601,-0.0126254573991626,-0.0624654050474569,0,0.0150598298062959,0,0.0139590411771243,-0.0180594496845839,0,0,0,0,0,-0.0768144454475967
VIX.Index,0,-0.370050915869334,0,0,0,-0.207749038485262,0,6.93889390390723e-18,0.0403081811063531,-0.861023566125563,0,0.339987280646225,0,-0.0253157870297997,0.365456918253326,0,0.316025308735831,0,-5.0159624520436,0
