,BTC,ETH,BCH,XRP,LTC,ADA,MIOTA,DASH,XEM,XMR,BTG,EOS,XLM,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,-0.045598741289094,0,0,0,-0.00681974030424445,0.0595910941501964,0,0.0376951731019878,0.29069173953796,-6.93889390390723e-18,0,0,0,0,0,0
ETH,0,0,0,0.0707998754582308,0.391420154916002,0,-0.00453413698572274,0,-0.0242713157776503,0.244104865000074,0,0.10665201257162,-0.148301307598075,0.180398373903365,0,0,0,0,0,0
BCH,-0.246437791684999,0,0,-0.125230592984886,-0.0217426600886626,0,0,0.344126283830843,0,0.187007557897128,0.664500686298103,0.102833486782391,-0.152175149698472,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.163059435869459,0,0,0.0771099676222908,0,0,0,0,0,0,0,0
LTC,0.035827627164053,1.21588235813137,0,-0.233846904580437,0,-0.180168814320292,-0.0568894029588476,0.0627724631565011,0.227311417841841,-0.501376244982023,0,-0.184141300659382,0.524093484964347,0,0,0,0,0,0,0
ADA,0,0,0,0.150732599296149,0,0,0.00869431357989606,0,0.13648623651004,0,0,0.152329698326577,0,0,0,0,0,0,0,0
MIOTA,0.224455983291919,-0.226221334392594,-0.0797002535695878,0.0845376431370387,0,-0.447327701358107,0,-0.187297434731717,0,0,0,0,0.566837489002318,0,1.20869970420744,0,0,0,0,-0.668822166321269
DASH,0,0,0.0742856394734517,0,0.194445835959891,0.0973123096578561,0,0,0,0.183816610014466,0.0353553398374654,-0.0745713207060404,0,0.190765142921743,0.0916677990572528,0,0,0,0,0
XEM,0,0,0,0.307603191470166,-0.758805822668582,0,0.324721143332554,0,0,0,0.0376696904322791,0,0,0.313739907849554,0,0,0,0,0,0
XMR,0.272579523711263,0,0.256609609247476,-0.0164287669950517,0,-0.0579170119716773,-0.036764950528861,0.381197817767205,-0.00109191609028655,0,0,0,0.199379607583232,0.1377357624622,-0.130396328490705,0,0,0,0,-0.122614886686678
BTG,0.021226827702414,0,0.477414203179946,0,0.0555275887152169,0.0801372305890217,0.0632496585528413,0,0,0,0,0.156620978488466,0,0.133149157210464,0,0,0,0,0,0
EOS,0.167147288326521,0,0.265718352170285,0,0.253686638298305,0.0432530031325095,-3.3881317890172e-21,0,0,0.0440768996044318,0,0,0.455154915683856,-0.227592808811909,0.236152737401521,0,0,0,0,0
XLM,-0.176464051545548,-0.484146661560878,0,0.142840336510224,0.301130875283089,0.38367063639948,0.14997815828133,-0.32785766699789,-0.028390977199779,0.973206783923052,-0.234298460221274,0.0588613180869127,0,0,0,0,0,0,0,0
NEO,0.225130826124093,0,0,0.113295753343249,0.13314348946943,0,-0.170401300700911,0.0757711453547428,0,0.162216984360399,0.103717822572209,-0.0352567895409532,-0.0516128612174222,0,0.512693595056921,0,0,0,0,0
ETC,0.168316106326371,0.328266385715016,0,0.0526055461542751,-0.25047410056443,0.0167626979973267,0.0731507203653253,0.461408160040769,0.182635638760697,0.11272246782553,0,0.0925754276599846,0,0,0,0,0,0,0,0
BV010082.Index,-0.0598973341923307,0,0.00414455105287612,0,0,-0.0550331219461236,0.00485786909897953,0,0.00271449349922831,0,0,-0.0252166274343671,0.0502239527914531,0,0,0,0,0,0,0
CVIX.Index,0.0274678062583097,0,0,0.0210611079634994,-0.021025202052214,0.0112073109474574,0.00221902032640365,0,0.0281931953366616,0.102046364762626,0,-0.0340350884636147,-0.0221488930881833,0.000281655653576272,-0.133019774623143,-0.086569646311191,0,0,0,-0.109312472891957
DXY.Curncy,0.00538277184369499,1.35525271560688e-20,0,-0.00473794426748047,0.00351158549409898,-0.00195763566945221,0.00272545119586707,0.0060507317398969,0.00104233821522713,0,-0.00731407260796042,-0.0045704880596217,0,5.42101086242752e-20,0,0,0,0,0,-0.023892641463249
SPX.Index,-0.00485736800329667,0,0.00284959869426498,-0.000519077220356463,0.00717992122237152,0.010255784475404,0.0017578557367477,0,-0.00331257173911371,0,0,0.00171872822244165,-0.0147573767506916,0,0,0,0,0,0,-0.048821332216087
VIX.Index,-0.0777867192681701,0.0341208937370716,0.127226801645376,0.104495722586343,-0.124632992939187,-0.0670153264054988,0,-0.205227668492496,-0.0258354114729982,0.322059331811028,0,0.0571398998475436,-0.098780984480651,0.137666625284568,-0.184059946518339,0,0,0,0,0
