,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.00641535642775563,-0.342551977272179,-0.12817264847845,0.0707797236782296,-0.00365514610619524,-0.0664130977752368,0,-0.0948272200152808,0,0,0.0138183074946437
ETH,0.795495339241913,0,0.395573344670273,-0.0546125438220272,-0.735642674324979,0.246545659707673,0,0,0.323386594258722,0,-0.726038657073758,0.777613541774403,0,0,3.59815788149446,0.266524969487662
XRP,0,0.182155613979444,0,0,-0.00742172339583535,-0.0605430099126246,0.605916442042134,-0.082560685476283,0,0.25340073847219,0.432129990429847,-1.67376248758131,-0.15072399204151,0,0,0
LTC,1.56018434144485,-0.206141483640237,0.266741323464068,0,0.162584458803209,-0.277360471039458,0.0477727237466604,-0.00521736180615348,-0.931192766856596,0,0,0,0.298015116709259,0,0,0.0241255880027777
ETC,0,-0.393777318405489,0,0,0,0.158649240944561,0.297291573430499,-0.167801433715713,0.280736551297045,-0.0519084493944487,0,-0.287651854597928,0.106345240305112,0,0,0
XMR,0,1.03591977951412,0.124644153982987,0,1.01717924047771,0,0,-0.0290198916769533,-1.50394182772081,0,0,-1.80974683635113,-1.08576888580173,0,0,0
DASH,-1.37020801896727,-0.0979007201298726,0.356182715039485,-0.119955894279595,0.405408797991245,-0.023176285345817,0,-0.10167491896814,-0.141266564095363,-0.254388885340969,-0.388036958186865,0.333469244524326,-0.0932585846128893,0,0,0.111200904076574
XEM,0,0,0,0,0,0.179028242977153,-1.80560683361892,0,0,0,0.15138645849943,0,-1.22148364594227,0,0,0.172119244684337
DOGE,-1.38777878078145e-17,0.110467611182489,0.365032014737731,-0.522178782912678,0.389848316790146,-0.293998029450917,-0.640619100863261,-0.0944704392663619,0,-0.176587355450013,-0.155291544629563,-0.241459199663951,0.262437098011655,0,0,0.00758988533362889
XLM,-3.14204901673188,-0.14310032962535,1.71015215814205,0,0,-0.0562592338630536,-1.7960525205566,0,0,0,-1.62505440212852,0.937537525293923,0.642884726772806,0,0,-0.244879394025529
DGB,-1.36032067450319,-0.233822681956235,0.771632964704079,0.0284818504610034,0,-0.0335996397937655,-1.14930842688155,-0.0521421197599654,-0.337785973732678,-0.401217784920582,0,0.516933875874111,0.40337558234419,-2.12488232807288,0,0
BV010082.Index,0,0,-0.494487631327587,0,3.46944695195361e-18,-0.0302521168382759,0.250429135931805,-0.0778938964162632,-0.218645973565006,0.0510788577478242,0.3182034493057,0,0,0,0,0.0137977843195952
CVIX.Index,0,0.132520663581907,-0.166655038310401,-0.0215872038015404,0.0746429514197506,-0.00724593190408066,-0.178794168439539,-0.0601645491458376,0.220792793529778,0.117403154589143,0.242666838474711,-0.37602563061179,0,3.28053983733306,0,0.111322719930674
DXY.Curncy,0.0135427132599529,-0.0357806615138127,0.0242026033812875,0,0,0.0112744227087652,0,0.0221898066993294,0.00890445661024609,-0.0100433987996548,-0.0268622246551105,0.124662071153231,0.122059486602437,0,0,-0.00454036292880583
SPX.Index,0,0.0292546195419625,0,0,-0.0499539340986901,0,-0.000307003169705624,-0.0438539112569217,0.0623794776912934,-0.00420261697836914,0.0526759638787695,0,-0.0502351632647595,0,0,-0.0633668113573096
VIX.Index,0,-2.77555756156289e-17,-0.105959100864961,0.37621343674134,-1.37570589506809,0.177164220350532,1.14594125526512,0.468122249023315,1.1021575104839,0,-0.347509004385711,0.409939329309323,1.33303731547959,-4.8341121011033,-6.70882900692231,0
